2.0,1.2565,2.3457,2.3457,nan,1.2565,nan,-1.1942,-1.4665,-0.9219299999999999,-0.64963,-0.64963,nan,nan,-1.7388,nan,-1.7388,-1.1942,-0.64963,nan,nan,-0.10503,nan,nan,0.71187,0.71187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.10503,-0.37733,nan,nan,0.16727,nan,nan,nan,nan,0.71187,-0.10503,nan,-0.64963,nan,-0.37733,-0.10503,-0.64963,-1.1942,-1.7388,nan,nan,nan,nan,0.43956999999999996,nan,0.43956999999999996,0.43956999999999996,nan,0.16727,nan,nan,0.16727,nan,1.2565,1.5288
2.0,0.99364,2.2738,nan,nan,nan,0.14021,nan,nan,nan,-0.49987,-0.92658,nan,nan,nan,nan,-1.78,-1.3533,nan,nan,nan,0.35356,nan,0.78028,nan,nan,nan,nan,nan,0.56692,0.56692,0.56692,nan,0.35356,0.14021,nan,nan,0.14021,nan,0.56692,nan,nan,1.207,nan,nan,0.35356,nan,nan,nan,nan,-0.71322,nan,-1.1399,-1.5667,-1.3533,nan,-0.49987,0.14021,0.14021,nan,nan,0.14021,nan,nan,0.14021,nan,nan,-0.073151,nan,nan,nan
1.0,-0.060775,nan,nan,nan,1.9246,0.50646,-0.6280100000000001,nan,nan,0.22284,nan,nan,nan,-2.3297,nan,nan,nan,-0.34439000000000003,nan,nan,nan,0.22284,0.22284,0.50646,nan,0.79008,nan,nan,nan,nan,nan,nan,0.50646,0.22284,nan,0.22284,nan,-0.060775,nan,1.0737,0.79008,0.50646,0.22284,0.22284,nan,nan,nan,nan,-0.34439000000000003,0.50646,0.22284,-1.1953,-2.0461,nan,nan,-0.34439000000000003,nan,0.79008,nan,nan,-0.060775,nan,nan,-0.34439000000000003,-0.34439000000000003,nan,nan,nan,-0.060775,-0.34439000000000003
2.0,0.61165,nan,nan,2.2584,nan,1.7879,nan,nan,-1.5056,-1.9761,-1.2703,-0.79984,nan,nan,nan,nan,-1.0351,-0.79984,-0.32935,nan,0.14115,nan,nan,nan,0.61165,nan,0.3764,nan,nan,0.14115,0.14115,nan,0.14115,0.3764,0.14115,nan,nan,nan,nan,nan,nan,0.3764,nan,nan,nan,0.14115,-0.5646,nan,-1.5056,-0.79984,nan,-0.094099,nan,nan,-1.7408,nan,nan,0.61165,0.61165,0.3764,0.3764,nan,0.14115,-0.094099,nan,nan,-0.5646,nan,-0.32935,nan
2.0,0.6445,1.2038,1.9495,2.1359,2.1359,1.3902,nan,-0.6604800000000001,nan,nan,-1.2198,-0.8469,-0.8469,nan,-1.7790000000000001,nan,-1.2198,nan,nan,nan,nan,nan,nan,nan,0.45807,nan,nan,nan,0.27165,nan,0.08522300000000001,0.08522300000000001,0.08522300000000001,0.27165,0.08522300000000001,nan,0.08522300000000001,0.6445,nan,nan,nan,nan,1.7630000000000001,2.1359,nan,nan,nan,nan,nan,nan,-0.6604800000000001,-0.6604800000000001,nan,nan,-1.7790000000000001,nan,-0.47405,nan,0.45807,0.27165,nan,nan,0.08522300000000001,nan,nan,-0.1012,-0.1012,nan,nan,nan
1.0,0.8053,nan,nan,1.8377,nan,nan,nan,-0.8466,nan,nan,-0.43362,nan,-1.879,nan,nan,nan,-0.6401100000000001,-0.8466,-0.8466,-0.22714,0.39233,0.8053,0.39233,nan,nan,nan,nan,0.39233,0.39233,nan,nan,nan,nan,nan,nan,nan,0.59882,0.8053,nan,0.59882,nan,-0.020649,nan,1.8377,nan,nan,nan,nan,nan,-0.43362,0.18584,-0.22714,nan,-2.0855,-2.0855,nan,nan,-0.43362,nan,-0.22714,nan,0.39233,1.0118,nan,1.0118,nan,0.59882,0.59882,0.39233,0.39233
2.0,1.2042,nan,nan,nan,nan,nan,nan,-1.0843,-1.4658,nan,-1.0843,nan,nan,nan,nan,nan,-1.0843,nan,nan,-0.32149,nan,nan,nan,nan,nan,0.44137,nan,nan,0.25065,nan,nan,0.44137,nan,nan,0.25065,nan,0.44137,nan,1.0135,nan,nan,nan,1.5856,nan,0.25065,nan,-0.70291,-1.0843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25065,0.25065,0.059938,nan,nan,-0.13077,0.059938,0.059938,nan
2.0,1.1821,nan,2.0396,nan,0.96773,nan,nan,nan,nan,nan,-0.9616,nan,nan,nan,nan,-1.3903,nan,-0.9616,-0.7472300000000001,nan,nan,0.32461999999999996,0.53899,nan,nan,0.32461999999999996,0.53899,nan,0.11025,0.11025,nan,nan,nan,nan,nan,-0.10412,nan,0.96773,nan,nan,1.1821,nan,2.0396,nan,-0.10412,-0.31849,nan,-1.176,nan,-0.53286,nan,nan,nan,nan,nan,-0.53286,nan,nan,nan,nan,0.75336,0.75336,0.53899,nan,nan,-0.10412,0.11025,nan,nan,nan
2.0,1.3424,2.0666,nan,nan,nan,0.25606,-0.6492,nan,nan,-1.3734,-1.0113,nan,-1.5544,-1.9166,nan,nan,nan,-0.83025,-0.6492,-0.28709,-0.10604000000000001,0.25606,nan,nan,nan,nan,0.43711000000000005,nan,nan,0.25606,0.25606,nan,nan,nan,nan,nan,nan,0.25606,nan,nan,1.5234,nan,1.8855,nan,-0.10604000000000001,nan,-1.0113,-1.1923,-1.3734,nan,-0.46815,nan,nan,-1.7355,nan,-0.46815,0.25606,nan,0.43711000000000005,0.43711000000000005,0.43711000000000005,0.61816,nan,0.43711000000000005,nan,0.25606,0.25606,0.43711000000000005,nan,0.7992100000000001
2.0,0.9305399999999999,1.6939,2.4572,2.4572,nan,-0.087238,-1.105,nan,nan,-0.85057,nan,nan,nan,-1.8683,-1.3595,-1.105,nan,nan,nan,nan,nan,nan,0.42165,0.67609,0.67609,0.67609,0.67609,nan,nan,0.16721,nan,nan,0.16721,nan,-0.087238,nan,nan,nan,-0.34168000000000004,nan,1.185,1.9483,2.4572,1.4394,0.16721,nan,-1.105,nan,-0.59613,-0.087238,nan,-1.105,-1.8683,nan,-1.3595,nan,nan,nan,nan,nan,0.42165,0.9305399999999999,0.67609,0.67609,nan,0.16721,nan,nan,nan,nan
1.0,-0.33813000000000004,nan,nan,nan,nan,nan,nan,-2.1045,nan,-0.33813000000000004,nan,nan,-0.6914100000000001,nan,nan,nan,nan,-0.33813000000000004,nan,0.36841,0.7216899999999999,nan,nan,1.4282,1.075,nan,nan,nan,0.36841,nan,0.36841,nan,nan,-0.33813000000000004,nan,nan,0.01514,-0.33813000000000004,nan,nan,0.7216899999999999,nan,1.075,-1.0447,nan,nan,nan,0.7216899999999999,nan,nan,-1.7512,-1.7512,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.33813000000000004,0.01514,0.01514,0.36841,nan,0.36841,0.36841,nan,nan
2.0,0.7825,1.4803,2.178,nan,nan,1.8292,0.95694,-0.4386,nan,nan,-1.8341,nan,-1.4853,nan,-1.3108,nan,nan,-1.1364,-0.4386,nan,0.084729,0.25916999999999996,0.25916999999999996,0.43361000000000005,0.43361000000000005,0.43361000000000005,nan,0.25916999999999996,nan,0.084729,0.25916999999999996,0.25916999999999996,nan,nan,nan,nan,-0.089713,nan,nan,-0.089713,nan,nan,1.3058,nan,1.8292,nan,nan,-0.26416,nan,nan,nan,nan,nan,-1.6597,nan,nan,-0.4386,nan,0.43361000000000005,nan,0.084729,nan,0.25916999999999996,0.43361000000000005,0.084729,0.084729,nan,0.084729,nan,nan
1.0,1.0807,0.027094,-0.18363,nan,nan,1.0807,-0.18363,-1.0265,-1.2373,-0.60509,nan,-0.39436,nan,nan,nan,-1.0265,nan,nan,nan,-0.39436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.44855,nan,0.027094,nan,-0.18363,-0.18363,-0.60509,nan,-1.0265,-0.81582,nan,-1.6587,-1.6587,nan,nan,nan,0.65928,nan,-0.81582,-1.0265,-0.39436,nan,nan,nan,nan,nan,nan,nan,1.5022,nan,0.87,0.44855,nan,nan,0.65928,0.65928,0.44855,0.027094,nan,0.65928,nan
2.0,0.8599600000000001,nan,nan,2.9721,2.1273,nan,nan,-0.61857,-1.2522,nan,nan,-1.2522,nan,nan,-1.2522,nan,-0.82978,-0.82978,nan,nan,-0.19613,nan,0.2263,nan,0.015087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64874,0.64874,nan,nan,nan,nan,1.0712,0.015087,nan,nan,nan,-1.041,nan,nan,-0.61857,-1.8859,nan,nan,nan,0.015087,nan,nan,nan,nan,nan,nan,0.015087,nan,0.015087,nan,nan,nan,0.64874
2.0,0.4466,nan,2.1139,nan,nan,nan,0.029773,-1.0123,nan,-1.4291,nan,-1.2207,-1.6375,-1.6375,-1.2207,nan,-0.17864000000000002,nan,0.23818000000000003,0.029773,-0.17864000000000002,nan,nan,nan,nan,nan,0.23818000000000003,0.65501,nan,1.0718,0.8634200000000001,nan,nan,0.23818000000000003,nan,0.23818000000000003,nan,nan,nan,0.4466,nan,nan,nan,1.9055,1.0718,nan,nan,-1.6375,nan,nan,nan,nan,-1.6375,nan,nan,nan,nan,nan,nan,nan,nan,0.23818000000000003,0.4466,0.4466,nan,0.23818000000000003,nan,nan,nan,nan
2.0,0.16473,nan,nan,nan,1.4227,nan,nan,-0.88354,-1.3029,nan,nan,-1.0932,nan,nan,-1.3029,nan,-0.044926,nan,0.16473,nan,nan,nan,nan,0.16473,nan,0.58404,nan,nan,nan,nan,nan,nan,nan,0.37438,nan,nan,0.58404,nan,nan,0.16473,nan,nan,nan,1.8419999999999999,nan,-0.044926,nan,-1.7222,nan,nan,-1.0932,nan,nan,-1.9318,nan,nan,-0.88354,nan,nan,nan,nan,nan,nan,nan,0.37438,nan,nan,0.16473,0.16473,nan
2.0,-0.5462100000000001,nan,nan,1.3655,nan,nan,nan,nan,nan,nan,nan,nan,-0.78518,nan,nan,-1.0241,nan,nan,0.40966,nan,nan,nan,nan,nan,nan,0.40966,nan,nan,0.8876,nan,0.8876,1.1266,nan,nan,0.40966,0.64863,nan,0.40966,nan,0.64863,0.64863,nan,nan,nan,2.3214,1.3655,nan,nan,nan,nan,-2.219,nan,-1.5021,nan,-1.7411,nan,nan,-0.78518,nan,nan,-0.068277,nan,0.17069,0.17069,nan,0.40966,nan,nan,nan,-0.068277
1.0,-0.70754,-0.068472,nan,1.5292,2.1683,0.25106,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.3466,nan,-1.3466,nan,-0.38800999999999997,-0.38800999999999997,-0.068472,0.25106,nan,nan,0.25106,0.25106,nan,nan,nan,0.25106,0.5706,0.5706,nan,nan,0.25106,-0.068472,0.25106,-0.068472,0.8901399999999999,nan,nan,nan,2.1683,nan,0.5706,-1.0271,nan,nan,nan,nan,-1.6662,-1.6662,nan,nan,nan,nan,0.25106,nan,-0.068472,nan,nan,0.5706,nan,nan,nan,0.5706,nan,nan,0.25106
2.0,0.16467,nan,1.0868,nan,nan,nan,nan,nan,-0.065868,0.16467,-0.2964,-0.98801,nan,nan,nan,nan,0.16467,nan,nan,0.16467,0.16467,nan,nan,nan,0.16467,0.16467,nan,nan,nan,nan,nan,0.62574,nan,0.8562799999999999,0.8562799999999999,nan,nan,nan,nan,nan,1.5479,nan,nan,2.2395,nan,0.16467,-0.75748,-1.4491,nan,nan,nan,nan,-2.1407,nan,nan,-1.9102,nan,nan,-0.75748,-0.2964,nan,nan,0.62574,0.62574,nan,0.16467,nan,-0.065868,nan,nan
1.0,-0.84621,0.094024,nan,1.9745,1.5044,nan,nan,nan,-1.0813,-0.3761,-0.61116,-1.0813,nan,nan,nan,nan,nan,0.7992,nan,nan,nan,-0.14104,-0.14104,nan,nan,nan,nan,nan,nan,0.56414,nan,nan,nan,0.32908000000000004,nan,0.56414,nan,nan,nan,nan,0.32908000000000004,nan,nan,1.5044,1.9745,nan,0.56414,-0.3761,nan,-0.61116,-0.14104,-0.3761,nan,nan,nan,-2.4916,-1.0813,-0.3761,-0.14104,nan,nan,nan,nan,nan,0.7992,nan,0.7992,0.7992,0.7992,0.7992
