2.0,-0.40836999999999996,nan,-0.34288,-1.4984,nan,-0.47757,nan,nan,nan,nan,nan,nan,-0.46605,nan,-0.13824,nan,nan,nan,nan,nan,nan,0.45876000000000006,0.46868000000000004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.89738,nan,nan,nan,nan,nan,nan,0.92405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.80019,0.71934,nan,0.47548,nan,-0.005137300000000001,nan,nan,nan,nan,nan,-0.74022,nan,nan,nan,-2.275,nan,nan,nan,nan,nan,nan,nan,nan,-1.5726,nan,nan,-1.8265
2.0,0.39815,nan,nan,nan,0.57289,0.8041,nan,0.6883,nan,nan,-0.92464,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41256000000000004,nan,0.7027,nan,nan,nan,nan,0.8289,nan,nan,0.8690000000000001,0.90895,nan,nan,nan,nan,nan,0.7853600000000001,0.4988,nan,nan,nan,nan,-0.19989,nan,nan,nan,nan,nan,-0.98095,nan,nan,-7.5177,nan,nan,nan,nan,nan,nan,nan,nan,-0.27178,nan,nan,nan,nan,-0.03542,nan,nan,-0.18155,-0.18155,nan,-0.18051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,-1.0944,nan,nan,-1.5015,nan,-1.1938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48796999999999996,nan,nan,nan,0.5888899999999999,0.5604100000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0232,nan,nan,nan,1.1427,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3611,nan,nan,nan,nan,nan,nan,-0.43549,nan,-0.9585799999999999,-1.1072,nan,nan,-1.4649,-1.528,nan,nan,-1.5817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25423,-0.09297899999999999,nan,nan,nan,nan
1.0,0.0817,nan,nan,-0.017998,nan,nan,-0.12284,-0.42194,-0.41229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41167,nan,nan,nan,-0.012852,nan,0.10872000000000001,nan,nan,nan,0.64323,nan,nan,0.68825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14758,0.097964,nan,nan,nan,-0.23283,nan,nan,nan,nan,nan,nan,nan,nan,-0.59818,nan,nan,nan,nan,nan,0.39816,nan,nan,0.10293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-1.4255,nan,nan,nan,nan,nan,nan,nan,nan,-1.3317,nan,nan,nan,-0.30171,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2184,1.0256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.45005,-0.4819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.8004600000000001,nan,nan,nan,nan,nan,-0.90033,nan,nan,nan,nan,0.17972,nan,nan,nan
1.0,-0.5008600000000001,-0.52962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9240200000000001,nan,nan,nan,nan,nan,nan,nan,nan,1.2041,1.3039,1.4453,1.5974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.62602,0.49923999999999996,nan,0.25579,nan,nan,nan,nan,nan,-0.21723,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.49323,nan,nan,nan,nan,nan,nan,nan,-0.67678,nan,nan,nan,-0.7538199999999999,nan,nan,nan,nan,nan,nan,nan,0.5139199999999999,nan,0.91184,nan,1.1076,1.1736
2.0,-0.18520999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021799000000000002,nan,nan,nan,nan,nan,nan,0.45886000000000005,0.7672399999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1111,nan,nan,nan,nan,nan,0.12566,nan,-0.47192,nan,-1.1043,-1.2547,nan,nan,-1.7229,nan,-1.8788,nan,-1.9185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.44597,nan
2.0,-0.02683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9537100000000001,0.96293,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0889,nan,nan,nan,nan,nan,nan,1.2567,nan,nan,nan,nan,nan,nan,nan,nan,1.4305,-0.038077,-0.24561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.1976,-1.2834,nan,nan,-1.4644,nan,nan,nan,nan,nan,nan,nan,nan,-0.88661,nan,nan,nan,nan,nan,nan,nan,-0.92565,nan,nan
1.0,-1.5141,nan,nan,nan,nan,nan,-1.6636,nan,-1.5211,-1.3030000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5363,nan,nan,nan,nan,nan,0.56877,nan,nan,0.2726,0.19184,nan,0.0716,nan,nan,-0.080314,nan,nan,nan,nan,nan,nan,nan,nan,-0.40410999999999997,-0.44837,nan,nan,nan,nan,-0.63589,nan,-0.71443,nan,-0.7865300000000001,nan,-0.84554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,0.59207,0.44456999999999997,0.33315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.82988,nan,nan,nan,nan,nan,nan,1.0465,1.1601,0.41455,nan,nan,nan,0.55124,nan,nan,nan,nan,nan,0.6018600000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.91332,nan,nan,nan,0.878,nan,nan,nan,nan,nan,0.37423,nan,-0.55215,nan,nan,nan,nan,-1.7092,nan,nan,nan,nan,nan,nan,nan,nan,-1.8351,-1.7101,nan,nan,nan,nan,nan,nan,nan,-0.43823999999999996,nan,nan,nan,nan
