2.0,-0.40836999999999996,-0.32777,-0.34288,-1.4984,-0.21999000000000002,-0.47757,-0.62553,-0.6017899999999999,-0.4906,-0.42711000000000005,-0.49200000000000005,nan,-0.46605,-0.49328,-0.13824,-0.027999999999999997,-0.0025730999999999996,nan,0.08199,0.13191,-1.4848,0.45876000000000006,0.46868000000000004,0.55498,0.70724,0.77261,0.79337,nan,1.1644,1.3739,1.6467,1.7479,0.9927299999999999,0.92966,1.0659999999999998,0.90018,0.89738,0.9591200000000001,0.9603299999999999,0.9422799999999999,0.9990700000000001,0.95311,0.95211,0.92405,0.8973899999999999,0.8628600000000001,0.905,0.9549200000000001,0.87828,0.9026,0.92685,nan,nan,nan,0.89418,0.85488,0.80019,0.71934,0.6298699999999999,0.47548,0.2323,-0.005137300000000001,-0.11248,nan,-0.33929000000000004,nan,-0.6208199999999999,-0.74022,nan,-0.90927,-0.9591700000000001,-2.275,nan,-1.5678,-1.8879,-1.8499,nan,-1.6429,-1.2009,nan,-1.5726,-1.5181,-1.722,-1.8265
2.0,0.39815,0.50392,0.5259,nan,0.57289,0.8041,0.7217399999999999,0.6883,-0.41905,-0.85395,-0.92464,nan,-0.45592,-0.05885800000000001,nan,0.19552999999999998,nan,nan,0.34066,0.39271999999999996,0.41256000000000004,0.52252,0.7027,0.71322,nan,0.78638,0.8400200000000001,0.8289,0.86126,0.87135,0.8690000000000001,0.90895,nan,0.8711,0.88145,nan,0.89054,0.7853600000000001,0.4988,0.40273000000000003,-0.49187,-0.12686,nan,-0.19989,-0.70662,-0.9353600000000001,-0.905,-0.9453600000000001,-0.96573,-0.98095,-0.8840399999999999,-0.78652,-7.5177,nan,-0.62848,-0.52885,-0.33368000000000003,-0.14234000000000002,-0.095347,-0.045828,-0.07061100000000001,-0.27178,0.068569,0.0027535,0.13207,0.27793,-0.03542,-0.26409,nan,-0.18155,-0.18155,-0.19203,-0.18051,nan,nan,-0.10578,0.020968,0.10877,nan,0.17219,nan,0.21031,0.25998000000000004,0.28885
2.0,-1.0944,-1.2513,nan,-1.5015,-1.3545,-1.1938,nan,-0.80411,-0.76007,-0.48943000000000003,-0.3729,-0.24395,nan,nan,0.1827,0.34624,0.48796999999999996,0.55566,0.5805899999999999,0.5533,0.5888899999999999,0.5604100000000001,0.5585100000000001,0.68723,0.70853,0.76408,0.7451800000000001,nan,0.75935,0.8396100000000001,0.83355,0.9156,0.9103,nan,1.0249,1.0232,1.0818,1.0964,1.1427,1.1427,1.1568,1.1755,nan,1.2164,nan,1.278,1.3127,1.3553,1.3611,1.3611,1.3319999999999999,1.2899,1.0344,0.49049,0.0073731000000000005,-0.30927,-0.43549,-0.77474,-0.9585799999999999,-1.1072,nan,nan,-1.4649,-1.528,nan,-1.6284,-1.5817,-1.5802,-1.4152,-1.3681,-1.2951,-1.2119,-1.1099,-1.0816,-0.83104,-0.71608,nan,-0.43112,-0.25423,-0.09297899999999999,0.054245,0.17415,nan,0.36295
1.0,0.0817,0.05757999999999999,0.019309,-0.017998,-0.045013,-0.058199,-0.12284,-0.42194,-0.41229,-0.30451,-0.17494,-0.050343,0.10293,0.10872000000000001,0.25344,nan,0.58611,nan,0.6131300000000001,0.56315,nan,0.61139,nan,0.57431,0.41167,0.4374,0.23106,0.036675,-0.012852,0.16275,0.10872000000000001,nan,-0.058392999999999994,nan,0.64323,0.7327600000000001,0.7307100000000001,0.68825,0.67893,0.63088,0.57376,0.52668,nan,0.45411999999999997,nan,0.34529,0.28946,0.25087,nan,0.14758,0.097964,nan,-0.11628,-0.17301,-0.23283,-0.28558,nan,-0.35247,-0.38849,-0.42117,-0.4779,nan,-0.55977,-0.59818,nan,nan,-0.74805,-0.096471,nan,0.39816,nan,0.099067,0.10293,0.030565,-0.21354,-0.38592,0.025096,0.19297999999999998,0.22191999999999998,0.1805,0.16918,nan,0.053527,nan
1.0,-1.4255,-1.4517,nan,-1.5353,-1.5586,-1.5829,nan,-1.6021,-1.5187,-1.3317,nan,-0.8196399999999999,-0.54595,-0.30171,nan,0.16832,0.42748,0.64517,0.9551299999999999,nan,1.3216,nan,1.5155,1.6304,1.6821,1.8094,nan,1.8922,1.8169,1.7685,1.7251,1.6503,1.5158,1.3787,1.2184,1.0256,0.87072,nan,nan,0.38665,nan,0.20898000000000003,nan,0.050917000000000004,-0.014237999999999999,-0.06803200000000001,-0.1174,-0.15782000000000002,nan,-0.21429,nan,-0.25918,-0.29168,nan,-0.36174,-0.39371,-0.41723999999999994,-0.45005,-0.4819,-0.51445,-0.5501699999999999,-0.57516,-0.6078899999999999,-0.63745,-0.67281,-0.69657,-0.7250800000000001,-0.75053,nan,-0.8004600000000001,nan,-0.8546299999999999,-0.8534299999999999,nan,-0.89325,-0.90033,nan,0.7085100000000001,0.19209,0.060066999999999995,0.17972,nan,0.41691999999999996,nan
1.0,-0.5008600000000001,-0.52962,-0.56982,-0.6249899999999999,-0.67811,-0.71273,nan,-0.76908,-0.7996,-0.8224899999999999,-0.8467,-0.86915,-0.88799,nan,nan,-0.9240200000000001,nan,nan,0.21811,0.35633000000000004,0.54913,0.68219,nan,nan,1.2041,1.3039,1.4453,1.5974,nan,1.7781,1.8579,1.9494,1.9877,nan,1.9155,1.3129,0.99249,nan,0.73137,0.62602,0.49923999999999996,0.40915,0.25579,0.14651,0.063753,-0.017124,-0.14073,-0.18921,-0.21723,-0.26345,-0.31187,-0.3418,nan,-0.37995,nan,-4.0598,-0.4404,-0.4721,-0.49323,nan,-0.54018,-0.55353,-0.6141300000000001,-0.64993,-0.64069,-0.65486,-0.67678,nan,-0.70848,-0.72917,-0.7538199999999999,-0.76878,-0.77759,-0.7863899999999999,-0.78692,-0.79314,-0.79901,0.2005,0.5139199999999999,0.64245,0.91184,1.0879,1.1076,1.1736
2.0,-0.18520999999999999,-0.11495,0.11972000000000001,0.12774000000000002,0.2871,0.11832000000000001,-0.33943,-0.40273000000000003,nan,nan,-0.09183,nan,0.021799000000000002,nan,0.54793,nan,0.8331299999999999,0.77627,0.8622200000000001,0.45886000000000005,0.7672399999999999,0.54272,nan,0.5021899999999999,nan,0.5191100000000001,nan,0.61661,nan,0.6409600000000001,nan,0.62048,nan,0.6570199999999999,0.68862,nan,0.8086399999999999,0.86024,0.88236,0.8975,0.94683,0.9524100000000001,nan,0.98587,0.97193,0.98819,1.036,nan,1.0381,nan,1.0926,1.1111,1.1419,1.1431,nan,nan,0.79023,0.12566,-0.35477,-0.47192,-0.77294,-1.1043,-1.2547,-1.4316,-1.6276,-1.7229,-1.8552,-1.8788,-1.9756,-1.9185,nan,-1.8924,-1.7105,-1.7773,-1.755,nan,-1.443,-1.1818,-1.0366,-0.9721200000000001,-0.8538600000000001,-0.63134,-0.44597,nan
2.0,-0.02683,-0.05835599999999999,-0.051583000000000004,-0.15075999999999998,nan,-0.1547,-0.020105,-0.068467,-0.19872,-0.40081999999999995,nan,-0.5016,-0.47833000000000003,0.67005,0.8446100000000001,0.98198,nan,0.9403100000000001,0.9698,0.9537100000000001,0.96293,0.9933200000000001,1.0055,1.0248,0.99849,1.0207,nan,1.0889,1.0957,1.0951,1.0889,nan,1.091,nan,nan,1.1777,1.2293,1.2567,1.2483,1.3061,1.3145,1.3712,1.4012,nan,1.4289,nan,1.4305,-0.038077,-0.24561,-0.47508,-0.73061,-0.61928,-0.9171299999999999,nan,nan,-0.6278100000000001,-0.56453,-0.67518,-0.91504,-1.0643,-1.1976,-1.2834,-1.2997,-1.3497,-1.4644,-1.4336,-1.4487,-1.3692,-1.2975,-1.2469,nan,-1.048,-0.93953,-0.88661,-0.887,nan,-0.9248799999999999,-0.8992899999999999,-0.93571,-0.90679,-0.8674799999999999,-0.92565,-0.9340700000000001,-0.9154100000000001
1.0,-1.5141,-1.5034,-1.5444,-1.5876,-1.6176,-1.6399,-1.6636,nan,-1.5211,-1.3030000000000002,nan,-0.53805,-0.28647,nan,0.25861999999999996,0.5071,0.71986,0.89223,1.0693,1.2137,1.4280000000000002,1.5724,nan,1.7437,1.8054,1.6843,1.5227,1.5631,nan,1.6105,1.5942,nan,1.5363,1.4105,1.2566,nan,0.88835,0.71597,0.56877,0.4543,0.34807,0.2726,0.19184,0.13167,0.0716,0.010147,-0.027902,-0.080314,-0.11875,-0.15509,-0.18491,-0.19981,-0.25308,-0.28958,-0.32452,nan,-0.40410999999999997,-0.44837,nan,-0.5365,nan,nan,-0.63589,-0.6725,-0.71443,-0.74421,-0.7865300000000001,-0.8175899999999999,-0.84554,-0.87549,nan,nan,nan,-0.9566899999999999,nan,nan,0.38441,nan,-0.19019,nan,0.0117,0.2394,0.16731,0.31586
2.0,0.59207,0.44456999999999997,0.33315,0.24549,0.13955,nan,0.02094,-0.11388,-0.10783,0.018303,0.011633,nan,0.44895,0.82988,1.1811,nan,1.0503,1.0986,1.1243,1.1451,1.0465,1.1601,0.41455,0.44331000000000004,0.50379,nan,0.55124,0.56292,0.56104,0.55971,0.57118,0.57371,0.6018600000000001,0.63237,0.66342,nan,0.69134,nan,0.67505,0.6705300000000001,0.66859,0.67796,0.7157399999999999,0.77874,0.91332,nan,0.9357700000000001,0.9102,0.878,0.878,0.8722200000000001,nan,0.816,nan,0.37423,-0.15895,-0.55215,-0.8909799999999999,-1.1398,-1.3485,-1.5066,-1.7092,-1.85,-1.9327,-1.9417,-1.9883,-2.0104,-2.023,-1.9847,nan,-1.8351,-1.7101,-1.5952,-1.43,-1.2015,-1.0099,-0.82673,-0.70117,-0.5824199999999999,-0.43823999999999996,-0.2441,-0.095196,nan,0.06662799999999999
