2.0,0.98403,nan,-0.51942,-0.8326399999999999,nan,nan,-0.70736,nan,nan,0.48288000000000003,0.67081,0.73346,0.73346,nan,nan,-0.64471,-0.70736,-0.77,nan,nan,nan,2.4248,1.9237,1.172
1.0,-0.7105199999999999,nan,nan,-1.5931,-1.4669999999999999,-1.3724,nan,0.045967,0.92853,nan,1.2753,nan,0.61333,0.014447,nan,nan,-0.20619,0.61333,1.3698,1.4644,nan,nan,0.17205,-0.26923
1.0,-0.9930100000000001,nan,nan,-1.6054,-1.6309,nan,nan,-0.3551,0.71658,nan,1.1248,nan,0.79313,0.46142,0.48694,0.56348,0.61452,0.30832,0.25729,nan,nan,0.69107,-0.048906,-0.38061999999999996
2.0,1.3191,0.56977,nan,nan,nan,-0.27318000000000003,nan,nan,-1.1161,-0.74149,0.007805100000000001,-0.08585599999999999,0.007805100000000001,nan,-0.55416,nan,nan,-0.74149,-1.1161,-0.4605,0.47611000000000003,nan,nan,nan
2.0,-0.8124399999999999,nan,-1.4164,-1.5314,-1.5027,-1.4164,-1.6465,nan,0.65427,1.0569,1.3445,1.2007,nan,0.65427,0.74055,nan,nan,0.68303,0.62551,0.4242,-0.0071898,-0.035949,nan,nan
1.0,-0.9728399999999999,nan,nan,nan,-1.6202,nan,nan,0.050469,0.63522,1.032,0.80229,nan,nan,nan,0.32195999999999997,nan,nan,nan,1.2409,nan,0.5516800000000001,0.42638000000000004,-0.17925,nan
1.0,0.36741999999999997,-0.27781,-0.76173,nan,-1.1381,nan,-1.1381,-0.60042,nan,-0.27781,nan,0.47496000000000005,0.52873,0.098577,nan,nan,nan,nan,nan,0.36741999999999997,2.3031,2.088,nan,nan
2.0,0.087213,nan,nan,-1.3933,-1.3933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01489,nan,-0.065941,nan,nan,-0.3212,-0.2191,nan,0.18932000000000002
1.0,-1.0991,nan,nan,-1.5599,nan,-1.4309,-1.1359,-0.23271999999999998,0.6520699999999999,nan,nan,0.9101299999999999,nan,nan,nan,0.63363,0.8364,0.7811,1.2051,nan,nan,0.30184,nan,-0.5645100000000001
1.0,-1.1499,-1.5492,-1.4893,-1.5692,nan,nan,-1.09,0.08819600000000001,nan,1.0667,nan,1.0467,nan,0.50754,nan,0.62735,0.68726,0.7272,1.0667,0.9668200000000001,nan,0.36776,-0.071555,nan
