3.0,1.1161,2.7507,3.9064,3.8727,nan,0.9039200000000001,-0.33061,-0.59116,nan,nan,0.50734,0.23439000000000002,-0.045545999999999996,-0.029166,0.24846,0.49933,0.48317,0.22439,-0.025748000000000004,-0.014069,0.30384,0.7379,1.0317,nan,nan,1.0197,1.2547,1.5794,1.7537,1.6616,1.4445,1.3591,1.5002,1.6787,1.5592,0.9935299999999999,0.19284,nan,-0.63931,nan,-0.26392,-0.22601999999999997,-0.36989,-0.5305300000000001,-0.5706600000000001,nan,-0.44365,-0.46497,-0.5433600000000001,-0.60368,nan,-0.56538,nan,-0.53674,-0.54595,-0.54715,-0.5404899999999999,-0.54313,-0.55714,nan,nan,-0.55352,-0.5485,nan,-0.59513,-0.61631,-0.6177,-0.60322,-0.5899800000000001,-0.59145,-0.60542,-0.6191,nan,-0.61049,-0.60017,-0.60229,-0.6199399999999999,-0.64494,nan,nan,-0.64884,-0.62767,-0.61329,-0.61361,nan,nan,-0.66492,-0.67797,nan,-0.68497,-0.68079,-0.67873,-0.68797,nan,-0.7488199999999999,-0.7753399999999999,-0.77632,-0.75236,-0.72324
10.0,-0.68004,-0.15254,0.4635,1.1257,1.7845,2.3878,2.8866,nan,nan,3.4078,3.2123,2.8509,2.3571,1.775,1.1549,0.54742,-0.00087412,-0.45238999999999996,nan,nan,-1.041,nan,-0.84665,-0.64558,-0.42008999999999996,-0.20269,-0.020653,0.10661,0.16899,0.16589,0.10522000000000001,0.0015129000000000002,-0.12669,-0.25963,-0.37911,-0.4706,-0.52489,nan,nan,-0.45997,nan,-0.30349,nan,-0.16308,-0.12178,nan,-0.11329000000000002,-0.14171,-0.18431,-0.23348000000000002,-0.28152,-0.32173,-0.3492,-0.36136999999999997,-0.35806,-0.34126999999999996,-0.31458,-0.28246,-0.2495,-0.21971999999999997,-0.19602999999999998,nan,-0.17157,-0.16974,nan,-0.17726,-0.18192,-0.18467999999999998,-0.18462,-0.18182,-0.17731,-0.17287,-0.17076,-0.17328,-0.18249,-0.19984000000000002,-0.22594,-0.26050999999999996,-0.3024,nan,-0.40008,nan,-0.49967,-0.54415,-0.5826600000000001,-0.61412,-0.63812,nan,-0.66493,-0.66946,-0.66965,-0.66723,-0.66387,-0.65901,-0.65354,-0.64822,-0.64364,-0.64018,-0.63799
4.0,2.2319999999999998,2.8633,nan,3.2841,3.0252,2.4882,1.7426,0.89012,0.062662,-0.58939,-0.92506,-0.85436,-0.37842,0.39169,1.253,nan,2.3289,nan,1.7665,1.0502,0.32202,-0.21808000000000002,nan,-0.41391000000000006,-0.18479,0.07752200000000001,nan,0.26263000000000003,0.15022,-0.012223999999999999,-0.13376,nan,-0.06994299999999999,0.072516,0.19943,0.24724000000000002,0.1908,0.054437,-0.098503,nan,-0.16842000000000001,-0.014466999999999999,0.23078,0.4924,0.68002,0.72183,0.59045,0.31813,nan,-0.33908,-0.5638,nan,-0.64708,nan,-0.4852,nan,-0.4578,nan,-0.5725899999999999,-0.60919,-0.60516,-0.56958,-0.52623,-0.49942,nan,-0.52657,-0.56179,nan,-0.5988,-0.59046,-0.5744600000000001,-0.56343,-0.56458,-0.57858,-0.60002,-0.62152,-0.63641,-0.6431,-0.64432,-0.64483,-0.6474300000000001,nan,-0.6603100000000001,-0.66824,nan,-0.6797,nan,-0.6876,-0.6925,-0.69728,-0.70228,-0.70798,-0.7147899999999999,-0.72247,nan,-0.7379600000000001,-0.74316,-0.74442,-0.7412
10.0,2.7466,2.7271,2.6882,2.6306,2.5549,2.4622,2.3537,2.2305,nan,1.9463,1.7886,nan,1.4507,1.2743,1.0954,nan,0.7379100000000001,nan,nan,0.22906999999999997,0.073402,-0.072883,-0.20854,-0.33251,-0.44388999999999995,-0.54197,-0.6262300000000001,nan,-0.7521800000000001,-0.79379,-0.82142,-0.8355100000000001,nan,-0.82562,-0.8033,-0.77075,nan,-0.6796399999999999,-0.62365,-0.5625100000000001,-0.49763999999999997,-0.43045,-0.36236,-0.29474,-0.22891999999999998,nan,-0.10767,nan,-0.0075578,0.032262,0.064287,0.087976,nan,0.10895999999999999,0.10595999999999998,0.09400599999999999,nan,0.044342,nan,nan,-0.086891,-0.14287,-0.20346,-0.26765,-0.33437,-0.40252,-0.47096000000000005,-0.53859,-0.6043,-0.66701,-0.7257100000000001,-0.77946,nan,-0.86871,-0.9027799999999999,-0.92905,-0.94709,nan,-0.95742,-0.94952,-0.93301,nan,-0.87523,-0.83483,-0.7875,-0.7339600000000001,-0.675,nan,-0.5444,nan,-0.4034,-0.33157,-0.26027,nan,-0.1234,-0.059817999999999996,-0.00072929,0.053012000000000004,0.10063
10.0,-0.32831,-0.38014000000000003,-0.39838,-0.35298,nan,-0.10558,-0.0052886,-0.0036735999999999995,-0.12409,-0.32933,-0.5283,-0.6140399999999999,-0.5192,nan,0.047747000000000005,0.24355,0.18483,-0.1641,-0.68835,-1.1424,-1.2367,-0.76025,0.31327,1.7844,nan,4.3658,4.7266,nan,3.1244,1.6766,nan,-0.57001,-0.8993700000000001,-0.73051,-0.2941,0.13835999999999998,0.36629,0.32528,0.085145,-0.20793000000000003,-0.41162,-0.45101,-0.34057,-0.16119,-0.010757,0.044541000000000004,-0.004603100000000001,-0.11665,-0.22828,nan,nan,-0.22155,nan,-0.10832,-0.10559,-0.1374,-0.18188,nan,-0.22778,-0.21871,nan,-0.18845,-0.18914,-0.20259000000000002,-0.22199000000000002,nan,-0.24861999999999998,nan,nan,-0.24306,-0.24405,-0.24566,-0.24861,-0.25321,-0.25945,nan,-0.27179000000000003,nan,-0.27779,-0.27737,-0.27504,nan,-0.26938,-0.26874000000000003,-0.27063000000000004,-0.2752,nan,-0.28969,-0.29706,-0.30301,-0.30724,-0.31042,-0.31339,-0.31692,nan,-0.32669000000000004,-0.33166999999999996,-0.3345,-0.33366
10.0,-0.2963,0.16058,0.68896,1.2545,1.8171,2.3348,2.7680000000000002,3.0833,3.2571,3.2782,3.1482,2.8821,2.5059,2.0542,1.5661,nan,nan,0.26093,-0.025558,nan,-0.30565,nan,-0.25509,-0.15639,-0.042638999999999996,0.061958000000000006,0.13755,0.17063,0.15506,0.09213500000000001,-0.010312,-0.13954,-0.28,-0.41568,-0.5322,nan,-0.66862,-0.68085,-0.6588,-0.6098600000000001,-0.5440699999999999,-0.47251000000000004,-0.40579,-0.35270999999999997,nan,-0.30801999999999996,-0.31837,nan,-0.38733,-0.43346999999999997,-0.47827,-0.5158,-0.54178,-0.55397,nan,-0.53875,-0.51659,-0.49004,-0.46347,nan,nan,-0.41708,nan,-0.42601000000000006,-0.43951,-0.45574,-0.47195,-0.48573999999999995,-0.49522,-0.49933999999999995,-0.49793000000000004,-0.49162,-0.48167,-0.46971,nan,-0.44661000000000006,-0.43835,-0.43346,-0.43221000000000004,-0.43441,-0.43945,-0.44653000000000004,-0.4547,nan,nan,-0.47798999999999997,-0.48349,-0.48751000000000005,-0.49011000000000005,-0.49146000000000006,-0.49176000000000003,nan,-0.49157,-0.49031,-0.48799,-0.48483000000000004,-0.48117,-0.47735,-0.47373999999999994
10.0,0.72741,1.4752,2.2471,2.9395,3.4511,3.7038,3.6596,nan,2.7718,nan,1.3615,0.7181,0.22373,-0.085303,-0.21403000000000003,nan,-0.10687,0.0074656,0.091302,0.11699999999999999,0.08165599999999999,nan,nan,-0.16785,-0.20965999999999999,-0.20874,-0.17259000000000002,-0.11878,-0.068199,-0.038196,-0.037584,-0.06501599999999999,-0.11065,-0.16022999999999998,-0.20007,-0.22109,nan,-0.20377,-0.17784,nan,-0.13430999999999998,-0.12671,-0.1283,nan,nan,-0.14469,-0.1431,-0.13854,-0.13444,-0.13437000000000002,-0.14047,-0.15244000000000002,-0.1676,-0.18192,nan,-0.1946,-0.19234,-0.18654,-0.18191,-0.18309,-0.19272999999999998,nan,nan,-0.25401999999999997,-0.26398,-0.2608,-0.24436999999999998,nan,nan,-0.17565999999999998,-0.17731,-0.2061,-0.26527,-0.35164,-0.45636000000000004,-0.56706,-0.67019,-0.7539,-0.81083,-0.8382,-0.8395,-0.82262,-0.79756,-0.7741399999999999,nan,-0.7558,nan,-0.77849,nan,-0.81192,-0.82201,-0.8254799999999999,-0.8236399999999999,nan,-0.8152699999999999,-0.81388,-0.81547,-0.81916,-0.82288
9.0,-0.11750999999999999,1.1691,2.6007,3.7971,4.4197,4.2984,3.4968,2.2878,1.05,0.12759,-0.28826999999999997,-0.20998000000000003,0.17879,0.6188600000000001,nan,0.8862899999999999,0.65012,nan,0.040212,-0.07334199999999999,-0.01084,0.16144,nan,0.44873,nan,nan,0.2936,nan,nan,nan,0.3053,0.28137,0.19576,nan,nan,-0.14632,-0.17581,-0.15662,-0.12021,-0.10307000000000001,-0.12916,-0.19989,-0.29588000000000003,-0.38781,-0.45069,nan,nan,-0.42715,-0.39866999999999997,-0.38389,-0.38599,-0.40174,-0.42302,-0.44058,-0.44803999999999994,nan,-0.43628,-0.42782,nan,-0.42588000000000004,-0.43468999999999997,-0.44786000000000004,-0.46131000000000005,-0.47228000000000003,-0.47985,-0.48486,-0.48841999999999997,-0.49161000000000005,-0.4958,-0.50165,-0.50898,-0.51563,nan,-0.5222899999999999,-0.52172,-0.5183399999999999,-0.51354,nan,-0.50832,nan,-0.51672,nan,-0.53523,-0.54566,-0.5554,-0.56452,-0.5734899999999999,-0.58286,nan,-0.60168,nan,-0.61828,nan,-0.63121,-0.6361399999999999,nan,-0.6440100000000001,nan,nan
1.0,-0.060328999999999994,0.9235899999999999,1.6242,1.6616,1.4452,1.61,2.1601,2.5525,2.5234,nan,2.4236,2.4663,2.2352,1.8606,nan,nan,1.7843,1.6214,1.4629,1.4951,nan,1.4208,0.9094899999999999,0.2707,-0.18016,-0.32328,-0.2811,-0.2594,-0.32953000000000005,-0.42011000000000004,nan,-0.42985,-0.42216000000000004,-0.43556999999999996,-0.4542,-0.46738999999999997,-0.48743000000000003,-0.49035,-0.46262,-0.43203,-0.44598000000000004,-0.48676,-0.49185,-0.45197,-0.42867,nan,-0.5262600000000001,nan,-0.49713,-0.47739,-0.50174,-0.5355,-0.54422,nan,-0.56253,-0.59697,-0.6085699999999999,-0.57901,-0.53678,nan,-0.54004,-0.56093,nan,nan,nan,-0.5486800000000001,-0.57007,-0.56415,-0.5391600000000001,-0.52863,-0.54676,-0.5781,-0.60054,-0.60456,-0.58938,-0.56265,-0.54589,nan,-0.59234,-0.6089600000000001,-0.59323,-0.57299,-0.58075,-0.6039399999999999,nan,-0.57153,-0.54525,-0.55387,-0.58318,-0.60535,-0.61673,-0.63152,-0.6501,-0.66387,-0.67766,-0.70311,-0.72842,-0.7228,-0.67889
10.0,0.28131,0.8748,1.5356,2.2008,2.8011,nan,nan,3.6144,3.4456,3.0629,2.5078,1.8405,1.1317,0.45316000000000006,-0.1318,-0.57629,-0.85495,-0.9657399999999999,-0.9282299999999999,nan,-0.56407,-0.33246,-0.12739,0.018923,nan,0.080957,0.006722700000000001,-0.11175,-0.24758000000000002,-0.37425,-0.47028000000000003,-0.52242,nan,-0.48986999999999997,nan,nan,-0.26925,-0.21281999999999998,-0.18394000000000002,nan,-0.21411,-0.26188,nan,-0.37123,-0.4122,-0.43481000000000003,-0.43709,-0.42113,-0.39216,-0.35725999999999997,-0.32378,-0.2979,-0.28365,-0.28235,-0.29274,nan,-0.33435,-0.35657,-0.37438,nan,-0.38850999999999997,nan,-0.37589,-0.36454000000000003,-0.35329,-0.34429,-0.33886,-0.33742,nan,nan,-0.35007,nan,-0.36117,-0.36464,-0.36641,-0.36679,-0.36635,-0.36569,-0.36569,-0.36723,-0.36839,-0.36919,-0.36968,nan,-0.3701,-0.37028,-0.3706,-0.37104000000000004,-0.37162,-0.37234,nan,-0.37401999999999996,-0.37487,-0.37565,-0.37624,nan,-0.37656999999999996,-0.37626,-0.37563
