3.0,1.1161,2.7507,nan,3.8727,nan,0.9039200000000001,-0.33061,-0.59116,nan,nan,0.50734,0.23439000000000002,-0.045545999999999996,-0.029166,0.24846,0.49933,nan,nan,-0.025748000000000004,nan,nan,0.7379,1.0317,nan,nan,nan,1.2547,1.5794,1.7537,1.6616,nan,1.3591,1.5002,1.6787,nan,0.9935299999999999,0.19284,nan,-0.63931,nan,-0.26392,-0.22601999999999997,-0.36989,-0.5305300000000001,-0.5706600000000001,nan,nan,-0.46497,-0.5433600000000001,nan,nan,-0.56538,nan,-0.53674,-0.54595,-0.54715,-0.5404899999999999,-0.54313,-0.55714,nan,nan,-0.55352,-0.5485,nan,nan,-0.61631,-0.6177,-0.60322,-0.5899800000000001,-0.59145,-0.60542,-0.6191,nan,-0.61049,-0.60017,-0.60229,-0.6199399999999999,-0.64494,nan,nan,-0.64884,-0.62767,-0.61329,-0.61361,nan,nan,-0.66492,nan,nan,-0.68497,-0.68079,-0.67873,-0.68797,nan,-0.7488199999999999,-0.7753399999999999,-0.77632,-0.75236,-0.72324
10.0,-0.68004,-0.15254,0.4635,1.1257,1.7845,2.3878,2.8866,nan,nan,nan,3.2123,2.8509,2.3571,1.775,nan,0.54742,nan,-0.45238999999999996,nan,nan,-1.041,nan,nan,-0.64558,nan,nan,-0.020653,0.10661,0.16899,0.16589,0.10522000000000001,0.0015129000000000002,nan,-0.25963,-0.37911,nan,nan,nan,nan,-0.45997,nan,nan,nan,-0.16308,nan,nan,-0.11329000000000002,-0.14171,-0.18431,-0.23348000000000002,-0.28152,nan,-0.3492,-0.36136999999999997,-0.35806,nan,nan,nan,-0.2495,-0.21971999999999997,nan,nan,-0.17157,nan,nan,-0.17726,-0.18192,-0.18467999999999998,nan,-0.18182,nan,nan,-0.17076,-0.17328,-0.18249,-0.19984000000000002,-0.22594,-0.26050999999999996,nan,nan,nan,nan,-0.49967,-0.54415,-0.5826600000000001,nan,-0.63812,nan,nan,-0.66946,nan,-0.66723,nan,-0.65901,-0.65354,-0.64822,-0.64364,-0.64018,-0.63799
4.0,2.2319999999999998,2.8633,nan,nan,nan,2.4882,nan,nan,0.062662,-0.58939,nan,-0.85436,nan,0.39169,1.253,nan,2.3289,nan,1.7665,nan,0.32202,nan,nan,nan,-0.18479,0.07752200000000001,nan,nan,0.15022,nan,-0.13376,nan,-0.06994299999999999,0.072516,nan,nan,0.1908,nan,-0.098503,nan,-0.16842000000000001,-0.014466999999999999,0.23078,0.4924,0.68002,0.72183,0.59045,0.31813,nan,-0.33908,-0.5638,nan,-0.64708,nan,-0.4852,nan,-0.4578,nan,-0.5725899999999999,-0.60919,-0.60516,-0.56958,-0.52623,nan,nan,-0.52657,-0.56179,nan,-0.5988,-0.59046,nan,-0.56343,-0.56458,-0.57858,nan,nan,-0.63641,-0.6431,-0.64432,-0.64483,-0.6474300000000001,nan,-0.6603100000000001,nan,nan,-0.6797,nan,-0.6876,-0.6925,-0.69728,-0.70228,-0.70798,-0.7147899999999999,-0.72247,nan,-0.7379600000000001,nan,-0.74442,nan
10.0,2.7466,2.7271,2.6882,2.6306,2.5549,2.4622,2.3537,nan,nan,1.9463,nan,nan,1.4507,1.2743,1.0954,nan,0.7379100000000001,nan,nan,0.22906999999999997,0.073402,-0.072883,-0.20854,-0.33251,-0.44388999999999995,nan,nan,nan,-0.7521800000000001,-0.79379,-0.82142,-0.8355100000000001,nan,-0.82562,-0.8033,-0.77075,nan,nan,-0.62365,-0.5625100000000001,-0.49763999999999997,-0.43045,-0.36236,-0.29474,nan,nan,-0.10767,nan,-0.0075578,nan,nan,nan,nan,nan,0.10595999999999998,0.09400599999999999,nan,0.044342,nan,nan,-0.086891,-0.14287,nan,-0.26765,-0.33437,-0.40252,nan,-0.53859,-0.6043,-0.66701,nan,-0.77946,nan,-0.86871,nan,-0.92905,-0.94709,nan,-0.95742,-0.94952,-0.93301,nan,-0.87523,-0.83483,-0.7875,-0.7339600000000001,-0.675,nan,-0.5444,nan,-0.4034,nan,nan,nan,-0.1234,nan,-0.00072929,0.053012000000000004,nan
10.0,-0.32831,-0.38014000000000003,-0.39838,-0.35298,nan,-0.10558,nan,-0.0036735999999999995,nan,-0.32933,-0.5283,-0.6140399999999999,-0.5192,nan,0.047747000000000005,nan,0.18483,-0.1641,-0.68835,-1.1424,-1.2367,nan,0.31327,nan,nan,4.3658,4.7266,nan,3.1244,1.6766,nan,-0.57001,nan,-0.73051,-0.2941,0.13835999999999998,0.36629,0.32528,0.085145,-0.20793000000000003,-0.41162,nan,nan,-0.16119,nan,0.044541000000000004,-0.004603100000000001,-0.11665,-0.22828,nan,nan,-0.22155,nan,-0.10832,-0.10559,-0.1374,-0.18188,nan,-0.22778,-0.21871,nan,-0.18845,-0.18914,-0.20259000000000002,-0.22199000000000002,nan,-0.24861999999999998,nan,nan,nan,-0.24405,-0.24566,-0.24861,-0.25321,-0.25945,nan,nan,nan,-0.27779,-0.27737,nan,nan,nan,-0.26874000000000003,nan,nan,nan,nan,-0.29706,-0.30301,-0.30724,-0.31042,nan,nan,nan,nan,nan,-0.3345,-0.33366
10.0,-0.2963,nan,nan,1.2545,1.8171,2.3348,2.7680000000000002,3.0833,3.2571,nan,3.1482,2.8821,2.5059,2.0542,nan,nan,nan,0.26093,nan,nan,-0.30565,nan,nan,-0.15639,nan,nan,nan,0.17063,nan,0.09213500000000001,nan,-0.13954,-0.28,-0.41568,-0.5322,nan,nan,-0.68085,-0.6588,-0.6098600000000001,-0.5440699999999999,-0.47251000000000004,nan,-0.35270999999999997,nan,-0.30801999999999996,nan,nan,nan,-0.43346999999999997,-0.47827,-0.5158,-0.54178,-0.55397,nan,-0.53875,-0.51659,-0.49004,-0.46347,nan,nan,nan,nan,-0.42601000000000006,-0.43951,nan,-0.47195,-0.48573999999999995,-0.49522,nan,-0.49793000000000004,-0.49162,-0.48167,-0.46971,nan,-0.44661000000000006,-0.43835,-0.43346,-0.43221000000000004,-0.43441,-0.43945,-0.44653000000000004,-0.4547,nan,nan,-0.47798999999999997,-0.48349,-0.48751000000000005,-0.49011000000000005,-0.49146000000000006,-0.49176000000000003,nan,-0.49157,-0.49031,-0.48799,-0.48483000000000004,-0.48117,-0.47735,nan
10.0,0.72741,nan,nan,nan,nan,3.7038,3.6596,nan,2.7718,nan,1.3615,0.7181,0.22373,-0.085303,-0.21403000000000003,nan,nan,0.0074656,0.091302,0.11699999999999999,0.08165599999999999,nan,nan,-0.16785,-0.20965999999999999,-0.20874,-0.17259000000000002,-0.11878,-0.068199,-0.038196,-0.037584,-0.06501599999999999,-0.11065,-0.16022999999999998,-0.20007,-0.22109,nan,-0.20377,-0.17784,nan,-0.13430999999999998,-0.12671,-0.1283,nan,nan,-0.14469,nan,-0.13854,-0.13444,-0.13437000000000002,-0.14047,-0.15244000000000002,-0.1676,-0.18192,nan,-0.1946,-0.19234,-0.18654,-0.18191,-0.18309,-0.19272999999999998,nan,nan,nan,-0.26398,nan,-0.24436999999999998,nan,nan,-0.17565999999999998,-0.17731,-0.2061,-0.26527,-0.35164,-0.45636000000000004,-0.56706,-0.67019,nan,nan,-0.8382,-0.8395,-0.82262,-0.79756,-0.7741399999999999,nan,-0.7558,nan,-0.77849,nan,-0.81192,-0.82201,-0.8254799999999999,-0.8236399999999999,nan,-0.8152699999999999,-0.81388,-0.81547,-0.81916,nan
9.0,-0.11750999999999999,nan,2.6007,3.7971,4.4197,nan,3.4968,2.2878,nan,0.12759,nan,nan,nan,0.6188600000000001,nan,0.8862899999999999,0.65012,nan,0.040212,nan,nan,0.16144,nan,0.44873,nan,nan,0.2936,nan,nan,nan,0.3053,0.28137,0.19576,nan,nan,-0.14632,-0.17581,-0.15662,-0.12021,-0.10307000000000001,nan,nan,-0.29588000000000003,-0.38781,nan,nan,nan,-0.42715,-0.39866999999999997,-0.38389,-0.38599,-0.40174,-0.42302,-0.44058,nan,nan,-0.43628,nan,nan,-0.42588000000000004,-0.43468999999999997,-0.44786000000000004,-0.46131000000000005,-0.47228000000000003,-0.47985,nan,-0.48841999999999997,-0.49161000000000005,-0.4958,-0.50165,-0.50898,-0.51563,nan,-0.5222899999999999,-0.52172,-0.5183399999999999,nan,nan,-0.50832,nan,-0.51672,nan,nan,-0.54566,-0.5554,-0.56452,-0.5734899999999999,nan,nan,-0.60168,nan,-0.61828,nan,-0.63121,-0.6361399999999999,nan,-0.6440100000000001,nan,nan
1.0,-0.060328999999999994,0.9235899999999999,1.6242,1.6616,1.4452,nan,2.1601,2.5525,2.5234,nan,2.4236,2.4663,2.2352,1.8606,nan,nan,nan,1.6214,nan,1.4951,nan,1.4208,0.9094899999999999,nan,-0.18016,-0.32328,nan,-0.2594,-0.32953000000000005,-0.42011000000000004,nan,nan,-0.42216000000000004,-0.43556999999999996,-0.4542,-0.46738999999999997,-0.48743000000000003,-0.49035,nan,nan,-0.44598000000000004,nan,nan,nan,-0.42867,nan,-0.5262600000000001,nan,nan,-0.47739,nan,-0.5355,-0.54422,nan,nan,nan,-0.6085699999999999,-0.57901,-0.53678,nan,-0.54004,-0.56093,nan,nan,nan,nan,-0.57007,nan,nan,-0.52863,-0.54676,-0.5781,-0.60054,-0.60456,nan,-0.56265,nan,nan,-0.59234,-0.6089600000000001,-0.59323,nan,-0.58075,-0.6039399999999999,nan,-0.57153,-0.54525,-0.55387,-0.58318,-0.60535,nan,-0.63152,-0.6501,-0.66387,-0.67766,-0.70311,nan,-0.7228,-0.67889
10.0,0.28131,nan,1.5356,2.2008,nan,nan,nan,3.6144,3.4456,3.0629,2.5078,1.8405,1.1317,0.45316000000000006,-0.1318,-0.57629,-0.85495,-0.9657399999999999,-0.9282299999999999,nan,-0.56407,-0.33246,nan,0.018923,nan,0.080957,0.006722700000000001,nan,-0.24758000000000002,-0.37425,-0.47028000000000003,-0.52242,nan,nan,nan,nan,-0.26925,nan,-0.18394000000000002,nan,-0.21411,-0.26188,nan,-0.37123,-0.4122,nan,-0.43709,-0.42113,-0.39216,-0.35725999999999997,-0.32378,-0.2979,-0.28365,-0.28235,nan,nan,-0.33435,nan,-0.37438,nan,-0.38850999999999997,nan,nan,-0.36454000000000003,nan,nan,-0.33886,-0.33742,nan,nan,nan,nan,nan,-0.36464,-0.36641,nan,-0.36635,-0.36569,-0.36569,-0.36723,-0.36839,-0.36919,-0.36968,nan,-0.3701,-0.37028,nan,-0.37104000000000004,-0.37162,-0.37234,nan,nan,-0.37487,-0.37565,nan,nan,-0.37656999999999996,-0.37626,-0.37563
