6.0,0.64662,nan,nan,nan,nan,1.6177,nan,nan,2.0984,nan,nan,nan,0.9451200000000001,nan,0.6389,nan,nan,1.3808,nan,nan,0.7086899999999999,nan,nan,nan,nan,nan,0.033819,nan,-0.17429,nan,nan,-0.40473000000000003,nan,-1.2851,-1.2252,nan,-0.91891,-1.3917,-0.0050787,-1.1107,nan,-1.2531,-0.63121,-0.06893400000000001,nan,nan,nan,-0.73543,nan,0.016916,0.018941999999999997,nan,nan,-0.87549,-0.81823,nan,nan,nan,nan,-0.26118
1.0,-0.37694,1.2249,nan,0.32845,nan,nan,nan,nan,nan,nan,nan,-0.25405,nan,0.62547,nan,nan,nan,nan,-0.6923600000000001,-1.0569,nan,nan,nan,nan,0.8206100000000001,nan,nan,nan,nan,1.36,nan,nan,nan,nan,nan,-0.5525100000000001,-1.1067,nan,0.24213,nan,nan,nan,-0.31627,nan,nan,1.1663,nan,-0.33211,nan,-0.10467,nan,-1.5682,1.0219,nan,nan,nan,nan,0.91835,nan,nan
1.0,0.64441,0.41326999999999997,nan,nan,-0.42146000000000006,-0.21420999999999998,nan,nan,-1.2161,nan,0.77698,nan,nan,-0.80696,nan,1.7484,0.69653,0.99474,nan,nan,-0.70096,nan,1.7347,nan,-1.4848,0.28325,0.59815,nan,nan,-0.11517000000000001,nan,nan,nan,nan,nan,nan,nan,nan,-0.73946,nan,1.0152,0.54118,nan,nan,nan,-0.58887,nan,2.0226,nan,-0.6292399999999999,nan,nan,nan,nan,-1.1097,nan,nan,nan,nan,0.024997
1.0,-0.97867,nan,nan,nan,-1.6767,nan,1.4046,1.1686,-1.7033,0.9728100000000001,nan,nan,nan,nan,nan,nan,0.67893,nan,nan,-1.1619,nan,nan,1.4465,0.63972,-1.6898,nan,-0.90851,nan,nan,nan,0.66533,0.74503,-1.0493,nan,nan,nan,nan,0.9054700000000001,nan,0.68726,nan,nan,nan,nan,nan,-1.3193,-0.43803000000000003,nan,0.44343,nan,nan,-0.76288,nan,-0.8691,1.2773,nan,0.9668100000000001,nan,nan,nan
1.0,-0.23654,nan,nan,1.3669,0.49828,-0.30022,1.7156,nan,nan,nan,nan,nan,nan,nan,nan,0.55147,1.0105,nan,nan,nan,nan,nan,-0.70814,-0.42765,nan,0.40585,-0.86945,nan,nan,-1.2092,nan,1.5824,1.0216,nan,nan,-0.029588999999999997,-1.3219,nan,1.2793,0.55723,nan,nan,nan,nan,nan,nan,-1.48,nan,-0.20243,-1.4948,nan,nan,nan,nan,-1.1197,-0.99598,1.6511,nan,nan,nan
1.0,1.4907,1.3252,nan,nan,-1.099,nan,nan,nan,nan,-1.3766,nan,nan,-0.40878000000000003,nan,nan,-1.1595,nan,nan,1.072,-1.1805,nan,nan,-1.4069999999999998,0.18527000000000002,nan,nan,0.7287100000000001,-1.4077,0.5331100000000001,nan,nan,nan,nan,nan,nan,nan,nan,0.39265,-1.2559,0.58145,-0.29122,0.8443,nan,nan,nan,nan,0.60273,1.3546,nan,0.62085,nan,1.03,-1.4962,nan,nan,nan,nan,-0.20979,nan,nan
1.0,1.6433,nan,0.43776000000000004,nan,-1.5676,nan,nan,1.0332,nan,-0.9489,1.1009,nan,-0.81577,nan,0.23544,0.60702,nan,1.0033,nan,1.2626,nan,nan,nan,nan,nan,nan,-0.87716,1.6459,0.27061999999999997,nan,nan,nan,-0.13062,nan,-0.3996,0.71978,-0.35646,nan,1.0539,-1.5347,nan,nan,nan,nan,nan,nan,-1.2537,nan,nan,-0.9635100000000001,nan,-1.3687,nan,-0.42523,nan,-0.91202,nan,-0.39726999999999996,nan,nan
1.0,1.1847,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5848,0.79308,0.4348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.6764,nan,1.0023,0.74763,nan,nan,nan,-0.045667,0.58104,nan,nan,1.0809,-1.2053,nan,nan,0.73115,-0.29938000000000003,nan,nan,0.20901,0.27813000000000004,nan,1.3335,nan,nan,nan,nan,0.70403,-0.037163,nan,nan,nan,nan,nan,nan,0.62831,nan
1.0,-1.5231,nan,nan,nan,nan,nan,0.14515999999999998,nan,-1.4164,1.3169,0.25181,1.1983,nan,1.0477,1.0558,-0.032418999999999996,nan,-1.1798,nan,nan,1.5277,-0.58809,0.41917,nan,nan,nan,nan,nan,1.6504,nan,nan,nan,nan,0.011602,nan,nan,-1.4676,nan,-0.49051000000000006,-1.0567,-0.32565,1.4536,-0.38363,nan,nan,1.2061,nan,nan,-0.8771899999999999,nan,0.43031,nan,nan,1.6475,nan,1.4863,-1.0466,nan,1.2361,-0.97652
1.0,-1.3705,nan,nan,nan,nan,nan,nan,nan,-1.0575,nan,-0.69552,0.93781,-0.42417,0.087062,nan,nan,nan,nan,1.4894,0.14219,nan,nan,nan,nan,-0.8843200000000001,nan,1.0813,nan,nan,1.0292,-0.64378,nan,nan,nan,nan,nan,-1.1873,nan,-0.159,0.39759,nan,nan,-1.0871,0.15369000000000002,nan,1.4909999999999999,-0.10747000000000001,nan,-1.6249,-0.0038508,-0.28734,-0.40107,nan,1.2993,0.31394,nan,-1.724,nan,nan,1.1847
1.0,-0.8245600000000001,0.54167,0.32033,-0.36294,nan,0.85267,-1.5552,nan,nan,nan,1.5403,-0.040376999999999996,-0.54184,0.17246,-0.24855,-0.34718000000000004,nan,nan,nan,-0.79279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27619,-0.9242100000000001,1.4551,1.1406,0.033742,0.73621,1.1791,nan,-1.5374,nan,nan,-1.4733,-0.25624,0.27313000000000004,nan,nan,nan,0.39139,nan,nan,nan,-0.019699,nan,nan,0.5888899999999999,-0.31936,-0.5273100000000001,nan,nan
