6.0,0.64662,nan,1.1267,nan,0.9190200000000001,1.6177,1.7075,1.409,2.0984,0.75541,1.5139,nan,0.9451200000000001,1.4563,0.6389,0.79115,nan,1.3808,nan,nan,0.7086899999999999,2.0222,nan,-1.2692,-0.87484,-0.37468,0.033819,-0.78841,-0.17429,-1.4753,-0.35208,-0.40473000000000003,-0.53189,-1.2851,-1.2252,nan,-0.91891,-1.3917,-0.0050787,-1.1107,nan,-1.2531,-0.63121,-0.06893400000000001,-0.47118999999999994,-0.27343,nan,-0.73543,nan,0.016916,0.018941999999999997,-1.0225,-0.52299,-0.87549,-0.81823,-1.4443,nan,-0.023957,-0.83335,-0.26118
1.0,-0.37694,1.2249,0.34387,0.32845,-0.33760999999999997,nan,nan,nan,1.4461,nan,0.7762100000000001,-0.25405,1.6652,0.62547,1.2423,nan,1.1274,nan,-0.6923600000000001,-1.0569,-1.2246,-0.23914000000000002,0.17318,nan,0.8206100000000001,-1.4316,nan,-1.6279,-1.1271,1.36,-1.4346,nan,1.5606,-0.47445,-0.27310999999999996,-0.5525100000000001,-1.1067,nan,0.24213,-0.8665799999999999,nan,-1.0946,-0.31627,0.5314800000000001,0.26429,1.1663,nan,-0.33211,1.5164,-0.10467,0.37071,-1.5682,1.0219,-1.4297,1.357,nan,0.66356,0.91835,-1.3117,-1.1971
1.0,0.64441,0.41326999999999997,nan,nan,-0.42146000000000006,-0.21420999999999998,nan,nan,-1.2161,-0.58854,0.77698,nan,-0.30217,-0.80696,-1.5712,1.7484,0.69653,0.99474,0.53355,nan,-0.70096,0.66833,1.7347,0.9416200000000001,-1.4848,0.28325,0.59815,-0.77698,nan,-0.11517000000000001,-0.58799,-1.5108,-0.6921,-1.1957,nan,-1.3701,nan,-1.5224,-0.73946,nan,1.0152,0.54118,nan,-0.35372,0.65658,-0.58887,0.10490999999999999,2.0226,1.4717,-0.6292399999999999,1.3173,nan,nan,nan,-1.1097,0.21986,nan,1.3981,nan,0.024997
1.0,-0.97867,-0.40623000000000004,0.8224299999999999,-1.4082,-1.6767,nan,1.4046,1.1686,-1.7033,0.9728100000000001,-0.76197,nan,1.2988,1.1458,nan,nan,0.67893,0.113,0.18011,-1.1619,-0.5724899999999999,0.25931,1.4465,0.63972,-1.6898,0.68684,-0.90851,0.53004,nan,-0.74369,0.66533,0.74503,-1.0493,nan,-0.29484,0.040267000000000004,-1.7164,0.9054700000000001,0.7164,0.68726,nan,nan,1.2146,nan,0.8612,-1.3193,-0.43803000000000003,-1.7785,0.44343,nan,-0.82878,-0.76288,nan,-0.8691,1.2773,nan,0.9668100000000001,nan,0.107,nan
1.0,-0.23654,-0.098175,0.36709,1.3669,0.49828,-0.30022,1.7156,0.9021100000000001,-0.21813000000000002,-1.4307,nan,1.1249,-0.12380999999999999,nan,1.051,0.55147,1.0105,nan,nan,nan,-1.1423,nan,-0.70814,-0.42765,-0.018167,0.40585,-0.86945,-0.49515,1.2101,-1.2092,-1.3876,1.5824,1.0216,nan,-1.3664,-0.029588999999999997,-1.3219,-0.3726,1.2793,0.55723,0.33228,nan,0.4795,-1.0837,0.86911,nan,-1.48,nan,-0.20243,-1.4948,nan,-1.4996,nan,1.2892,-1.1197,-0.99598,1.6511,nan,nan,-0.84152
1.0,1.4907,1.3252,1.6268,-0.31706,-1.099,-0.022213,0.5969800000000001,1.6673,nan,-1.3766,0.0099634,-0.058461,-0.40878000000000003,1.2296,nan,-1.1595,0.70565,nan,1.072,-1.1805,nan,nan,-1.4069999999999998,0.18527000000000002,nan,nan,0.7287100000000001,-1.4077,0.5331100000000001,0.039281,1.6521,1.6157,-0.68353,-1.4580000000000002,-1.202,-0.028658999999999997,nan,0.39265,-1.2559,0.58145,-0.29122,0.8443,-1.3430000000000002,nan,nan,-0.9647,0.60273,1.3546,-1.3104,0.62085,0.81507,1.03,-1.4962,nan,nan,-0.37301999999999996,-0.8432799999999999,-0.20979,nan,0.71654
1.0,1.6433,1.764,0.43776000000000004,0.19931,-1.5676,nan,-1.0942,1.0332,-1.3772,-0.9489,1.1009,nan,-0.81577,1.8317,0.23544,0.60702,nan,1.0033,1.1529,1.2626,0.51121,-1.4633,0.642,nan,nan,1.2424,-0.87716,1.6459,0.27061999999999997,0.016161000000000002,nan,nan,-0.13062,-0.9612,-0.3996,0.71978,-0.35646,0.40713,1.0539,-1.5347,-0.69115,0.73612,nan,0.36474,-0.5955699999999999,-1.0270000000000001,-1.2537,-1.5741,nan,-0.9635100000000001,0.28208,-1.3687,0.09789400000000001,-0.42523,0.57545,-0.91202,nan,-0.39726999999999996,0.20926999999999998,-0.045311000000000004
1.0,1.1847,0.78845,-1.743,-0.9635600000000001,-1.2673,1.1334,nan,nan,-0.9794799999999999,-1.489,1.5848,0.79308,0.4348,nan,nan,-0.82119,0.6423300000000001,0.93058,nan,1.68,nan,0.26027,-0.66085,-1.6764,0.77605,1.0023,0.74763,nan,-1.0238,-0.23981999999999998,-0.045667,0.58104,nan,0.16399999999999998,1.0809,-1.2053,nan,nan,0.73115,-0.29938000000000003,-0.028454000000000004,0.52075,0.20901,0.27813000000000004,-1.4609999999999999,1.3335,-1.6645,-1.4137,nan,nan,0.70403,-0.037163,1.5575,nan,-1.7139,nan,0.18435,-0.76425,0.62831,0.75408
1.0,-1.5231,0.99592,nan,-0.25393000000000004,nan,0.8582299999999999,0.14515999999999998,nan,-1.4164,1.3169,0.25181,1.1983,nan,1.0477,1.0558,-0.032418999999999996,0.15777,-1.1798,-0.45743,-1.3811,1.5277,-0.58809,0.41917,-1.2697,1.5237,-0.13051,nan,-1.1784,1.6504,nan,nan,nan,-0.8927799999999999,0.011602,0.076002,0.1746,-1.4676,0.44458000000000003,-0.49051000000000006,-1.0567,-0.32565,1.4536,-0.38363,0.86971,-0.37701999999999997,1.2061,-1.3673,0.8553299999999999,-0.8771899999999999,-1.2129,0.43031,-0.85301,0.7950699999999999,1.6475,-0.63285,1.4863,-1.0466,0.69948,1.2361,-0.97652
1.0,-1.3705,-0.69531,-0.8448100000000001,-1.3593,nan,-1.156,nan,0.80024,-1.0575,nan,-0.69552,0.93781,-0.42417,0.087062,0.60234,-0.62044,-1.3319,nan,1.4894,0.14219,-1.6909999999999998,-1.1366,nan,-0.36809000000000003,-0.8843200000000001,nan,1.0813,nan,0.31143000000000004,1.0292,-0.64378,nan,0.7553,nan,1.0035,nan,-1.1873,nan,-0.159,0.39759,1.3978,1.5648,-1.0871,0.15369000000000002,0.9716600000000001,1.4909999999999999,-0.10747000000000001,nan,-1.6249,-0.0038508,-0.28734,-0.40107,-1.7172,1.2993,0.31394,0.6019,-1.724,0.70832,0.06753200000000001,1.1847
