6.0,0.64662,nan,nan,nan,nan,1.6177,nan,nan,nan,nan,nan,nan,nan,nan,0.6389,nan,nan,1.3808,nan,nan,0.7086899999999999,nan,nan,nan,nan,nan,0.033819,nan,-0.17429,nan,nan,-0.40473000000000003,nan,nan,-1.2252,nan,-0.91891,-1.3917,nan,nan,nan,nan,-0.63121,-0.06893400000000001,nan,nan,nan,-0.73543,nan,nan,0.018941999999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-0.37694,1.2249,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25405,nan,0.62547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.31627,nan,nan,1.1663,nan,nan,nan,nan,nan,-1.5682,nan,nan,nan,nan,nan,0.91835,nan,nan
1.0,0.64441,0.41326999999999997,nan,nan,-0.42146000000000006,-0.21420999999999998,nan,nan,-1.2161,nan,0.77698,nan,nan,-0.80696,nan,nan,0.69653,nan,nan,nan,-0.70096,nan,nan,nan,nan,0.28325,0.59815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0226,nan,-0.6292399999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-0.97867,nan,nan,nan,nan,nan,nan,nan,-1.7033,nan,nan,nan,nan,nan,nan,nan,0.67893,nan,nan,-1.1619,nan,nan,nan,nan,-1.6898,nan,nan,nan,nan,nan,nan,nan,-1.0493,nan,nan,nan,nan,nan,nan,0.68726,nan,nan,nan,nan,nan,-1.3193,-0.43803000000000003,nan,nan,nan,nan,nan,nan,nan,1.2773,nan,nan,nan,nan,nan
1.0,-0.23654,nan,nan,nan,0.49828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.70814,-0.42765,nan,nan,nan,nan,nan,-1.2092,nan,nan,nan,nan,nan,-0.029588999999999997,-1.3219,nan,1.2793,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.20243,nan,nan,nan,nan,nan,-1.1197,nan,nan,nan,nan,nan
1.0,1.4907,1.3252,nan,nan,-1.099,nan,nan,nan,nan,nan,nan,nan,-0.40878000000000003,nan,nan,-1.1595,nan,nan,1.072,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5331100000000001,nan,nan,nan,nan,nan,nan,nan,nan,0.39265,nan,nan,nan,0.8443,nan,nan,nan,nan,0.60273,1.3546,nan,nan,nan,nan,-1.4962,nan,nan,nan,nan,nan,nan,nan
1.0,1.6433,nan,nan,nan,-1.5676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2626,nan,nan,nan,nan,nan,nan,-0.87716,nan,0.27061999999999997,nan,nan,nan,nan,nan,nan,nan,-0.35646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9635100000000001,nan,-1.3687,nan,-0.42523,nan,nan,nan,nan,nan,nan
1.0,1.1847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.79308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.6764,nan,nan,0.74763,nan,nan,nan,-0.045667,nan,nan,nan,1.0809,-1.2053,nan,nan,0.73115,-0.29938000000000003,nan,nan,0.20901,0.27813000000000004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-1.5231,nan,nan,nan,nan,nan,nan,nan,-1.4164,nan,nan,1.1983,nan,1.0477,nan,-0.032418999999999996,nan,nan,nan,nan,1.5277,-0.58809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.32565,nan,-0.38363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6475,nan,nan,nan,nan,1.2361,nan
1.0,-1.3705,nan,nan,nan,nan,nan,nan,nan,-1.0575,nan,-0.69552,nan,nan,0.087062,nan,nan,nan,nan,nan,0.14219,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.64378,nan,nan,nan,nan,nan,nan,nan,-0.159,0.39759,nan,nan,nan,nan,nan,nan,-0.10747000000000001,nan,nan,nan,-0.28734,-0.40107,nan,nan,nan,nan,-1.724,nan,nan,nan
1.0,-0.8245600000000001,nan,nan,nan,nan,0.85267,nan,nan,nan,nan,1.5403,nan,nan,0.17246,-0.24855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27619,-0.9242100000000001,1.4551,1.1406,nan,0.73621,nan,nan,nan,nan,nan,nan,-0.25624,nan,nan,nan,nan,nan,nan,nan,nan,-0.019699,nan,nan,0.5888899999999999,-0.31936,-0.5273100000000001,nan,nan
1.0,-1.1758,nan,nan,nan,nan,nan,-1.3094,nan,-1.2790000000000001,nan,nan,nan,1.5979,nan,-1.2119,nan,nan,nan,nan,-0.93558,nan,nan,nan,1.0352,nan,nan,-0.30977,nan,nan,nan,-0.38273,nan,0.61958,nan,0.023803,nan,-0.6442,nan,nan,1.4564,nan,-1.1621,nan,nan,nan,0.6070399999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8274,nan,nan,nan,-0.85105
1.0,0.51256,nan,nan,nan,nan,nan,nan,nan,0.22779000000000002,nan,nan,nan,nan,nan,nan,nan,nan,0.8493,nan,nan,nan,-1.3981,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2566,nan,nan,nan,0.8564700000000001,nan,nan,nan,0.8440000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5032,1.4259,nan,nan,nan,nan,nan,-0.19994
1.0,-0.27553,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.5959800000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3695,nan,nan,nan,nan,0.25585,nan,nan,nan,nan,nan,-1.7517,nan,nan,nan,0.17859,nan,nan,nan,nan,nan,nan,0.62729,nan,nan,nan,0.18273,-1.8748,1.2134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.033750999999999996
1.0,0.93547,nan,nan,nan,nan,-1.284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9864299999999999,nan,nan,nan,nan,1.3687,nan,-0.62093,nan,nan,nan,nan,0.37993000000000005,nan,0.12497,nan,nan,0.051423,nan,nan,nan,0.40946,nan,nan,nan,nan,-0.99192,nan,nan,nan,nan,nan,nan,nan,nan,1.5715,-0.14795999999999998,nan,nan,nan,nan,nan,nan,nan
1.0,1.1636,nan,0.68224,nan,nan,nan,nan,-1.4698,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0879,nan,nan,nan,-0.25243000000000004,0.6328600000000001,nan,nan,nan,nan,nan,nan,nan,nan,-1.7781,nan,nan,nan,1.3627,nan,nan,0.6485,nan,nan,nan,nan,nan,-0.10166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4024,nan,-0.91927
1.0,-0.86495,nan,nan,nan,nan,0.9666399999999999,nan,nan,nan,nan,-0.76586,nan,1.3292,nan,nan,nan,0.1097,nan,nan,nan,nan,-0.15966,-0.7598,nan,nan,nan,nan,nan,nan,nan,nan,-1.193,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.16364,nan,nan,nan,-0.32295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,1.3738,nan,0.65525,nan,-1.3087,nan,0.8827799999999999,nan,nan,1.5644,0.13968,nan,1.0976,nan,1.1306,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.66951,nan,nan,nan,-0.8583799999999999,1.6096,nan,nan,nan,1.2325,nan,nan,nan,nan,nan,nan,nan,-1.5393,nan,nan,nan,nan,nan,-0.8209299999999999,nan,nan,nan,nan,0.37256999999999996,nan,nan,nan,nan,nan,nan,nan
