5.0,-1.1337,-2.7029,-3.1210000000000004,nan,-3.3124,nan,-1.3549,-1.0147,-0.79602,-0.2596,-0.27694,-0.18358,-0.12786,nan,-0.07492,-0.009117499999999999,-0.19077,-0.11727,-0.13051,nan,nan,-0.18875999999999998,nan,-0.14523,nan,-0.15222,-0.11987,-0.13058,-0.15574000000000002,-0.22086999999999998,-0.24989,-0.223,-0.32687,-0.1785,-0.2217,-0.28264,-0.21874000000000002,0.06694,0.074045,-0.1207,-0.11675999999999999,0.032017000000000004,0.096814,0.15005,0.26423,0.23598000000000002,0.17724,0.20461,0.31179,nan,-0.060436000000000004,0.071161,0.2009,nan,0.1315,nan,0.14271,nan,0.14160999999999999,0.18769,0.26149,nan,0.46418999999999994,0.43656000000000006,0.23675,0.17482999999999999,nan,0.47938000000000003,0.4965,0.5906600000000001,0.74158,0.54004,0.42946000000000006,0.5953,0.6231899999999999,nan,0.65027,0.46506000000000003,0.5169600000000001,0.5326,0.5455300000000001,0.50121,0.55366,0.49266000000000004,0.47217,0.62873,0.84054,0.7668699999999999,0.66491,0.9787799999999999,1.0825,nan,1.4427,1.7772,1.7223,1.7867,1.705,nan,1.5573,1.0148,nan,0.30856,nan,0.097138,-0.040473,0.0051216000000000005,0.059247,nan,-0.031602,-0.25299,-0.14175,nan,-0.12835,-0.1103,-0.067147,-0.036744,0.027356000000000002,0.33305999999999997,nan,1.1566,1.1294,1.3127,nan,0.91591,0.42541999999999996,0.3281,0.7652899999999999,0.22703,-1.1298,nan,-2.8863,nan,-2.9417,-2.5571,-1.4879,-1.1189,-0.73711,-0.11084000000000001,0.0018581,-0.12264000000000001
1.0,-0.11252000000000001,-2.8272,-3.7739,-4.3498,-4.376,-3.475,-2.1814,-1.8183,nan,-0.47748999999999997,-0.36380999999999997,nan,-0.42186,-0.3092,-0.49593999999999994,-0.34212,-0.35534,-0.36791,-0.3165,-0.41236999999999996,-0.47167,-0.41346000000000005,-0.36462,-0.4493,-0.47142,-0.42478,-0.46252,-0.55247,-0.47538,-0.6942,nan,nan,-0.66068,-0.71383,-0.76981,-0.67228,-0.65368,-0.63941,-0.5593,-0.59167,-0.49322,-0.46305,nan,-0.23273000000000002,-0.12505,-0.15394000000000002,-0.024357,-0.065609,0.034999,0.061935000000000004,0.07119500000000001,0.12393,0.10312,nan,0.12868,nan,0.25728,0.19635,0.17937999999999998,0.24473000000000003,0.34121999999999997,0.3282,0.40604,nan,0.42407,0.48151000000000005,nan,nan,nan,0.59801,0.5645899999999999,0.60798,0.62063,0.65625,0.68475,nan,0.6655800000000001,0.5758,0.63813,0.61492,0.56908,0.46858,0.44282,0.46826999999999996,0.43249,nan,0.41862,0.36253,nan,0.47167,0.37217,nan,nan,0.27399999999999997,nan,nan,0.34256,nan,nan,0.86062,1.1733,1.2582,1.4338,1.7005,1.999,2.1253,1.9933,1.9322,1.7974,1.5223,nan,nan,0.48372,0.023132,nan,-0.22091999999999998,-0.24374,-0.25469,nan,-0.25649,-0.22787,-0.32242,-0.28929,nan,-0.36365,nan,-0.26642,-0.25682,-0.28869,nan,0.16035,nan,0.9335399999999999,0.79696,0.57862,0.25774,0.22808,0.12343,0.92529,nan
1.0,-1.1009,nan,-4.2858,-4.5066,-4.0224,-3.2344,-1.5661,-0.99226,nan,nan,0.14895,0.18353,0.29488000000000003,nan,0.23558,0.25349,0.22174000000000002,0.050233,0.17804,0.13956,0.046794,0.043007,0.10654000000000001,0.012654,0.0039949,0.045724,-0.045999,nan,-0.071078,-0.15387,-0.22725,-0.24927,-0.25349,-0.33284,-0.26433,-0.34583,-0.31078,nan,nan,-0.17456,-0.20615999999999998,-0.22448,-0.048684,-0.019621,0.094805,0.11679,0.18519000000000002,0.23053,0.13802999999999999,0.24443,0.27169,0.259,0.2692,0.12705999999999998,0.20207,0.25598000000000004,nan,nan,0.19108,0.19093,0.21051,nan,0.20489000000000002,nan,0.34692,0.348,nan,0.33197,0.35669,0.34993,0.43038000000000004,0.4675,0.48606000000000005,0.40319,nan,nan,0.46412,0.4518,0.36136,0.37983,0.34279,nan,0.38750999999999997,0.2557,0.28403,0.28499,0.25011,nan,0.14942,0.14168,nan,0.17285,nan,0.17657,0.28094,0.48994,0.66089,0.8931899999999999,1.0270000000000001,1.2024,1.5574,1.8084,2.1643,2.0707,1.9036,1.7645,nan,1.2934,0.89456,0.57802,0.24434,-0.28644000000000003,-0.51588,-0.7327100000000001,-0.83247,-0.80332,-0.83625,-0.77786,-0.77475,-0.7334,-0.72139,-0.8321,-0.7119800000000001,-0.7518699999999999,-0.75772,-0.8531200000000001,-0.76699,-0.68816,-0.5199199999999999,0.039406000000000004,nan,0.5383600000000001,0.65688,0.7874899999999999,0.72405,nan,0.47633000000000003,0.77382,1.1196,-1.4362
1.0,-0.56709,nan,-3.8742,-4.5841,-4.1874,-3.1515,-1.7429,-1.4907,-1.1836,nan,-0.2829,-0.35693,-0.2873,-0.39949,-0.47323999999999994,-0.37905,-0.39904,nan,-0.33952,-0.49845,-0.33725,-0.42548,-0.42395,-0.46316999999999997,nan,nan,-0.52983,nan,-0.50236,-0.41736999999999996,-0.52635,-0.47100000000000003,nan,-0.89861,nan,nan,nan,-0.58194,-0.53785,-0.5563899999999999,nan,-0.43625,-0.40010999999999997,nan,-0.23935,-0.12024000000000001,nan,0.285,0.31565,0.10736,0.10952,0.15808,nan,0.26129,nan,0.14065,0.26337,0.28720999999999997,0.31432,0.17794000000000001,nan,0.32106999999999997,0.45816999999999997,0.25192,0.26135,0.27749,0.29879,0.45908000000000004,0.41915,0.52051,0.53776,0.60321,0.47563,0.52169,0.73525,0.72954,0.7185199999999999,0.49843000000000004,0.5454399999999999,0.60483,0.5213,0.39438,0.40502,0.5975600000000001,0.53113,0.37765,0.4677,0.45757,0.34112,0.40791,0.45913000000000004,0.40394,0.29819,0.4611,0.66466,0.5877600000000001,nan,0.9172,nan,1.5056,1.6401,nan,2.1854,2.263,2.0529,1.8905,1.7930000000000001,1.5648,1.2346,0.9003,0.55196,0.25822,-0.12859,nan,-0.16860999999999998,-0.49599,nan,-0.32824000000000003,-0.44814,nan,-0.45641000000000004,nan,nan,-0.43411000000000005,-0.5492,-0.32461999999999996,nan,-0.22038000000000002,-0.11742999999999999,0.61406,1.2848,nan,nan,0.31138000000000005,-0.021919,-0.71368,nan,0.3211,0.90423,-0.4218
1.0,0.49046999999999996,-1.9144,-3.6164,-4.3188,-4.268,-3.8811,-2.9933,-1.6711,-1.3339,-0.9656299999999999,-0.18332,-0.10166,-0.27387,nan,nan,-0.21352,-0.17647000000000002,-0.15693,-0.14917,-0.18151,-0.18007,-0.24615,nan,-0.14096,-0.27745,-0.38255,-0.31194,nan,-0.40597,-0.57143,-0.5241100000000001,-0.53789,-0.60678,nan,-0.68337,-0.74668,-0.63566,-0.6252300000000001,-0.54009,nan,-0.65395,-0.56692,-0.52404,-0.41471,-0.38779,nan,-0.072745,-0.16013,-0.09216,0.067165,0.081472,0.056182,0.024692,0.074395,0.15289,0.091033,0.11016,0.11728,0.11383,0.14181,0.27149,0.24974000000000002,0.19760999999999998,0.24394000000000002,nan,0.30002,nan,0.34467,0.38971,0.44285,0.43343000000000004,nan,0.52504,0.5219699999999999,0.62395,0.54916,nan,0.62993,0.53957,nan,0.49785,nan,0.61174,nan,0.57395,nan,0.57263,0.48458999999999997,0.37438,nan,nan,0.37164,nan,nan,0.55606,nan,nan,1.0164,1.1356,1.217,1.5531,nan,2.0008,1.925,1.8984,1.7209999999999999,1.5017,1.4225,1.0232,0.7763399999999999,0.50443,nan,-0.23315999999999998,-0.40639000000000003,nan,-0.46087,-0.40254,-0.34575,nan,-0.43996,-0.42533000000000004,-0.43978999999999996,-0.45183999999999996,-0.39593,-0.44876000000000005,-0.39179,-0.37631,-0.46107,-0.25351999999999997,0.21300999999999998,nan,0.35081999999999997,0.49911000000000005,nan,nan,0.9520700000000001,0.99013,nan,1.403,-0.38356
1.0,0.80023,-0.87425,-2.3848,-3.9733,nan,nan,-2.5345,nan,-1.5945,nan,-0.29811,-0.42893000000000003,-0.49135,-0.3613,-0.3393,nan,nan,-0.36305,-0.52568,nan,-0.57552,-0.5675,nan,-0.61841,-0.68281,-0.74385,-0.8155899999999999,-0.8269,-0.78237,-0.9294600000000001,-0.9996700000000001,-1.061,-1.0079,-1.0287,-1.1226,nan,nan,-1.0634,-1.1224,-0.98324,nan,-0.79127,-0.58875,-0.51831,-0.3973,-0.35433000000000003,-0.20742,nan,-0.16873,-0.067592,-0.032772,0.071899,0.081485,0.067225,0.13272,0.070241,nan,0.15042,0.10989000000000002,0.14886,0.20875,nan,0.27366,nan,nan,0.24231,0.38611,0.41908999999999996,nan,0.48895,0.54172,0.57387,0.63355,0.41167,0.44092,0.5887100000000001,0.53087,0.55896,0.60687,0.61473,nan,0.59929,0.64046,0.5684,0.54471,nan,0.53776,0.47229,0.4666,0.63442,0.42517,0.42078000000000004,0.44051999999999997,nan,0.3593,nan,0.42133000000000004,0.50512,0.6774899999999999,nan,0.9822299999999999,1.1554,1.3363,nan,1.7176,1.6965,1.7417,1.6741,1.5469,1.3317,nan,0.9222100000000001,0.52178,0.15485,nan,-0.203,-0.24795999999999999,-0.21911999999999998,nan,-0.31921,-0.1986,-0.15162,-0.12959,-0.07493899999999999,-0.19680999999999998,-0.17479,-0.20883000000000002,nan,-0.10049,0.19745,0.9666100000000001,nan,0.9584299999999999,1.0590000000000002,nan,nan,0.9603,0.9710200000000001,1.6144,1.4215
1.0,-1.5077,-3.5746,-4.478,nan,-3.3212,-2.1052,-1.4809999999999999,-1.3014,-0.49823999999999996,-0.28693,nan,-0.26384,-0.31801999999999997,-0.18592,-0.26979000000000003,-0.32225,-0.30925,-0.3911,-0.30326,-0.31929,nan,-0.42158,-0.48138000000000003,-0.44752,-0.52485,-0.46912,-0.5826100000000001,-0.67904,-0.65205,-0.84685,-0.76668,-0.73515,-0.78846,nan,nan,-0.8435,-0.82704,-0.8780600000000001,-0.7550899999999999,-0.80992,-0.67942,-0.5834199999999999,-0.45742,-0.37778,-0.36063,-0.23173000000000002,-0.23684000000000002,-0.047711,nan,nan,-0.094409,-0.08268400000000001,0.0067543,-0.082925,-0.061499,nan,-0.040823000000000005,0.038088,0.041113,nan,0.034700999999999996,0.085704,0.12186,0.088891,0.18567999999999998,nan,0.1832,0.28685,0.27956,nan,0.39461,0.42763999999999996,nan,0.4683,0.51542,0.6363,nan,0.64466,0.62755,0.53004,0.49282,0.47921,0.41336000000000006,0.47562,0.43649,0.40684000000000003,0.4433,0.31768,0.36132,0.361,0.24143,0.31811,0.32515,0.4783,0.47608,0.5320600000000001,0.79548,0.9451700000000001,nan,1.2907,1.4892,1.7553,1.9609,2.0424,1.9028,1.9029,1.7581,1.4258,1.2102,0.9284,0.64126,nan,nan,-0.13204000000000002,-0.16584000000000002,-0.098571,-0.26602,-0.23729,-0.13769,-0.10067000000000001,nan,nan,-0.1301,nan,-0.16115,-0.10132000000000001,-0.09525499999999999,nan,0.15488,0.6956600000000001,nan,1.0891,0.9833700000000001,1.0141,0.95263,0.74933,1.0071,1.635,1.4934,-0.78313
1.0,-0.29716,-2.7666,-4.1022,-4.5897,-4.2194,-3.6504,-2.3005,-1.2939,-1.0657,-0.49051999999999996,0.050751,-0.076647,nan,-0.15818,-0.06869199999999999,-0.14082999999999998,nan,-0.13427999999999998,nan,-0.13138,nan,-0.21595999999999999,-0.21755,-0.25406,-0.33125,-0.30491999999999997,nan,nan,-0.38743,-0.40399999999999997,-0.42505,-0.5077,-0.58217,-0.53292,-0.6378699999999999,-0.65594,-0.54965,-0.6867300000000001,-0.58304,-0.63651,-0.62085,-0.46829,-0.42352,-0.3247,nan,nan,0.011175,nan,0.084773,0.059936,0.16447,0.16221,0.12599000000000002,0.14363,0.07825900000000001,0.17852,0.1266,0.17504,0.16946,0.2997,0.24249,0.29717,0.2384,0.24916,nan,0.26718000000000003,nan,nan,0.41651000000000005,0.42658,0.45903999999999995,0.4166,nan,0.39678,0.5572699999999999,0.53501,0.59008,0.5858399999999999,0.56813,0.55499,0.45756,0.4627,0.49946999999999997,0.45014,0.37201,0.42851999999999996,nan,0.24413,0.29407,0.20672,0.37246,0.3946,0.39445,0.40425,nan,0.67724,0.81142,0.8895299999999999,1.1304,nan,1.6524,1.8393,nan,nan,1.8161,1.7273,nan,1.2119,nan,0.74592,0.36093000000000003,-0.12852,-0.39421999999999996,-0.4366,-0.50648,-0.45515,nan,-0.5453,-0.5061,-0.37653000000000003,-0.4578,-0.49546,-0.45869,-0.33281,-0.41033000000000003,-0.40652,-0.33723000000000003,nan,-0.08258,0.22032,0.5949800000000001,0.58178,0.6844100000000001,0.91165,0.9794799999999999,1.0535,nan,1.1104,1.2882,-0.82339
1.0,0.44677,-1.5074,nan,-4.5075,-4.6042,-3.6361,-2.3116,-1.5977,-1.3624,-0.66922,-0.17339000000000002,-0.20511999999999997,-0.23079000000000002,-0.17712,-0.23851,-0.20508,-0.23054000000000002,-0.20915999999999998,-0.29294000000000003,-0.25506999999999996,-0.25399,nan,nan,-0.46595,-0.46029,-0.47506000000000004,-0.44975,-0.56228,-0.53278,-0.6358,-0.63659,-0.74955,-0.80678,-0.69629,-0.8552799999999999,-0.8962600000000001,nan,-0.90846,-0.8300799999999999,-0.8388399999999999,-0.69213,-0.64577,-0.48886999999999997,-0.40646,nan,-0.22658000000000003,-0.20574,nan,-0.066372,nan,0.030632,nan,0.033968,0.16489,0.083024,0.045058999999999995,-0.0047667000000000005,0.12382,0.10804000000000001,0.073936,0.11257,nan,nan,0.22033000000000003,0.23410999999999998,nan,0.21514,0.33897,nan,0.32808000000000004,0.5122800000000001,nan,0.60277,0.65328,0.68093,0.72841,0.68048,0.6405,nan,0.65801,0.71363,0.62167,nan,0.45528,0.42458,0.50447,nan,0.45083999999999996,0.44836000000000004,0.38991,nan,0.34957,0.41467,0.47231000000000006,0.56453,0.7350899999999999,nan,1.126,1.1641,1.2818,1.5527,1.6916,1.8828,1.7603,nan,nan,1.3949,1.1328,0.92835,0.5988399999999999,0.22924,-0.14470999999999998,-0.27007,-0.32319000000000003,nan,-0.29816,-0.25184,nan,nan,-0.30745,-0.33083,-0.43238999999999994,-0.28993,nan,-0.30929,-0.25256999999999996,nan,nan,0.25873,nan,1.0882,1.0013,nan,1.3787,1.0148,0.8207899999999999,nan,1.2584,0.96121,-0.9994799999999999
1.0,0.087631,-1.7535,-3.3045,nan,-4.6864,-3.6118,-2.2673,-1.5709,-1.4178,-0.50079,-0.22518000000000002,-0.30883,-0.21473000000000003,-0.21450999999999998,-0.22311999999999999,-0.26234,-0.21181999999999998,nan,-0.25995999999999997,-0.31611,-0.25866999999999996,-0.28715,nan,-0.30598000000000003,nan,-0.4023,-0.38155,-0.5199,-0.52095,-0.59692,-0.6507,nan,nan,-0.72522,-0.8307,nan,-0.84839,-0.74455,nan,-0.75435,-0.62192,-0.53394,-0.3966,nan,-0.17932,-0.0094803,-0.024018,0.041460000000000004,0.094493,0.083212,0.099031,0.045913999999999996,0.10952,0.16816,0.26347,0.1361,nan,0.089803,nan,0.19677,0.26898,0.23726,nan,nan,0.27843,0.38316,0.38958000000000004,0.39355,0.57739,0.58775,nan,0.54492,0.65789,0.60178,nan,0.69906,0.68011,0.6986399999999999,0.71618,0.6686300000000001,0.67183,0.57504,0.5292100000000001,nan,0.60328,0.55471,0.56362,nan,0.44695,0.45643,0.39325,0.44143999999999994,0.44738999999999995,0.27405999999999997,0.36461,0.40121999999999997,nan,0.54781,0.6420899999999999,0.78833,0.7498,nan,0.96416,1.0619,nan,1.1378,0.8640100000000001,0.68398,nan,0.50113,0.49128999999999995,0.46193999999999996,0.32981,0.12042,-0.14197,-0.19518,nan,-0.076308,-0.11650999999999999,nan,-0.23429,-0.16113,-0.14536,-0.21218,-0.13568,nan,-0.17008,nan,0.33224000000000004,1.0633,1.5758,nan,2.1429,2.3935,1.9256,1.0276,nan,0.19297,-0.64868,-2.4411
