5.0,-0.16852,nan,-0.16852,nan,nan,-0.16852,nan,nan,nan,-0.16852,-0.16852,nan,nan,-0.16852,-0.16852,-0.16852,nan,nan,nan,nan,-0.16852,-0.16852,nan,-0.16852,-0.16852,-0.16852,-0.16852,nan,nan,nan,nan,nan,nan,nan,nan,0.48362,nan,nan,nan,0.48362,nan,0.48362,0.48362,nan,nan,nan,nan,0.037092,-0.062598,-0.16229000000000002,-0.26198,-0.36167,nan,nan,nan,nan,-0.024261,nan,nan,0.79273,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4618,nan,nan,nan,nan,1.2583,nan,0.90522,nan,0.30708,nan,nan,nan,nan,-0.16852,nan,nan,-0.16852,nan,nan,nan,-0.00029181,nan,nan,nan,0.3968,0.46741000000000005,nan,nan,0.49833,nan,nan,0.77023,0.8699100000000001,nan,1.0693,nan,nan,nan,1.4532,nan,nan,nan,1.3829,1.2832,nan,nan,1.1358,1.1358,nan,nan,0.91145,nan,0.90941,nan,1.0685,nan,nan,nan,0.7138800000000001,nan,nan,0.19241,nan,0.15755,0.15755,nan,nan,nan,nan,nan,nan,nan,nan,-0.16852,nan,nan,nan,nan,nan,-0.3492,-0.4429,nan,nan,nan,nan,nan,-0.94734,nan,nan,nan,nan,-1.7989,nan,nan,nan,nan,-1.7989,nan,nan,-1.5808,nan,nan,nan,-1.1658,nan,-0.81858,nan,nan,nan,-0.49713999999999997,-0.51791,nan,nan,nan,nan,-1.0034,nan,nan,nan,nan,nan,-0.8891899999999999,nan,nan,nan,-0.091674,0.088094,nan,nan,nan,nan,0.63107,nan,0.75078,0.68923,0.58954,nan,0.19854000000000002,nan,nan,-0.69396,nan,nan,nan,-1.7511,nan,nan,-2.3492,nan,nan,nan,nan,nan,-2.7189,nan,-2.5195,-2.4694,nan,-2.4473,-2.4307,-2.2433,-2.0439,nan,nan,nan,nan,nan,-0.9971899999999999,-0.8975,nan,-0.57558,nan,nan,0.022553999999999998,0.22193000000000002,nan,nan,0.65184,0.75153,nan,nan,0.8096899999999999,0.8096899999999999,nan,0.8096899999999999,nan,nan,nan,0.79675,nan,0.64977,0.55008,0.45038999999999996,nan,nan,0.16613,nan,nan,nan,0.15755,nan,nan,0.20947,nan,nan,nan,nan,0.48362,nan,0.48362,nan,nan,nan,nan,nan,0.11394000000000001,nan,-0.08462599999999999,nan,nan,nan,nan,nan,nan,0.12017,0.21986,nan,nan,0.5189199999999999,nan,nan,0.8372,nan,1.2251,nan,nan,nan,1.4738,nan,1.7692,nan,nan,1.9873,1.8876,nan
6.0,-0.30424,nan,-0.30424,-0.30424,-0.30424,nan,nan,-0.30424,-0.30424,nan,-0.30424,nan,nan,-0.30424,-0.30424,nan,nan,nan,nan,-0.24081,nan,nan,nan,nan,nan,0.32136,0.38261,nan,0.38261,nan,0.38261,0.38261,nan,nan,0.38261,0.38261,0.38261,0.38261,nan,nan,nan,nan,0.38261,nan,nan,0.38261,nan,0.38261,nan,0.38261,nan,0.38261,nan,nan,0.38261,0.38261,0.38261,nan,nan,0.38261,0.38261,nan,0.38261,nan,0.38261,nan,0.38261,0.38261,nan,0.40776,nan,nan,nan,0.5969800000000001,nan,nan,nan,nan,0.7260300000000001,nan,nan,0.7260300000000001,nan,0.7260300000000001,0.7260300000000001,nan,nan,0.7260300000000001,0.7260300000000001,nan,0.7260300000000001,nan,nan,0.7260300000000001,nan,0.67682,nan,nan,nan,nan,nan,nan,0.29949000000000003,nan,0.19012,0.13543,nan,nan,nan,nan,-0.138,-0.19268,nan,nan,nan,-0.30424,-0.30424,-0.30424,-0.30424,nan,nan,nan,-0.59736,-0.70673,-0.8161,nan,nan,-1.0677,-1.1223,-1.177,-1.2317,-1.2930000000000001,-1.3542,-1.5183,nan,-1.8464,nan,-2.1745,-2.3385,nan,-2.5660000000000003,-2.6754,nan,-2.8942,-3.0035,nan,-2.8810000000000002,nan,-2.6623,nan,nan,-2.2642,-2.0848,nan,nan,-1.4286,-1.2098,-0.9911,nan,nan,nan,-0.11612,nan,0.28199,0.46136000000000005,0.5707300000000001,nan,0.78947,nan,nan,1.1176,nan,1.3363,nan,nan,1.6557,nan,1.7563,nan,1.7563,nan,nan,nan,nan,nan,1.7563,1.7563,nan,nan,nan,nan,nan,1.3626,nan,nan,nan,nan,0.81572,nan,nan,nan,nan,0.38261,0.38261,0.38261,nan,nan,0.38261,nan,0.38261,0.38261,nan,nan,nan,nan,nan,nan,nan,nan,0.67682,0.7260300000000001,0.7260300000000001,0.7260300000000001,0.7260300000000001,nan,nan,0.7260300000000001,0.77853,0.8310299999999999,0.8857200000000001,nan,0.9950899999999999,nan,1.0596,1.0695,1.0695,nan,nan,1.0695,1.0695,nan,1.0695,nan,nan,1.0695,1.0104,nan,nan,nan,nan,nan,0.42636,nan,nan,nan,nan,nan,0.051213,-0.017691,-0.12705999999999998,nan,nan,nan,-0.55798,-0.66079,nan,-0.7701600000000001,-0.82485,nan,nan,nan,-0.99,-0.9911,nan,nan,nan,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,nan,nan,-0.9911,nan,nan,-0.9911,nan,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,-0.9911,nan,-0.9911,-0.9911,nan,-0.97578,nan,nan,nan,nan,nan,nan,nan,nan,-0.64767,nan,nan,nan,-0.64767
5.0,1.6273,1.6273,1.6273,nan,1.6273,nan,nan,nan,nan,1.6273,1.6273,1.6273,nan,1.6273,nan,nan,1.6273,nan,nan,nan,nan,1.6096,1.5758,nan,1.5038,nan,nan,nan,nan,1.4408,1.4408,nan,nan,nan,nan,nan,nan,1.4408,1.4408,1.4408,nan,1.4408,nan,1.4408,1.4408,nan,1.4408,1.4408,nan,nan,1.4408,nan,nan,1.4408,1.4408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4408,nan,1.4408,1.4408,nan,nan,1.4317,nan,nan,1.3345,nan,nan,1.2258,nan,nan,1.1171,nan,nan,nan,0.9722,0.9359799999999999,0.89975,nan,nan,0.79106,0.75483,nan,nan,nan,nan,0.45251,0.38006,nan,nan,nan,nan,0.1698,nan,0.097344,nan,nan,nan,nan,nan,-0.12004000000000001,-0.15627,-0.19249000000000002,nan,-0.26495,nan,-0.33741,-0.37364,nan,-0.4461,-0.48233000000000004,-0.51856,-0.55479,nan,-0.62725,nan,-0.69971,nan,-0.77217,-0.8084,nan,nan,nan,nan,nan,nan,-1.062,-1.0982,nan,-1.1551,nan,nan,nan,nan,nan,-1.1701,-1.1701,nan,nan,-1.1701,nan,-1.1701,nan,nan,nan,nan,nan,nan,-1.1701,nan,-1.1701,-1.1701,nan,nan,nan,-1.1701,nan,nan,nan,-1.1701,nan,-1.1701,-1.1701,nan,-1.1701,-1.1701,-1.1701,nan,nan,-1.1701,nan,-1.1701,nan,nan,-1.1701,nan,nan,nan,-1.1701,-1.1701,-1.1701,-1.1701,nan,nan,nan,-1.1639,-1.1502,nan,nan,nan,nan,-0.9921700000000001,nan,-0.98361,nan,-0.9809,nan,nan,-0.90759,nan,nan,nan,nan,-0.7971199999999999,nan,nan,nan,-0.7680100000000001,nan,-0.6955600000000001,nan,nan,nan,-0.6106199999999999,-0.6106199999999999,nan,nan,-0.6106199999999999,-0.6106199999999999,-0.6106199999999999,nan,-0.6106199999999999,-0.6106199999999999,nan,-0.6106199999999999,-0.6106199999999999,-0.60617,-0.59726,-0.56667,nan,-0.49421000000000004,nan,nan,nan,nan,-0.31306,-0.27885,nan,-0.23763,-0.23763,-0.23763,-0.23763,nan,-0.23763,nan,nan,-0.23763,nan,-0.23763,-0.23763,nan,nan,-0.23763,nan,nan,-0.23763,-0.23763,-0.23763,-0.23763,-0.23763,nan,-0.23763,nan,-0.23763,nan,nan,nan,-0.23536999999999997,nan,nan,-0.16399,nan,nan,nan,nan,nan,-0.051139,-0.051139,nan,-0.051139,nan,-0.051139,nan,nan,nan,nan,-0.14498,nan,-0.21554,-0.23763,nan,nan,-0.23763,nan,nan,-0.23763,nan,-0.23763,nan,nan,-0.23763,nan,-0.23763,nan,-0.23763
5.0,0.66128,nan,nan,0.66128,0.66128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.66128,0.66128,nan,0.66128,0.66128,nan,0.66128,0.66128,0.66128,0.66128,0.66128,nan,0.66128,0.66128,nan,nan,nan,nan,0.66128,nan,nan,nan,nan,nan,nan,nan,0.66128,0.66128,0.65874,0.64872,0.60364,0.5585600000000001,nan,nan,0.42331,0.37823,nan,0.34226999999999996,nan,nan,nan,nan,nan,nan,nan,nan,0.66128,nan,nan,0.68716,nan,0.7697,nan,0.9127,1.0339,1.1692,1.3044,1.4137,nan,nan,1.6896,1.7798,1.8699,1.9601,nan,2.0948,nan,2.0948,2.0906,2.0708,nan,nan,1.9355,1.8905,nan,nan,nan,1.6839,1.5937,1.5036,nan,1.3232,1.2331,nan,nan,nan,1.0196,1.0196,nan,nan,1.0196,1.0196,1.0196,1.0196,1.0196,1.0196,1.0196,1.0548,nan,1.1418,nan,nan,nan,nan,1.197,nan,nan,nan,nan,nan,nan,nan,nan,0.7309,nan,nan,0.33653,0.22758,nan,0.047255,-0.042908,-0.13307,-0.22323,-0.3134,-0.39102,nan,nan,-0.54394,nan,nan,-0.67918,nan,-0.76935,-0.81443,-0.85951,nan,nan,nan,nan,nan,nan,-1.3535,nan,nan,-1.4865,nan,-1.4889,nan,nan,-1.5357,-1.5808,nan,nan,nan,nan,-1.53,-1.5005,nan,nan,-1.4889,-1.4713,-1.4387,-1.3936,nan,nan,-1.2584,-1.2133,-1.1682,nan,nan,nan,-1.1306,-1.1484,-1.1842,-1.2293,-1.2744,-1.3037,nan,nan,nan,-1.3224,nan,nan,nan,nan,nan,nan,-1.4889,nan,nan,-1.4889,nan,nan,nan,nan,-1.4855,-1.4689,-1.4284,nan,nan,-1.3163,-1.3098,nan,nan,nan,nan,-1.3098,nan,nan,nan,nan,-1.1557,-1.1106,nan,nan,nan,-0.93027,nan,-0.84011,nan,nan,nan,nan,-0.61201,nan,-0.45606,-0.3659,nan,nan,-0.16502999999999998,-0.11995,-0.081881,nan,nan,-0.055462,nan,-0.055462,-0.055462,-0.055462,-0.055462,nan,nan,nan,-0.061194000000000005,-0.08744299999999999,-0.12965,nan,-0.21658000000000002,nan,nan,nan,-0.23465,nan,nan,nan,nan,nan,nan,nan,0.12372000000000001,0.15774000000000002,0.20247,nan,nan,0.30291,0.30291,0.30291,nan,0.26696,nan,nan,nan,0.08663,nan,nan,-0.036563,nan,nan,nan,nan,nan,nan,-0.185,nan,-0.27516,nan,-0.36533000000000004,nan,nan,nan,-0.28201,-0.23693000000000003,-0.19185,nan,nan,nan,nan,-0.055462,-0.055462,-0.055462
3.0,0.0051848,nan,nan,nan,0.0051848,0.0051848,nan,nan,nan,nan,nan,nan,nan,0.0051848,nan,0.0051848,nan,0.0051848,0.0051848,0.0051848,nan,0.0051848,nan,nan,nan,0.0051848,0.0051848,0.0051848,nan,0.0051848,nan,nan,nan,0.034899,0.063439,nan,nan,0.10046000000000001,0.09564,nan,nan,0.021519999999999997,nan,nan,-0.13438,-0.1896,-0.21934,-0.24906999999999999,-0.26718000000000003,nan,-0.22298,nan,-0.18653,-0.18536,nan,nan,-0.23087,nan,nan,nan,-0.28063,nan,nan,-0.34374,-0.37346999999999997,-0.4032,nan,-0.45616,-0.47103,nan,nan,-0.47117,-0.47117,nan,nan,-0.47117,nan,-0.47117,nan,nan,nan,nan,-0.47117,nan,-0.4918,-0.52153,nan,nan,nan,-0.5664399999999999,-0.57493,nan,nan,-0.66413,-0.69387,-0.7236,nan,nan,nan,nan,nan,-0.85225,-0.85225,nan,-0.85225,-0.85225,-0.8420700000000001,-0.8144600000000001,-0.78489,nan,nan,-0.75698,-0.76561,nan,-0.8122,-0.8361,nan,nan,nan,-0.85225,nan,-0.85225,nan,-0.85225,-0.85225,nan,-0.85225,-0.85225,nan,-0.87713,-0.90686,nan,-0.9663299999999999,nan,-1.0258,-1.0683,nan,-1.1872,nan,-1.2697,nan,nan,nan,nan,nan,nan,-1.2746,nan,-1.2151,-1.1854,nan,-1.14,-1.1381,nan,nan,nan,nan,-1.1488,nan,nan,nan,-1.186,nan,-1.069,nan,nan,-0.96572,nan,nan,-0.8765200000000001,-0.8334,nan,nan,nan,nan,nan,nan,-0.54338,nan,nan,nan,nan,-0.7005399999999999,-0.7739199999999999,-0.83829,-0.89776,nan,nan,nan,nan,-0.7952100000000001,-0.73574,-0.6762699999999999,nan,nan,nan,nan,-0.37893000000000004,-0.31945999999999997,-0.27614,nan,-0.21084,nan,-0.18536,-0.18536,nan,nan,nan,nan,nan,nan,-0.28063,-0.29941999999999996,nan,nan,nan,-0.41534,-0.44506999999999997,nan,nan,-0.40735,-0.36488000000000004,-0.29398,-0.20477,-0.11557,-0.0051311,nan,0.23274,0.33251,0.42571000000000003,nan,0.5569,0.57681,0.57612,nan,0.51127,nan,0.39233,0.33287,nan,nan,nan,nan,0.19573,0.25328,0.32861999999999997,0.41781999999999997,0.50702,nan,nan,nan,0.92815,nan,1.2229,nan,nan,nan,1.7049,nan,1.9428,2.0617,nan,2.2984,nan,nan,nan,nan,nan,nan,nan,2.5963,nan,nan,2.3287,2.2395,nan,nan,2.015,nan,nan,1.8366,1.7807,nan,nan,nan,1.8105,nan,1.7607,nan,nan,nan,nan,1.6292,1.6248,1.6226,1.6141,nan,1.5586,1.5289,nan,1.4694,1.4391,nan,1.3262,1.2668,1.2073,1.1478,1.0943,1.0604,nan,1.0445,nan,nan,nan,nan
4.0,1.2862,1.2862,nan,nan,nan,1.2862,nan,nan,1.2862,nan,nan,1.2862,1.2862,nan,1.2862,nan,nan,nan,1.2862,1.2862,nan,nan,nan,nan,1.2862,1.2862,1.2862,nan,1.2862,nan,nan,1.2862,nan,nan,nan,nan,1.2862,nan,1.2862,nan,1.2862,1.2862,nan,nan,nan,nan,nan,1.2862,1.2862,nan,nan,nan,nan,nan,nan,nan,1.2862,1.2862,nan,1.2862,1.2779,1.2642,1.2483,nan,nan,nan,1.2229,1.2218,nan,nan,nan,nan,1.1606,nan,nan,nan,1.169,nan,nan,nan,nan,1.1989,1.1829,1.1653,1.1426,nan,1.0789,nan,1.0241,nan,nan,0.9762,0.9496399999999999,0.9191299999999999,0.88726,nan,nan,nan,nan,nan,nan,0.75354,0.73761,nan,nan,nan,nan,0.65794,nan,0.62608,0.61014,nan,nan,0.56234,0.5464100000000001,nan,nan,nan,nan,nan,0.45081000000000004,0.43488000000000004,nan,0.40301,0.39995,nan,0.39958,0.39768000000000003,nan,nan,0.35481,0.34251,0.33625,0.33625,nan,0.3331,nan,0.3066,0.29067,nan,nan,0.24286999999999997,nan,nan,nan,0.20959,nan,0.20112,nan,nan,nan,0.092556,nan,nan,0.08279,nan,nan,nan,0.035334,nan,nan,-0.012466,-0.028399,nan,-0.060266,nan,nan,-0.10807,nan,nan,nan,-0.17525,-0.20508,nan,nan,nan,nan,nan,nan,nan,nan,-0.49188000000000004,-0.52374,-0.54935,nan,-0.58485,-0.6010800000000001,nan,nan,nan,nan,-0.74036,-0.74036,-0.74036,nan,-0.74625,nan,nan,-0.79199,-0.80067,nan,-0.8036800000000001,nan,-0.81007,nan,nan,nan,nan,-0.88799,nan,-0.91986,-0.9293799999999999,-0.93034,-0.93034,-0.93034,-0.92212,nan,-0.8926299999999999,-0.87705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9692700000000001,-0.9852,nan,nan,nan,-0.99367,-0.99367,-0.99367,nan,nan,-0.98541,nan,-0.9535399999999999,-0.93971,nan,nan,-0.97088,nan,nan,-0.99367,nan,nan,nan,-1.0191,-1.035,nan,-1.0669,-1.0828,-1.0988,nan,-1.1306,-1.1466,nan,nan,nan,nan,nan,nan,-1.1212,nan,-1.1203,-1.1203,nan,nan,-1.1203,nan,nan,nan,-1.1641,-1.1793,-1.1837,nan,nan,nan,-1.197,-1.2123,nan,nan,nan,nan,nan,nan,nan,nan,-1.3103,nan,-1.3242,nan,-1.3561,nan,nan,nan,nan,-1.4324,nan,-1.4369999999999998,-1.4369999999999998,-1.4369999999999998,-1.4369999999999998,-1.4369999999999998,-1.4369999999999998,nan,nan,-1.4684,nan,nan
8.0,-0.47925,nan,nan,-0.47925,nan,-0.47925,nan,nan,nan,nan,nan,-0.47925,-0.47925,nan,-0.47925,nan,-0.47925,nan,nan,nan,-0.47925,nan,nan,nan,nan,nan,nan,-0.47925,nan,nan,nan,-0.47925,-0.47925,nan,-0.47925,nan,nan,nan,-0.49742,-0.50665,nan,nan,-0.52679,nan,nan,nan,-0.52679,nan,-0.52679,nan,nan,nan,-0.52679,nan,-0.52679,nan,-0.52679,-0.52679,-0.52679,-0.52679,nan,-0.52467,-0.52255,nan,nan,-0.46713999999999994,nan,-0.41022,nan,-0.31636,nan,nan,nan,-0.094736,nan,0.016077,0.071484,0.12689,0.1823,0.2377,0.29311,0.34852,0.40392,0.44419,0.48446000000000006,0.5214,nan,0.59527,0.63221,nan,nan,nan,0.77996,nan,0.8538399999999999,nan,nan,0.9655600000000001,nan,nan,nan,1.1419,nan,nan,nan,1.3266,nan,nan,nan,nan,nan,1.5233,1.5417,nan,nan,1.5485,nan,nan,nan,nan,nan,nan,nan,nan,1.4654,nan,1.4469999999999998,nan,nan,nan,nan,nan,nan,1.3433,nan,nan,nan,nan,nan,1.2747,nan,1.2423,nan,nan,1.1869,nan,nan,1.2374,nan,nan,1.2729,nan,1.2544,1.2452,nan,nan,nan,1.1369,nan,nan,nan,nan,nan,0.94694,nan,nan,nan,nan,0.80842,nan,nan,nan,0.6976100000000001,0.66991,nan,0.6099600000000001,nan,nan,0.50384,0.4669,nan,nan,0.33913000000000004,0.29296,nan,nan,nan,0.092677,nan,-0.018136000000000003,nan,nan,nan,nan,nan,nan,-0.50832,nan,nan,nan,-0.80382,-0.8719399999999999,nan,-1.0047,-1.0693,nan,-1.1986,-1.2633,nan,-1.3926,-1.4572,nan,-1.5601,nan,-1.6340000000000001,nan,-1.7079,nan,-1.7818,nan,-1.8556,nan,nan,nan,-1.8808,-1.8715,nan,nan,nan,nan,-1.7606,-1.7345,nan,-1.69,-1.6716,nan,nan,nan,-1.5977,-1.5792,-1.5607,-1.5419999999999998,-1.5232,nan,-1.4678,nan,-1.4124,-1.3889,nan,-1.347,-1.3285,nan,nan,nan,nan,-1.2362,nan,nan,nan,-1.1473,-1.1196,-1.0919,-1.0642,-0.9956200000000001,nan,-0.8439399999999999,nan,nan,nan,-0.42566000000000004,nan,-0.13016,0.017591,nan,nan,0.34004,nan,0.52382,nan,nan,0.68913,0.72607,nan,0.77542,nan,0.76937,0.7509,0.73243,nan,nan,nan,0.63327,0.6055699999999999,nan,0.5665100000000001,0.5665100000000001,0.5665100000000001,nan,0.5665100000000001,nan,nan,0.5665100000000001,0.5665100000000001,0.56787,0.56924,nan,nan,0.5969399999999999,0.60617,nan,0.6352399999999999,nan,nan,0.69065,0.70911
7.0,1.4743,nan,1.4743,1.4743,nan,nan,1.4743,1.4743,1.4743,1.4743,1.4569999999999999,nan,nan,nan,nan,1.3202,nan,nan,nan,1.3202,1.3202,1.3086,nan,nan,nan,nan,1.2432,1.2432,nan,nan,nan,nan,nan,nan,nan,0.74603,0.58644,0.40976999999999997,nan,0.12993,nan,nan,0.024916,0.041595,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09246900000000001,0.042168000000000004,nan,nan,nan,nan,-0.12678,-0.14365999999999998,nan,nan,nan,nan,nan,nan,nan,-0.56171,nan,nan,nan,nan,nan,nan,-1.7999,nan,-1.7934,nan,nan,nan,nan,-1.6793,-1.744,nan,nan,nan,nan,-1.7738,nan,nan,nan,nan,nan,-1.4373,nan,nan,-1.2179,nan,nan,nan,-0.9991200000000001,nan,nan,-0.99118,nan,nan,nan,nan,nan,nan,-1.1389,-1.13,nan,-1.0609,-1.0243,nan,nan,nan,-0.8780600000000001,nan,-0.84188,-0.84839,-0.8704700000000001,-0.90186,-0.93842,nan,nan,-0.93425,nan,nan,nan,nan,-0.75145,nan,-0.66518,-0.59795,nan,nan,-0.4403,nan,nan,-0.26926,nan,-0.1958,nan,nan,nan,nan,-0.089434,nan,nan,nan,nan,0.15765,0.2055,0.26145,nan,0.39174000000000003,nan,nan,nan,nan,nan,0.68738,nan,nan,nan,0.81592,nan,0.85672,nan,0.8598399999999999,nan,0.9480200000000001,nan,nan,nan,nan,nan,1.5972,1.5619,nan,1.5514,nan,nan,nan,1.3655,nan,1.3246,nan,1.3639,nan,1.4021,1.4119,1.4414,1.4832,nan,nan,nan,nan,1.555,nan,1.5197,1.4895,nan,1.4239,nan,nan,nan,1.3093,1.2543,1.2467,nan,nan,1.3176,nan,nan,nan,nan,0.77763,0.61017,nan,0.31813,nan,nan,0.09477100000000001,0.10157999999999999,nan,nan,0.28476,nan,nan,0.63539,nan,0.65589,nan,nan,nan,nan,-0.022446999999999998,nan,nan,-0.49873,nan,-0.56528,-0.48627,nan,nan,nan,nan,0.012606000000000001,nan,-0.20811999999999997,nan,-0.55676,nan,nan,-0.83626,nan,-0.80813,nan,-0.73575,-0.70139,-0.68299,-0.68299,nan,nan,-0.7732899999999999,nan,-0.84641,nan,-0.91953,nan,-0.95805,-0.95585,-0.9300799999999999,-0.9141299999999999,nan,nan,nan,nan,-0.97695,nan,-0.9908799999999999,-0.99118,-0.9903200000000001,-0.9662700000000001,nan,-0.9262,nan,-0.9141299999999999,nan,-0.89976,nan,-0.82989,nan,nan,nan,-0.61502,-0.5784600000000001,-0.5372399999999999,-0.44473,-0.36353,nan,-0.29131999999999997,nan,-0.23883000000000001,nan,nan,-0.050910000000000004,nan,0.10343,nan,nan
4.0,0.3053,0.3053,nan,nan,0.3053,nan,nan,0.3053,nan,0.3053,0.3053,nan,nan,0.3053,nan,nan,nan,0.3053,nan,0.3053,nan,nan,0.3053,nan,nan,nan,0.3053,0.3053,0.3053,0.3053,nan,nan,nan,0.3053,0.3053,0.3053,nan,0.28117,0.26150999999999996,nan,0.23215,0.25181,0.27146,nan,0.30239,nan,nan,nan,nan,0.3053,nan,0.3053,nan,0.3053,nan,0.30756999999999995,nan,0.33193,0.35158,0.37088000000000004,nan,nan,nan,nan,nan,0.38343,nan,nan,0.38343,nan,nan,0.38123,nan,0.35481999999999997,nan,0.3155,0.30825,0.3053,0.3053,0.3053,0.3053,0.3053,0.3053,nan,nan,nan,nan,nan,nan,nan,nan,0.3053,0.3053,nan,0.3053,nan,nan,nan,0.40781999999999996,nan,0.45766999999999997,nan,0.46156,nan,0.47583000000000003,nan,0.5138199999999999,nan,0.53969,nan,nan,nan,0.56829,nan,nan,nan,nan,nan,nan,0.69834,nan,0.73054,0.7502,0.76985,0.78951,nan,nan,0.8484799999999999,0.8681399999999999,0.88779,0.90745,0.92711,nan,0.9664200000000001,nan,nan,nan,nan,nan,1.1603,nan,1.2389,1.2782,1.3177,nan,1.4713,1.5496,nan,1.6887,nan,nan,nan,nan,nan,nan,1.8609,nan,nan,nan,nan,nan,1.5930000000000002,1.534,1.46,1.3752,1.2769,1.1787,1.0866,nan,0.92437,0.84691,0.77077,nan,nan,0.65367,nan,0.63972,0.65938,nan,0.6986899999999999,0.71835,0.738,nan,nan,nan,nan,0.8335100000000001,nan,nan,0.80917,nan,nan,nan,0.73054,nan,nan,nan,nan,nan,nan,0.38692,nan,nan,0.21,nan,nan,0.033093,-0.0065962,nan,-0.052751,nan,nan,-0.11172,-0.13138,-0.14909,nan,nan,nan,-0.16348,-0.18637,nan,nan,nan,nan,nan,nan,nan,nan,-0.63922,nan,nan,-0.81613,nan,nan,-0.99305,nan,-1.0816,nan,nan,nan,nan,-1.2782,nan,nan,nan,nan,nan,-1.4381,nan,-1.5146,-1.5539,nan,nan,-1.6718,nan,nan,-1.7579,nan,nan,nan,nan,nan,nan,nan,-1.837,nan,nan,nan,-1.8823,nan,-1.8823,nan,-1.8823,nan,-1.8823,nan,nan,nan,-1.8087,nan,-1.7694,nan,-1.7252,nan,nan,nan,-1.5768,nan,nan,nan,nan,nan,nan,nan,nan,-1.3183,nan,nan,-1.2593,-1.2396,nan,-1.2003,nan,-1.161,-1.1413,-1.1217,-1.1085,-1.101,-1.101,nan,nan,-1.0816,nan,nan,-1.0229
4.0,0.9808100000000001,nan,0.9808100000000001,0.9808100000000001,nan,nan,nan,0.9808100000000001,0.9808100000000001,0.9808100000000001,0.9808100000000001,nan,0.9808100000000001,nan,nan,0.9808100000000001,0.9808100000000001,nan,nan,nan,0.9808100000000001,0.9808100000000001,nan,0.9808100000000001,nan,nan,nan,nan,0.9808100000000001,nan,0.9808100000000001,nan,0.9808100000000001,nan,nan,0.9808100000000001,nan,0.9808100000000001,nan,0.9808100000000001,nan,nan,nan,nan,0.9808100000000001,0.9808100000000001,nan,nan,0.9808100000000001,0.9808100000000001,nan,nan,0.9808100000000001,0.9808100000000001,0.9808100000000001,nan,0.9808100000000001,0.9808100000000001,nan,0.9808100000000001,0.9808100000000001,0.9808100000000001,nan,nan,0.9808100000000001,nan,nan,nan,0.9808100000000001,0.9808100000000001,0.9808100000000001,0.9808100000000001,nan,nan,nan,nan,nan,nan,1.0125,nan,1.0241,nan,nan,nan,1.0277,1.0277,nan,1.0277,nan,1.0277,nan,nan,nan,nan,nan,1.0174,1.0104,1.0034,0.99635,0.9893299999999999,0.9823,0.9752799999999999,nan,nan,0.9542200000000001,nan,nan,nan,0.92614,0.91912,nan,nan,0.89805,nan,nan,0.86698,0.8529399999999999,0.8389,nan,nan,nan,nan,nan,0.75465,0.7406,nan,nan,0.7012,nan,nan,0.67786,nan,nan,nan,0.6450899999999999,nan,nan,nan,nan,nan,0.56328,nan,nan,0.53969,0.53266,0.52564,nan,0.50513,nan,nan,0.44811000000000006,nan,0.40599,nan,nan,nan,0.32174,0.30067,0.27960999999999997,0.25855,0.23749,0.21641999999999997,0.19535999999999998,nan,0.15323,nan,0.11110999999999999,nan,nan,nan,0.0059444,-0.022139,nan,nan,nan,-0.12522,-0.14643,nan,nan,nan,nan,nan,nan,nan,-0.23874,nan,-0.23874,-0.23874,nan,nan,nan,-0.23874,nan,nan,-0.23695,-0.22993000000000002,-0.22291,nan,nan,-0.20185,nan,nan,-0.20289000000000001,nan,-0.21693,-0.22395,-0.23098000000000002,-0.23958000000000002,nan,nan,nan,nan,-0.34181999999999996,nan,-0.38394,nan,-0.42607,nan,nan,nan,nan,-0.54752,-0.5847100000000001,-0.62684,nan,nan,-0.75331,nan,nan,-0.89259,nan,nan,nan,nan,-1.1347,-1.1793,nan,-1.2635,nan,nan,nan,-1.4174,nan,-1.4638,nan,-1.5059,nan,-1.5449,-1.5578,-1.5648,nan,-1.5788,-1.5859,nan,-1.5962,nan,-1.599,-1.599,-1.599,-1.599,-1.599,-1.5953,nan,nan,nan,nan,nan,-1.5515,nan,nan,nan,-1.4992,nan,-1.4711,-1.4602,nan,nan,nan,nan,-1.4226,-1.4156,-1.4086,nan,-1.3945,-1.3875,-1.3805,-1.3734,nan,nan,-1.3645,nan,-1.3645,-1.3645,-1.3645,-1.3664,-1.3724,nan,-1.3858,-1.3929,-1.3999,nan,nan,-1.4305,-1.4446,nan,nan,-1.4867,nan,nan,nan,nan,nan,nan,-1.4653,-1.4583
