2.0,2.0836,nan,nan,nan,nan,nan,2.2347,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3973,nan,nan,nan,nan,-0.070176,-0.28403,nan,nan,nan,nan,nan,1.5689,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12140999999999999,nan,1.0715,nan,-0.40451,nan,nan,-0.7720100000000001,-0.7864399999999999,nan,nan,nan,-0.44222,nan,nan,0.26638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.72849,0.15555,-0.45305,nan,nan,nan,nan,0.88085,nan,nan,nan,-0.52372,nan,-0.8637,nan,-0.8219799999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.40789000000000003,nan,nan,-0.85272,nan,nan,nan,-0.46238,nan,nan,-0.9691200000000001,nan,nan,-0.67609,nan,nan,nan,nan,nan,nan,-0.84303,-0.76326,-0.78752,nan,-0.090761,-0.75839,nan,nan,-0.94945,-0.17268,nan,0.96936,nan,nan,nan,nan,nan,nan,nan,nan,0.18774000000000002,nan,0.24923,0.34154,-0.4858,nan,nan,2.0638,nan,nan,nan,nan,nan,nan,nan,nan,-0.81557,-0.54351,nan
1.0,2.6173,3.2310000000000003,nan,2.7515,nan,2.2746,1.9898,nan,nan,nan,nan,nan,nan,nan,nan,1.4457,1.2830000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.078764,-0.41918,nan,nan,nan,nan,nan,nan,0.83868,0.91775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029094,nan,nan,nan,0.5554600000000001,nan,nan,nan,nan,nan,nan,nan,nan,0.093769,nan,nan,nan,-1.0744,nan,nan,nan,1.1519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.03,nan,nan,nan,-1.1306,nan,nan,nan,nan,nan,nan,-0.20756999999999998,nan,nan,1.1254,nan,nan,nan,nan,nan,nan,-1.0612,nan,nan,nan,0.34862,nan,nan,0.31214000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.79022,nan
3.0,1.9823,nan,nan,nan,2.5463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3467,nan,nan,nan,nan,nan,nan,nan,-0.8736,nan,nan,nan,1.5681,nan,nan,nan,nan,-0.67812,nan,-0.8059999999999999,-0.75559,nan,nan,1.4796,nan,1.0849,0.50515,nan,nan,nan,-0.56311,nan,nan,nan,nan,nan,nan,0.72696,nan,-0.7944100000000001,nan,nan,nan,nan,-0.8915700000000001,-0.79677,nan,1.2566,nan,0.48503999999999997,-0.10758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027719999999999998,nan,-0.44211999999999996,-0.5905100000000001,nan,nan,-0.8819600000000001,-0.8899799999999999,nan,nan,nan,nan,-0.91986,-0.8296600000000001,-0.84331,-0.8537399999999999,0.8985,nan,-0.3046,nan,nan,-0.42841,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9098200000000001,nan,nan,nan,nan,-0.8785,nan,nan,nan,-0.99931,-0.92496,-0.62571,nan,nan,0.81553,nan,nan,nan,nan,nan,-0.89655,-0.62529,nan,0.37454,nan,nan,nan,nan,-0.26200999999999997,0.38423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,4.8586,nan,nan,3.9892,nan,nan,2.2543,2.2126,nan,nan,1.0597,nan,nan,nan,nan,0.9837799999999999,0.6471,nan,nan,nan,nan,nan,-0.39102,nan,nan,nan,nan,nan,nan,nan,nan,-0.1271,-0.089653,nan,nan,nan,nan,-0.767,nan,nan,nan,0.010522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.26216999999999996,nan,nan,nan,nan,-0.35326,nan,nan,nan,nan,0.40873000000000004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.24585,nan,nan,-0.15147,-0.12872999999999998,nan,nan,nan,nan,-0.08632100000000001,-0.73575,-0.73821,nan,nan,nan,nan,nan,nan,-0.72768,nan,nan,nan,nan,-0.66086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.72296,nan,nan,nan,nan,-0.30333000000000004,-0.79396,nan,nan,nan,-0.6561600000000001,nan,nan,nan,-0.50326,nan,nan,-0.53396,nan,nan,-0.5946899999999999,nan,nan,-0.8252799999999999,-0.8324600000000001,-0.83101,nan,nan,1.3102,nan,nan,nan,nan,nan,-0.70539,-0.11584000000000001,nan,nan,0.2286,nan,nan,nan,nan,nan,2.0468,nan,nan,nan,nan,nan,0.62425,nan,-0.35352,nan,nan,-0.51458
3.0,1.236,nan,3.2952,nan,nan,nan,2.1628,1.8094,nan,0.56834,-0.22157,nan,nan,-0.9571799999999999,nan,nan,nan,nan,0.9633799999999999,nan,nan,0.59334,nan,-0.3031,-0.84449,nan,nan,nan,nan,1.0874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.8034,-0.42658,-0.99103,nan,nan,nan,nan,nan,0.7854800000000001,nan,nan,-0.90138,nan,nan,nan,nan,-0.9385399999999999,nan,nan,nan,nan,0.22095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.62378,-0.1376,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.30308,-0.57725,nan,nan,nan,nan,nan,0.6469,nan,nan,nan,nan,nan,0.82484,0.47025,nan,nan,0.30246,nan,nan,nan,-0.99456,nan,nan,nan,nan,nan,nan,-1.1077,nan,nan,-0.42728999999999995,-0.8333799999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.1446,nan,nan,nan,nan,nan,nan,nan,nan,0.8811399999999999,0.061887,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0739,nan,-0.0021662,-0.082932,nan,0.7227399999999999,nan,nan,nan,nan,nan,nan,nan
2.0,4.1621,nan,nan,nan,nan,2.8388,2.553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.76363,nan,nan,nan,nan,nan,nan,nan,nan,1.8541,nan,1.2927,nan,nan,nan,nan,nan,nan,-0.45283,nan,-0.8405299999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.72714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.58019,nan,0.79367,nan,nan,-0.28183,-0.6076699999999999,nan,nan,nan,nan,-0.83519,nan,nan,-0.41641000000000006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.82883,nan,nan,nan,nan,-0.77095,nan,nan,nan,nan,nan,0.37041,nan,nan,nan,nan,nan,-0.84034,nan,nan,-0.14679,nan,-0.87072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2362,nan,nan,nan,0.29656,nan,nan,nan,-0.7842600000000001,nan,-0.099467,0.026996,0.23393000000000003,-0.10467,nan,nan,nan,-0.15232,nan,nan,nan,nan,nan,-0.1835,nan,nan,-0.60351,nan
1.0,1.4302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.82626,nan,nan,nan,1.074,nan,nan,nan,-0.42295,-0.70528,nan,nan,nan,nan,0.50138,nan,0.6047,nan,nan,nan,-0.93739,nan,-0.85549,nan,-0.87556,nan,nan,nan,nan,0.051729,nan,nan,nan,-0.94704,nan,nan,nan,nan,nan,nan,0.5416,0.24115,nan,nan,nan,nan,nan,nan,nan,0.26066,nan,nan,nan,nan,nan,nan,-0.7976800000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.96819,nan,nan,nan,0.56691,nan,nan,-0.8837299999999999,-0.9474799999999999,nan,nan,nan,nan,nan,0.42858999999999997,0.16759000000000002,nan,nan,nan,nan,0.59517,nan,nan,nan,-1.0315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9739899999999999,nan,nan,nan,nan,nan,-0.9033899999999999,nan,nan,nan,0.5259199999999999,nan,nan,nan,-0.9738,-0.34835,nan,nan,-0.05171900000000001,nan,nan,nan,nan,nan,2.346,nan,nan,2.0537,nan,nan,nan,nan,nan,nan,nan,nan
1.0,5.2353,nan,nan,nan,3.0163,2.945,nan,nan,nan,nan,nan,nan,-0.5726899999999999,-0.70644,0.8783,nan,nan,nan,nan,-0.49349,nan,nan,nan,nan,nan,nan,1.7514,1.2817,0.98111,nan,nan,nan,nan,-0.06180700000000001,nan,nan,nan,-0.71246,nan,nan,nan,nan,nan,nan,nan,nan,-0.26364,nan,nan,nan,nan,0.49999,nan,nan,nan,-0.29008,nan,nan,nan,nan,-0.54262,-0.35932,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34201,nan,nan,nan,nan,nan,nan,nan,-0.10355,nan,nan,nan,nan,-0.21479,nan,-0.65577,nan,nan,nan,-0.22726,nan,nan,nan,nan,nan,nan,nan,-0.66152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.7278100000000001,nan,-0.63245,nan,nan,-0.7358600000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.78325,nan,nan,nan,nan,nan,-0.7272,1.1375,nan,nan,nan,nan,-0.12402,-0.59839,-0.11269000000000001,-0.5603199999999999,nan,0.2525,nan,0.19975,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7147600000000001,0.14169,nan,nan,nan,nan
1.0,4.2487,nan,nan,nan,3.0757,nan,2.3432,nan,nan,nan,nan,1.0136,0.45074,nan,nan,1.2553,0.9466600000000001,nan,0.3237,0.065889,nan,nan,nan,nan,nan,nan,nan,1.4286,1.2846,nan,nan,nan,-0.35493,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.017934000000000002,nan,nan,nan,-0.6265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42083999999999994,nan,nan,0.158,nan,-0.58305,nan,nan,nan,-0.48682,-0.42765,-0.7338899999999999,-0.45248,nan,nan,nan,nan,-0.079264,nan,nan,nan,nan,nan,0.38599,nan,nan,nan,nan,nan,nan,nan,-0.6301800000000001,nan,nan,nan,nan,-0.5179199999999999,nan,nan,nan,-0.74252,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.81414,-0.16697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.55792,nan,nan,nan,-0.6096600000000001,-0.40299,nan,-0.6663,-0.88044,-0.7832399999999999,nan,nan,-0.8628299999999999,nan,nan,nan,nan,nan,nan,nan,-0.44293999999999994,-0.72443,-0.32595,nan,nan,nan,nan,0.14456,-0.023615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.77495,nan,-0.5270199999999999
3.0,1.2912,3.8626,nan,3.2847,nan,2.6173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.82258,nan,nan,nan,0.20126,-0.15642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9404899999999999,nan,nan,nan,nan,-0.53345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.21784,nan,-0.71539,nan,nan,nan,nan,nan,nan,0.7096899999999999,nan,nan,nan,nan,-0.47147,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64965,nan,nan,nan,nan,nan,nan,nan,0.57072,nan,-0.026912000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.1682,-1.173,nan,0.65163,0.44865,nan,0.6027600000000001,nan,nan,nan,nan,nan,nan,0.52685,nan,nan,nan,nan,nan,nan,nan,-0.19389,nan,nan,nan,nan,nan,-1.1312,nan,nan,nan,nan,nan,nan,-1.2814,nan,-0.18309,nan,nan,nan,nan,nan,nan,nan,nan,-1.1687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
