13.0,2.0218,nan,nan,nan,1.4286,nan,nan,nan,0.79535,nan,nan,nan,0.25113,nan,-0.007722,nan,-0.24934,nan,nan,nan,nan,nan,-0.67553,nan,nan,nan,-0.7490600000000001,nan,nan,nan,nan,-0.8565299999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2874,nan,nan,nan,nan,nan,nan,-0.1409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6835,nan,nan,1.9421,nan,nan,nan,nan,nan,nan,nan,nan,0.46635,0.31051,nan,nan,nan,nan,nan,nan,-0.8389,nan,nan,nan,nan,nan,nan,-1.3654,nan,nan,nan,nan,-0.83662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.27802,nan,nan,nan,nan,nan,nan,nan,nan,-0.0060319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4471,nan,nan,nan
4.0,1.5247,nan,1.4108,nan,nan,nan,0.6642600000000001,0.4898,nan,nan,nan,nan,nan,0.26063000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.8856299999999999,nan,nan,nan,nan,nan,nan,-1.3026,-1.0764,-0.8770600000000001,-0.6390600000000001,nan,nan,-0.41994,-0.3843,nan,nan,-0.30538000000000004,nan,nan,0.18202000000000002,nan,nan,nan,0.95181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.29773,-0.5002300000000001,-0.66685,nan,nan,nan,nan,-1.0872,nan,-1.4955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.22503,-0.12119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36218,nan,nan,0.95521,1.0968,nan,nan
11.0,2.2149,nan,nan,nan,1.4326,1.2854,nan,nan,nan,0.7124199999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.59104,nan,-0.60218,nan,nan,nan,nan,-0.80281,nan,nan,nan,nan,nan,-1.0874,-1.08,-1.1085,nan,nan,nan,nan,-1.0388,nan,nan,nan,-0.78884,-0.7087399999999999,-0.64552,-0.53587,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.50815,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8472,nan,nan,nan,nan,nan,0.6622100000000001,nan,0.43317,nan,nan,nan,-0.076583,nan,nan,nan,nan,nan,nan,nan,nan,-0.9842200000000001,-1.0205,nan,nan,nan,nan,nan,nan,-1.08,nan,nan,nan,-1.0711,nan,nan,nan,-0.9028700000000001,nan,-0.8194,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.068284,nan,nan,0.598,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.0,1.8719999999999999,nan,nan,1.3969,nan,1.0838,nan,nan,nan,nan,0.42048,nan,nan,nan,nan,0.076636,nan,nan,nan,nan,nan,nan,-0.18156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.46952,nan,nan,nan,nan,nan,-1.4629,nan,-1.6354,-1.6336,nan,nan,nan,nan,nan,nan,-0.82867,nan,nan,nan,nan,nan,-0.17084000000000002,nan,-0.006773100000000001,nan,nan,-0.031544,nan,0.028394,nan,nan,nan,nan,nan,nan,0.20253,nan,nan,nan,nan,nan,nan,0.86544,nan,1.1581,nan,nan,nan,nan
4.0,1.7309999999999999,nan,nan,nan,nan,nan,0.7330300000000001,nan,nan,1.0373,0.99211,0.85036,nan,nan,nan,nan,-0.27144,-0.58421,nan,-0.31483,nan,nan,nan,nan,nan,nan,nan,-0.88531,-1.0571,nan,nan,nan,nan,nan,-1.4629,nan,nan,nan,nan,nan,nan,-0.60821,nan,nan,nan,nan,nan,-0.33079000000000003,nan,nan,nan,nan,nan,nan,nan,nan,1.584,1.8049,nan,nan,nan,nan,1.7706,1.6291,nan,nan,nan,0.86516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.084642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0337,-1.2987,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.18043,nan,nan,nan,nan,nan,nan,0.14095,nan,nan,nan,nan,0.31706,nan,nan,nan,nan,nan,nan,nan
13.0,1.8427,nan,nan,nan,1.2684,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.052315999999999994,nan,-0.020425,nan,nan,nan,nan,nan,nan,nan,-0.28943,nan,nan,-0.44503000000000004,nan,nan,nan,-0.83972,nan,-1.0607,nan,nan,nan,nan,nan,-1.5917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11523,nan,nan,nan,0.7574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5978,nan,nan,1.0994,0.94152,nan,nan,nan,nan,0.13790999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.6079,nan,nan,nan,-1.6015,nan,-1.3692,nan,-1.1272,nan,nan,nan,nan,-0.56907,nan,nan,nan,nan,-0.34289000000000003,nan,nan,nan,nan,nan,nan,nan,nan,0.14406,nan,nan,nan,nan,nan,nan,nan,nan,1.1884,1.3384,nan,nan,nan
8.0,1.2674,nan,1.1556,nan,nan,1.0369,nan,nan,nan,nan,0.8253799999999999,0.81067,nan,nan,nan,nan,nan,nan,0.82949,0.77445,0.7580899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03304,nan,nan,nan,-0.59636,nan,-0.92717,-1.0395,nan,nan,nan,nan,nan,nan,-1.7854,nan,nan,nan,-1.0812,-0.88236,-0.6754100000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48481,0.2381,nan,nan,nan,-0.67747,-0.89405,nan,nan,-1.4872,-1.6817,nan,nan,-1.7208,nan,nan,nan,nan,-1.4798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.15672,-0.10827,nan,nan,0.038225,nan,nan,nan,nan,0.34789000000000003,nan,nan,nan,0.59132,nan,nan,nan,0.74564,0.75232,nan,nan,nan,nan
3.0,1.8479,1.693,nan,nan,1.0938,0.8614299999999999,0.66187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.4469,nan,nan,-1.5141,nan,-1.1876,nan,nan,-1.2558,nan,-1.1583,nan,nan,-0.90909,nan,nan,nan,nan,nan,nan,nan,-0.039356999999999996,nan,nan,nan,nan,nan,nan,nan,nan,1.166,nan,nan,nan,nan,nan,1.7045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32004,0.17187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0527,-0.99725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.50322,nan,nan,nan,nan,0.10338,nan,nan,0.31914000000000003,nan,nan,0.43308,0.5867100000000001,0.71851,nan,nan,1.0334,nan,nan,nan,1.8251
14.0,1.9726,nan,nan,nan,nan,nan,nan,nan,1.2418,nan,nan,0.56487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.7710199999999999,-0.76568,nan,-1.0962,nan,nan,-0.93771,nan,nan,-1.0451,-1.1686,-1.2918,-1.3439,-1.4008,nan,nan,nan,nan,nan,0.1845,nan,nan,nan,nan,nan,nan,nan,0.2792,0.15442999999999998,nan,nan,nan,nan,nan,-0.10786,nan,nan,0.82542,1.1675,1.4595,nan,1.7394,1.4358,nan,0.79304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.031584,-0.046551,nan,nan,0.10081,nan,nan,nan,-0.8859799999999999,nan,-1.3899,nan,nan,nan,nan,nan,nan,-1.4219,nan,nan,nan,-1.0573,nan,nan,nan,nan,nan,nan,nan,nan,0.17307,nan,nan,nan,nan,-0.0049504,nan,nan,0.8562,1.043,1.0792,nan,1.0051,1.3356,nan,nan,nan,1.7328,nan
8.0,1.2512,1.1732,nan,nan,nan,0.7422,nan,nan,nan,nan,nan,0.61228,nan,nan,0.5163800000000001,0.5152100000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.051113,nan,-0.36209,nan,nan,-0.74574,nan,nan,-0.9027200000000001,-1.0483,nan,nan,-1.3692,-1.4546,nan,nan,nan,nan,nan,nan,nan,nan,-0.72937,-0.5071,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4917,nan,nan,nan,nan,1.9582,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1761,nan,nan,nan,-0.97534,-1.1699,nan,-1.5885,nan,nan,-1.7890000000000001,nan,nan,-1.5852,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.62765,nan,nan,nan,nan,nan,0.084522,nan,nan,nan,0.28148,nan,0.39118,nan,nan,nan,nan,nan,nan,nan,0.72952,nan,0.8551,nan,nan,nan,nan,nan,nan,1.0733,1.1084,nan
