3.0,-0.78342,-0.6983699999999999,nan,-0.20325,nan,0.40786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18958,0.060660000000000006,nan,nan,-0.73649,-0.7480399999999999,nan,nan,nan,nan,nan,nan,nan,nan,1.4902,nan,1.4035,nan,nan,nan,nan,1.6416,nan,nan,0.86871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2842,-1.4876,nan,nan,-1.2883,-1.091,nan,-0.72526,nan,nan,nan,-0.57284,nan,nan,nan,nan,-1.2415,nan,nan,-1.3430000000000002,nan,nan,nan,-0.62846,-0.45365
4.0,-0.81367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2864,nan,nan,0.6077100000000001,nan,nan,nan,nan,-0.7873,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6569999999999998,nan,nan,nan,1.5636,nan,nan,1.1672,1.1378,nan,1.3659,nan,nan,nan,nan,nan,-0.7601899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.62593,nan,nan,-0.35815,nan,nan,nan,-0.6166699999999999,nan,nan,-1.3642,nan,nan,nan,nan,nan,-0.58573,nan
6.0,-0.9176,nan,nan,nan,nan,nan,nan,nan,1.0256,nan,1.3175,nan,nan,nan,nan,nan,nan,nan,0.64373,nan,0.17604,nan,nan,nan,nan,-0.8219799999999999,nan,nan,-0.09095700000000001,nan,nan,nan,1.2675,nan,nan,nan,1.3754,nan,1.4926,1.3755,nan,nan,1.4528,nan,nan,nan,nan,nan,nan,-0.79688,nan,nan,-0.43955,-0.59849,-0.8410299999999999,nan,nan,nan,nan,nan,nan,nan,-0.81989,nan,nan,-0.064709,nan,-0.40660999999999997,nan,nan,nan,nan,-1.4183,-1.5459,nan,nan,nan,nan,nan,nan
8.0,-0.461,-0.39871,nan,nan,nan,nan,nan,nan,nan,nan,1.4287,nan,nan,nan,nan,nan,nan,nan,0.24338,nan,-0.24861999999999998,-0.40488,-0.42289,nan,nan,nan,nan,nan,nan,nan,1.0004,nan,1.3978,nan,nan,1.3904,nan,nan,1.3956,nan,nan,nan,1.2445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0794,nan,nan,nan,nan,-1.0794,nan,nan,nan,nan,nan,-1.0794,nan
8.0,-0.52372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4639,nan,nan,nan,0.9938600000000001,nan,0.60821,nan,nan,nan,nan,-0.4743,nan,nan,nan,nan,nan,0.57501,nan,1.0511,nan,nan,nan,1.4565,nan,1.3912,nan,1.3911,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.23965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.074,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.074,nan,-1.074,nan,nan,nan,nan,nan,nan,nan,nan
8.0,-0.41261000000000003,nan,-0.16974,nan,nan,0.5462199999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.53752,nan,nan,nan,nan,nan,nan,-0.28669,-0.09728300000000001,nan,nan,nan,nan,nan,1.3113,nan,nan,nan,nan,1.2816,nan,1.3272,nan,nan,nan,nan,1.0863,0.8511200000000001,nan,nan,nan,nan,-0.34436,-1.1018,nan,nan,nan,nan,nan,-1.1018,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.1018,nan,nan,nan,nan,nan,nan,-1.1018,-1.1018,nan,nan,-1.1018,nan,-1.1018
5.0,-1.0326,nan,nan,-0.40041,-0.07228899999999999,0.26119000000000003,nan,nan,nan,nan,nan,1.4546,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.45376000000000005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.6842,nan,nan,nan,nan,-0.9527399999999999,nan,nan,-1.337,nan,nan,-1.1211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,-0.5414899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4498,nan,nan,nan,nan,0.75751,0.54303,0.24549,nan,nan,nan,nan,-0.47313999999999995,-0.29738000000000003,-0.089223,0.13278,nan,nan,nan,nan,nan,1.453,1.4731,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1118,0.8107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.062,nan,-1.062,nan,-1.062,nan,nan
3.0,-0.70213,nan,nan,nan,nan,nan,nan,0.53587,nan,1.0918,1.222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.62074,nan,nan,nan,nan,nan,nan,1.5826,nan,nan,nan,nan,1.0465,nan,nan,1.1203,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.66099,nan,nan,nan,nan,nan,nan,nan,-1.5776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.95721,nan,nan,nan
3.0,-0.89795,nan,nan,nan,nan,nan,0.79064,nan,nan,nan,nan,nan,1.2429999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.30156,-0.17485,nan,-0.51683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.4527,-1.2463,nan,nan,-0.48996999999999996
5.0,-0.9572299999999999,nan,nan,-0.42454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7852899999999999,nan,nan,-0.24229,-0.62007,-0.9618899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6144,nan,1.4278,1.581,nan,nan,nan,nan,nan,1.0378,nan,nan,0.05466699999999999,nan,-0.60355,nan,nan,0.039139,nan,-0.38151,-0.64365,-0.89999,-1.0873,-1.3596,nan,nan,nan,nan,nan,-0.61657,nan,-0.17919000000000002,-0.15874000000000002,nan,nan,nan,nan,nan,nan,nan,-1.3431,nan,nan,nan,-0.45696000000000003,nan
