11.0,-0.62329,nan,nan,-0.60014,nan,-0.55356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.41116,nan,nan,nan,-0.4224,nan,nan,nan,nan,nan,-0.39542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.44826000000000005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.52585,-0.45276000000000005,nan,nan,-0.60002,nan,nan,nan,nan,nan,nan,0.084538,nan,nan,0.37292,nan,nan,nan,nan,0.93835,nan,0.69619,nan,nan,1.0159,0.9762299999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.36717,nan,nan,-0.26825,nan,-0.19035,nan,0.039307,nan,nan,nan,nan,nan,nan,nan,nan,1.1281,nan,nan,0.7461899999999999,nan,0.35611,nan,nan,nan,-0.35443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2879,2.9566,2.9762,nan,nan,2.168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.2427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24645999999999998,nan,nan,nan,nan,0.9689399999999999,nan,nan,nan,1.1596,1.0867,nan,nan,nan,nan,nan,nan,0.83691,0.6681,nan,0.9724799999999999,nan,-0.13855,nan,nan,-2.168,nan,nan,0.52581,nan,nan,nan,nan,-0.5203800000000001,nan,nan,-0.68855,-0.74455,nan,nan,nan,nan,nan,nan,nan,-0.7542800000000001,-0.7363,nan,-0.7943,nan,nan,nan,-0.8240000000000001,-0.68499,nan,nan,-0.68862,-0.8747799999999999,nan,nan,nan,-0.65732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.77673,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.70308,nan,nan,nan,nan,-0.73251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.85503,nan,nan,-0.86129,nan,nan,nan,nan,-0.85905,-0.8543799999999999,nan,nan,nan,nan,nan,-0.9600299999999999,nan,nan,nan,nan,-0.8517,-0.84259,nan,nan,nan,nan,nan
6.0,-0.15835,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14843,nan,nan,nan,-0.15892,nan,nan,nan,nan,nan,nan,-0.030536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.092987,nan,nan,-0.060805,nan,nan,nan,-0.089286,nan,nan,nan,0.011559999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.3103,nan,nan,2.08,nan,nan,nan,nan,nan,nan,nan,nan,0.54355,nan,0.37986,nan,nan,nan,nan,nan,-0.76453,nan,nan,nan,-0.53754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.37431,-0.45627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.19875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.45566999999999996,-0.48794,nan,nan,nan,nan,nan,nan,-0.29285,nan,nan,-0.36889,nan,nan,nan,-0.65133,nan,nan,nan,nan,nan,nan,nan,nan,0.049016000000000004,0.41961000000000004,nan,nan,nan,nan,nan,nan,-0.10289000000000001,nan,nan,nan,nan,nan,nan,-0.0032351999999999997,nan,nan,nan,-0.60056,nan,0.24315,nan,nan,1.0063,nan,nan,1.5003,nan,nan,1.4676,3.4684,3.9777,nan,nan,nan,nan,3.1743,nan,nan,nan,2.2331,nan,2.187,2.4523,1.6451,nan,nan,nan,nan,nan,-1.3979,nan,nan,0.45533,nan,nan,nan,nan,nan,nan,-0.71002,nan,nan,-0.59853,nan,nan,nan,nan,-0.35602,nan,-0.64912,nan,-0.33495,nan,nan,nan,nan,nan,nan,-0.52873,-0.39692,nan,nan,nan,nan,nan,nan,nan,-0.64149,nan,nan,nan,-0.7242,-0.52332,-0.52679,nan,nan,nan,nan,nan,nan,-0.7229399999999999,nan,nan,nan,nan,-0.73085,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.59,nan,-0.80381,nan,nan,nan,nan,nan,-0.58727,nan,nan,nan,-0.55506,nan,nan,-0.65869,nan,nan,nan,nan,nan,nan,nan,nan,-0.68905,nan,nan,nan,nan,nan,-0.89597,nan,nan,nan,nan,-0.74633,nan,-0.72833,nan,nan,nan,nan
5.0,0.7834899999999999,0.77842,nan,nan,nan,nan,0.52882,nan,0.57952,0.48226,0.52113,nan,nan,nan,nan,nan,0.1033,nan,nan,nan,nan,nan,-0.098525,nan,nan,nan,-0.06880599999999999,-0.025487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.2781,3.8885,nan,nan,nan,0.7614,-0.034845,nan,-0.69998,nan,nan,5.175,nan,nan,nan,0.30838000000000004,nan,-0.035156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0964,nan,nan,nan,nan,-1.1624,nan,nan,nan,nan,nan,nan,nan,-1.0441,nan,-0.86435,nan,nan,nan,nan,nan,nan,-1.0526,nan,nan,nan,-1.0226,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.99695,-0.97549,nan,nan,nan,-1.16,nan,-1.2123,nan,nan,-1.2105,nan,-1.1867,nan,nan,nan,nan,nan,nan,-0.8511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.48835,nan,nan,nan,nan,nan,nan,nan,nan,-0.48967,-0.46955,nan,nan,nan,nan,nan,nan,nan,-0.27626999999999996,nan,-0.20561,nan,nan,-0.23165,nan,nan,-0.2076,nan,nan,nan,nan,nan,-0.10652,-0.1416,-0.073324,nan,nan,nan,-0.023112,nan,nan,nan,0.16797,nan,nan,nan,nan,0.32868,nan,nan,nan,nan,nan,nan,nan,nan,0.26563000000000003,nan,nan,nan,nan,nan,nan,0.43635,nan,nan,nan,nan,0.60625,0.64427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.76041,0.69787,nan,0.77818,nan,nan,nan,nan,nan,nan,nan,0.7450899999999999,0.7517199999999999,nan,nan,nan,nan,nan,0.8423700000000001,0.85714,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.88066,nan,nan,nan,nan,nan,nan,0.75805,nan,nan,nan,nan,nan,0.7730600000000001,nan,nan,0.75275,nan,nan,0.76645,nan,0.7751899999999999,nan
10.0,-0.14440999999999998,nan,nan,nan,nan,nan,nan,-0.25888,-0.20065,nan,nan,nan,-0.38481,nan,nan,nan,-0.76251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2358,nan,nan,nan,nan,nan,-1.2763,nan,nan,nan,nan,nan,nan,nan,-1.1603,nan,nan,nan,nan,nan,nan,nan,0.39515,0.34312,nan,nan,nan,nan,nan,nan,-0.024966,nan,-0.21800999999999998,nan,nan,nan,0.12566,nan,nan,0.1425,nan,nan,nan,nan,nan,nan,-0.5675,-0.52973,nan,nan,nan,nan,nan,-0.75779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.023,nan,-1.0608,nan,nan,-1.1753,-1.1559,-1.0855,-1.0341,nan,nan,nan,-0.71906,nan,nan,nan,nan,-0.7895399999999999,nan,nan,nan,nan,-0.6488,nan,nan,nan,nan,nan,nan,nan,nan,-0.7337100000000001,nan,nan,nan,nan,nan,-0.35921,nan,nan,nan,nan,nan,nan,nan,-0.08627699999999999,-0.082454,nan,nan,nan,-0.14669000000000001,nan,nan,nan,nan,nan,nan,nan,0.032423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.7951699999999999,nan,nan,nan,nan,nan,0.092847,0.27052,0.38416999999999996,nan,nan,0.67382,nan,nan,nan,nan,nan,nan,2.2421,nan,3.5387,nan,nan,2.9289,3.0005,nan,2.7028,nan,nan,nan,2.1522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0052933,nan,nan,nan,nan,nan,nan,nan,1.2304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.4085,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.08641900000000001,nan,nan,nan,nan,nan,nan,-0.23081,nan,-0.22174000000000002,nan,nan,nan,-0.034765,nan,nan,nan,-0.025934,-0.022318,-0.034095,nan,nan,-0.026074,nan,-0.022358000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.015109000000000001,nan,nan,nan,nan,nan,nan,nan,nan,-0.20414000000000002,nan,nan,-0.010407,-0.012784
7.0,1.3705,nan,1.3611,nan,nan,1.2726,nan,nan,1.1962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.88592,1.216,nan,nan,nan,-0.82262,nan,nan,nan,nan,nan,nan,nan,-3.3546,nan,nan,-1.9458,-1.4578,nan,nan,-0.19407,nan,0.84626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0176,nan,nan,nan,0.78291,nan,1.5207,nan,nan,nan,nan,1.5119999999999998,nan,nan,nan,nan,nan,nan,1.3168,nan,nan,1.5766,1.3312,nan,nan,nan,nan,nan,1.218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3736,nan,nan,nan,nan,0.038404,nan,nan,nan,nan,nan,nan,nan,-2.4232,-2.0141,nan,nan,nan,-1.5719,nan,0.95644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.055661,nan,nan,nan,nan,nan,nan,-0.37940999999999997,nan,nan,nan,nan,nan,nan,nan,nan,-0.34087,nan,nan,nan,nan,nan,-0.41415,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.45022,nan,nan,nan,nan,nan,-0.34133,nan,nan,nan,nan,nan,-0.29624,nan,-0.37656999999999996,nan,nan,nan,-0.27042,nan,nan,nan,nan,-0.30891,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.23206,nan,nan,-0.28972,nan,nan,-0.34197,nan,-0.30401,nan,nan,nan,-0.21338000000000001,nan,-0.31325,nan,nan,-0.29472,nan,nan,nan,-0.24531999999999998,nan,nan,-0.27671999999999997,nan,-0.27264,nan,nan,-0.3297,nan,nan,nan,-0.3196,nan,nan,nan,nan,nan,nan,nan,nan,-0.44482,-0.44228999999999996,nan,nan,nan,-0.45425,nan,nan,nan,nan,nan,nan,-0.44701,nan,nan,nan,nan,nan,nan,nan,nan,-0.37085999999999997,nan,nan,nan,nan,nan,nan,-0.31311,nan,-0.40653,-0.36096999999999996,nan,nan,nan,nan,nan,nan,-0.31326,nan,nan,-0.41795,-0.44304,nan,-0.30189,nan,nan,nan,nan,nan,nan,-0.42568999999999996,nan,-0.42946000000000006,nan,nan
8.0,-0.9548200000000001,nan,nan,-0.31893,nan,nan,nan,-0.64879,nan,nan,-0.59885,nan,nan,nan,nan,nan,nan,nan,-1.272,nan,-1.2368,nan,-1.3208,nan,nan,nan,nan,nan,nan,nan,-1.1404,nan,nan,-0.28848,nan,nan,nan,nan,nan,0.30828,nan,nan,nan,nan,0.53554,nan,0.6379600000000001,nan,0.79047,nan,nan,nan,0.38354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.095855,nan,nan,nan,nan,-0.20384000000000002,nan,-0.36173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.27195,nan,nan,nan,nan,-0.2248,-0.053658000000000004,nan,nan,nan,nan,nan,nan,nan,nan,-0.03267,nan,nan,nan,nan,nan,0.43391,nan,nan,nan,0.29604,nan,nan,nan,0.39434,0.55445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1485,nan,1.1976,nan,nan,nan,nan,0.92719,nan,0.7216899999999999,nan,nan,nan,0.40776999999999997,nan,1.0134,nan,nan,nan,1.1956,0.5715600000000001,nan,nan,nan,nan,nan,nan,nan,1.6007,nan,nan,1.9746,nan,nan,2.3278,2.3876,1.9516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1211,nan,nan,nan,nan,nan,1.2622,0.8546100000000001,nan,nan,nan,nan,-0.0085639,nan,nan,nan,-0.38522,nan,nan,nan,nan,nan,nan,nan,0.55237,nan,nan,-0.5283,nan,nan,nan,nan,nan,-0.79483,-0.53201,nan,-0.5109100000000001,-0.71712,nan,-0.93319,-1.1537,nan,nan,nan,-0.62116,nan,nan,nan,nan,nan,nan,-0.7781399999999999,nan,nan,nan,nan,nan,nan,-1.2177,nan,nan,nan,nan,nan,-1.1613,-0.92286,nan,nan,nan,nan,nan,-1.0523,-0.8623700000000001,nan,nan,nan,nan,nan,nan,-0.8283799999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.1015,nan,-0.8444299999999999,nan,nan,nan,nan,-0.8458600000000001,-0.72437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.82325,nan,nan
9.0,-0.78487,nan,nan,nan,-0.71614,nan,-0.4665,-0.45729,nan,nan,nan,-0.40842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5978100000000001,nan,nan,nan,-0.21786,nan,nan,nan,nan,nan,nan,nan,-1.1085,nan,nan,nan,nan,nan,0.14568,nan,nan,nan,1.2131,1.2618,1.3367,nan,1.9534,nan,nan,nan,nan,nan,1.3055,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.115,1.2125,nan,nan,nan,nan,nan,1.2518,nan,nan,1.1294,nan,nan,nan,nan,1.2185,1.1885,nan,nan,1.1642,nan,nan,nan,nan,1.1874,nan,nan,nan,1.2202,1.2614,nan,nan,nan,1.2736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3463,nan,nan,1.4703,1.4057,nan,nan,1.3746,nan,nan,nan,nan,1.5952,nan,nan,nan,nan,nan,1.5553,nan,1.4968,nan,1.1721,nan,0.025979000000000002,0.030231,nan,-0.56261,nan,nan,-1.2707,-1.6184,nan,-1.45,nan,-2.0425,nan,nan,nan,nan,nan,-0.49208999999999997,nan,nan,nan,-0.26661,nan,nan,nan,nan,-0.23956,nan,nan,nan,-0.49875,nan,nan,nan,0.37404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.10637,nan,nan,nan,nan,-0.5164300000000001,nan,nan,nan,nan,nan,-0.47526999999999997,nan,nan,-0.51736,-0.50354,-0.50795,-0.59883,nan,nan,nan,nan,nan,nan,nan,nan,-0.59531,nan,nan,nan,nan,-0.59153,nan,-0.5020899999999999,nan,-0.70431,nan,nan,-0.6058899999999999,nan,nan,nan,nan,nan,nan,-0.9359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.8221700000000001,-0.9629200000000001,nan,-0.9754700000000001,nan,-0.98674,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.81626,-0.99193,nan,nan,-1.0075,nan,nan,nan,nan,nan,nan,nan,-0.9383,-0.9358700000000001,-0.80895,nan,nan,nan,-0.9935,nan,-0.94789,-0.98044,nan,nan,nan,-0.9747899999999999,nan,-0.9581299999999999,nan
4.0,-0.65441,nan,nan,nan,nan,nan,nan,nan,-0.37981,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.64177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.81921,nan,nan,nan,-0.8669100000000001,-0.84598,nan,nan,nan,nan,-0.80501,-0.81153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9332799999999999,nan,nan,nan,-0.9611299999999999,nan,-0.8388,-0.82563,nan,nan,nan,nan,nan,0.47608,nan,nan,nan,nan,nan,nan,nan,nan,0.30262,nan,nan,nan,0.22649,nan,nan,nan,nan,-0.41671,nan,nan,nan,nan,-1.3291,nan,nan,nan,-1.6295,nan,-1.1484,nan,nan,2.6306,nan,-1.2636,0.84667,nan,nan,nan,nan,nan,nan,-1.2007,nan,-1.5591,nan,4.0156,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.5686,nan,nan,nan,-1.3243,nan,nan,-1.2819999999999998,nan,nan,nan,nan,nan,-0.43065,nan,nan,nan,1.0521,nan,nan,nan,1.7483,2.3674,nan,nan,nan,nan,nan,nan,2.5849,nan,nan,nan,nan,nan,1.0270000000000001,nan,0.43723999999999996,nan,nan,1.1246,nan,-0.27726,nan,nan,nan,-0.06483,nan,0.094359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07272100000000001,nan,nan,nan,nan,nan,nan,0.06738999999999999,nan,nan,nan,nan,0.058366999999999995,0.084621,0.12067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27673000000000003,nan,nan,nan,0.24463000000000001,nan,nan,nan,nan,nan,nan,0.34653,nan,0.43765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45093999999999995,nan,nan,nan,nan,nan,nan,nan,nan,0.54564,nan,nan,nan,0.48145,nan,0.44948,0.49491999999999997,nan,nan,nan,nan,nan,nan,0.37131,0.37323,nan,nan,nan,nan,0.59017,nan,0.5042300000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.62779,nan,nan
10.0,-0.59335,nan,nan,nan,nan,nan,nan,nan,nan,-0.62697,-0.63026,nan,-0.62768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.67002,-0.6264,nan,nan,nan,nan,nan,-0.69595,nan,nan,nan,nan,nan,nan,nan,-0.74155,-0.7368600000000001,nan,-0.76218,nan,nan,-0.73839,nan,nan,-0.7349100000000001,nan,nan,nan,nan,-0.7829,nan,nan,-0.77535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11857999999999999,nan,0.53036,nan,nan,nan,nan,nan,0.6771699999999999,0.67925,nan,0.5493399999999999,nan,nan,nan,nan,nan,0.5083,0.5051899999999999,nan,nan,nan,nan,nan,nan,nan,-0.34526,nan,nan,-0.45271999999999996,nan,-0.46643,nan,nan,nan,-0.37448000000000004,-0.36856,nan,nan,-0.32276,nan,-0.26549,nan,nan,-0.097178,nan,nan,nan,nan,0.11334000000000001,nan,nan,nan,nan,0.267,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20090999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.40865,nan,nan,nan,nan,nan,nan,nan,0.65838,0.60956,nan,0.71606,0.69923,nan,nan,nan,nan,nan,0.64985,0.7199,nan,nan,nan,0.6855899999999999,nan,nan,nan,nan,nan,0.79779,nan,nan,nan,0.73558,nan,nan,nan,0.020137000000000002,nan,nan,nan,nan,nan,-1.1137,nan,nan,nan,0.6400100000000001,1.0604,nan,nan,nan,nan,nan,nan,nan,nan,4.3235,nan,nan,nan,3.9423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.74803,nan,nan,nan,nan,nan,nan,-0.91289,nan,nan,nan,nan,nan,nan,nan,-0.389,-0.48818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.61275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.6655399999999999,-0.6582100000000001,-0.59723,nan,nan,nan,nan,-0.7813399999999999,nan,nan,nan,nan,nan,nan,nan,nan,-0.6917399999999999,nan,nan,nan,-0.68296,nan,-0.6736300000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.0,0.096691,nan,nan,nan,0.13179000000000002,nan,nan,0.23939000000000002,nan,nan,nan,nan,0.29795,nan,nan,nan,nan,0.5008699999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.5919,nan,nan,nan,-2.3828,nan,-1.8375,-1.7017,nan,-1.018,nan,-0.43149,-0.39092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.81365,0.18632,nan,-0.23778000000000002,nan,nan,nan,nan,3.4610000000000003,nan,nan,nan,nan,nan,nan,nan,-0.8634299999999999,nan,nan,nan,nan,3.5915,nan,nan,1.4478,nan,nan,nan,nan,nan,nan,-0.01857,nan,nan,-0.31923,nan,nan,nan,-1.7254,nan,nan,nan,nan,nan,nan,nan,-0.77237,nan,nan,nan,nan,nan,0.56781,nan,0.36482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.32087,nan,nan,nan,nan,nan,0.021157,nan,nan,nan,nan,nan,nan,nan,0.034481,nan,nan,-0.009517900000000001,nan,0.022272,0.064387,nan,0.092663,0.079462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.073825,nan,0.078949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.066451,nan,nan,0.05179400000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.045667,nan,nan,nan,nan,nan,nan,nan,nan,-0.083771,nan,nan,nan,nan,-0.12142,-0.1331,nan,nan,0.12728,nan,nan,nan,-0.2764,nan,-0.32831,nan,-0.16723,-0.014309,nan,-0.010304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.17957,-0.233,nan,nan,nan,nan,-0.09378600000000001,nan,nan,nan,nan,nan,-0.18475,nan,nan,-0.19024000000000002,nan,nan,nan,nan,-0.18914,-0.19714,-0.19785,nan,nan,nan,nan,nan,nan,nan,-0.20445,-0.28876999999999997,-0.29112,nan,nan,nan,nan,nan,nan,nan,-0.24423000000000003,nan,nan,nan,nan,nan,-0.18154,nan,nan,nan,nan,nan
