14.0,-1.7647,nan,nan,nan,nan,nan,3.6275,3.6143,nan,-0.16414,nan,-1.2368,-0.94221,-0.27642,nan,nan,-0.94947,-0.6148,nan,nan,0.1949,nan,-0.6137100000000001,nan,-1.0174,nan,nan,0.023781999999999998,nan,nan,0.71607,nan,0.41805,nan,nan,-0.098196,nan,-0.67769,nan,-0.50458,nan,nan,nan,nan,nan,0.5737800000000001,nan,nan,-0.0095033,nan,nan,0.10328,nan,nan,nan,nan,-0.57171,nan,-0.5848,nan,nan,nan,nan,nan,nan,nan,0.41653,0.28244,nan,nan,0.28088,nan,nan,-0.006814699999999999,-0.22446,-0.21971,nan,nan,0.13369,0.34594,0.55889,0.34294,nan,0.1334,0.25109000000000004,nan,nan,-1.0404,nan,nan,nan,nan,1.1885,nan,nan,nan,nan,nan,nan,-0.18055,nan,-0.61239,-0.61239,-0.59433,-0.025235,nan,nan,nan,-0.098727,nan,0.22195,0.97505,nan,2.1261,nan,1.9159,nan,0.6648,nan,-0.5018699999999999,nan,nan,-1.2637,nan,nan,nan,-1.9292,nan,-1.2516,-0.8887,nan
12.0,0.47612,0.47612,nan,nan,nan,0.20844000000000001,nan,nan,0.015623,nan,-0.069926,nan,nan,nan,0.048497000000000005,0.0073176000000000005,nan,nan,nan,nan,nan,-0.37132,nan,-0.30505,nan,nan,-0.088915,0.0033989000000000003,nan,0.30132,nan,nan,nan,nan,0.8912700000000001,nan,nan,nan,0.74521,0.56108,0.47336999999999996,0.38566999999999996,nan,0.36728,0.4042,0.46721,0.56375,0.7166899999999999,nan,0.8477600000000001,nan,0.63981,0.41528999999999994,0.16168,nan,nan,-0.41256000000000004,-0.49003,-0.46231000000000005,nan,-0.3346,nan,nan,nan,0.06871100000000001,nan,nan,nan,nan,nan,nan,0.22724,0.36128000000000005,nan,0.8249,nan,1.3475,1.5552,1.6191,nan,nan,nan,nan,0.74707,0.41586999999999996,0.10822999999999999,-0.13293,nan,-0.40855,nan,-0.56002,nan,nan,-0.36448,nan,nan,nan,nan,nan,nan,-0.5182100000000001,-0.70732,-0.96424,nan,nan,nan,nan,-1.7281,nan,nan,nan,0.75203,nan,nan,nan,nan,1.9124,1.4254,0.48603999999999997,nan,nan,-2.2028,nan,nan,-3.0339,nan,nan,nan,nan,-0.77318,nan
5.0,-0.99641,nan,-0.95837,nan,nan,nan,nan,nan,nan,nan,0.5634,nan,-0.041998,0.12569,nan,nan,0.31194,0.34084000000000003,-0.36154000000000003,nan,nan,0.50316,nan,nan,nan,nan,-0.26272,nan,nan,0.7255,nan,nan,0.39254,nan,0.64284,nan,nan,nan,nan,nan,nan,nan,nan,0.47511000000000003,nan,nan,nan,nan,-0.71137,nan,-0.5300199999999999,nan,0.84485,0.22155999999999998,nan,nan,nan,1.2011,0.07853099999999999,-1.0859,-2.1705,nan,nan,3.0082,nan,0.9465600000000001,0.14299,0.15331,0.035954,-0.19833,-0.44276000000000004,nan,nan,nan,nan,nan,nan,0.8413799999999999,1.83,nan,nan,-2.3619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1179,nan,nan,nan,-1.0793,-0.63142,nan,nan,-1.3412,nan,nan,nan,nan,nan,1.3195,2.0925,2.3333,nan,nan,nan,-0.093306,-0.37228,nan,0.017648,0.017648,-0.11233,nan,-0.58065,-1.3662,nan,nan,-1.7858,nan,0.44897
12.0,-0.33910999999999997,-0.33910999999999997,-0.12105,nan,nan,-0.48368999999999995,nan,nan,nan,nan,nan,nan,nan,-0.040619,nan,nan,nan,nan,-0.21416,nan,nan,nan,nan,nan,nan,-0.30621,-0.35362,nan,nan,-0.054948000000000004,0.26811999999999997,nan,0.89446,nan,nan,0.57592,0.11665999999999999,-0.25355,nan,-0.11517000000000001,0.27443,nan,nan,nan,0.24223000000000003,nan,nan,nan,-0.4575,-0.23955,-0.24103000000000002,-0.13825,0.020434,nan,nan,-0.16817000000000001,nan,-0.25351,nan,nan,-0.28504,-0.2365,nan,-0.21636999999999998,nan,-0.06640700000000001,nan,0.39813000000000004,0.77227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.6029100000000001,-0.36114,nan,-0.057168,nan,nan,nan,nan,nan,0.083527,0.71692,1.0518,0.8666200000000001,nan,nan,-1.9777,nan,nan,-1.847,nan,nan,nan,nan,2.4524,2.7473,nan,nan,0.18753,nan,nan,-2.3191,nan,nan,-1.5037,nan,nan,nan,-1.6509,-1.2671,-0.59344,0.21005,1.06,nan,nan,nan,nan,1.8969,1.2975,nan,0.38569000000000003,0.12983,nan
8.0,-0.32589,-0.47093,nan,-0.5721,nan,nan,-0.91733,-0.68443,nan,-0.13877,nan,0.11498,0.50647,0.75151,nan,0.8022199999999999,0.6836899999999999,nan,nan,nan,-0.44373,nan,nan,-0.037582,0.36148,0.41016,nan,nan,nan,0.051157,0.1489,nan,nan,nan,0.35091999999999995,nan,0.090546,0.051585,nan,nan,nan,nan,nan,0.5422600000000001,nan,nan,nan,-0.11648,-0.057373,nan,0.6263,nan,nan,nan,nan,-0.5516800000000001,-0.48435,nan,nan,-0.36002,nan,nan,nan,nan,0.11399000000000001,nan,0.12,0.18345,0.30002,0.39555,0.46296000000000004,0.42651000000000006,nan,0.68429,0.96091,1.2775,1.2663,1.3339,0.91254,nan,-0.51765,-1.3796,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.4581,nan,-0.56057,nan,1.1165,2.0027,nan,nan,nan,-0.29741,nan,-2.8189,-1.2159,nan,nan,nan,nan,nan,nan,-0.35649000000000003,nan,-0.40401,nan,1.98,2.5377,nan,1.7108,nan,0.20842,-0.47641000000000006,-1.0851,-1.6032,-1.8487,-1.8789,nan,-1.4380000000000002,-1.2067,nan,nan,nan
8.0,0.3281,0.38986,-0.08380900000000001,nan,nan,-0.8953200000000001,nan,-0.4965,-0.5424899999999999,nan,nan,-0.72802,nan,-0.25751999999999997,nan,-0.62434,-0.47663,nan,1.2321,nan,nan,0.6401100000000001,nan,-0.92586,nan,-0.76283,nan,-0.54908,nan,nan,1.3552,nan,nan,nan,nan,0.69919,nan,0.43281000000000003,-0.39066999999999996,-0.8205100000000001,nan,nan,nan,nan,0.66491,nan,nan,nan,nan,nan,-0.45921999999999996,-0.42098,nan,nan,nan,0.41985,nan,0.14669000000000001,-0.049105,nan,nan,nan,nan,0.10930999999999999,0.1674,nan,0.1671,nan,nan,-0.49596999999999997,-0.46541000000000005,-0.22355,nan,0.021927000000000002,0.09535,0.11830999999999998,nan,nan,nan,0.51623,nan,nan,nan,nan,0.50838,nan,1.6943,nan,nan,nan,nan,-0.77875,-1.3048,nan,-0.5988100000000001,nan,-0.84795,-1.8476,nan,nan,nan,nan,0.21893,nan,1.287,2.0896,nan,3.0244,nan,nan,nan,-2.6115,nan,nan,nan,nan,-0.49827,nan,nan,nan,nan,nan,nan,nan,nan,0.097857,-0.22183000000000003,nan,nan,-1.5754,nan
1.0,-0.36186999999999997,-0.36186999999999997,nan,-0.23445,nan,nan,nan,-0.5340199999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1472,0.46858999999999995,nan,nan,nan,-0.4009,nan,nan,nan,0.57467,0.97856,nan,0.73841,nan,nan,nan,0.24739,nan,0.02907,0.032911,0.15675999999999998,nan,nan,nan,nan,nan,nan,-0.31492,nan,nan,-0.18792,nan,-0.23976,nan,0.07255199999999999,nan,nan,nan,-0.26805,nan,nan,nan,nan,-0.032246,-0.31043000000000004,-0.11972000000000001,0.053285,0.5727,0.97193,nan,0.54209,0.09263400000000001,-0.48163999999999996,nan,nan,nan,1.4694,2.142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13219,nan,nan,nan,nan,-0.9325600000000001,nan,nan,0.71891,0.9801200000000001,nan,nan,2.3829,2.2203,1.3514,nan,nan,nan,nan,nan,nan,nan,-0.2004,-0.30759000000000003,nan,nan,nan,nan,nan,nan,2.5412,2.1269,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.6174,-1.4389
8.0,-0.57152,nan,nan,-1.1005,-1.1692,-1.2353,nan,nan,-1.3241,-1.0975,-0.63713,-0.21404,0.057628,nan,0.15675999999999998,nan,nan,nan,nan,nan,0.7375,0.61803,nan,0.26469000000000004,-0.06447699999999999,-0.094846,nan,nan,-0.0053393,nan,-0.046935000000000004,-0.09176799999999999,nan,0.29829,nan,nan,0.7994899999999999,0.58928,nan,0.14022,nan,nan,-0.041333,nan,nan,0.38214000000000004,nan,nan,0.25174,nan,0.25845999999999997,0.20694,0.21259,0.20735,0.16992000000000002,nan,0.18253,0.048342,nan,nan,-0.25401999999999997,nan,-0.4485,nan,-0.61337,nan,-0.45868000000000003,-0.19759000000000002,0.024206000000000002,0.18413,nan,nan,0.40131,nan,nan,0.61024,0.74217,0.7669100000000001,nan,0.6746800000000001,0.48558999999999997,0.39596,0.72249,0.8143699999999999,nan,nan,-0.17157,nan,-1.6678,-1.6535,nan,nan,nan,0.204,-0.63979,nan,nan,-2.5738,nan,nan,-0.17503,0.56986,1.2912,nan,nan,nan,2.761,1.138,-0.56976,nan,nan,nan,nan,-0.67638,nan,-1.7957,nan,nan,-0.43864,0.050101,0.19374,0.46495,nan,1.8953,nan,nan,nan,nan,nan,nan,nan
1.0,-0.3309,nan,-0.32852,nan,-0.06435,nan,-0.56716,-0.75348,-0.34076,nan,nan,nan,-0.19377,-0.22238000000000002,nan,-0.26791,nan,-0.10167000000000001,-0.018042,nan,nan,0.027875,nan,nan,-0.29925,nan,nan,nan,nan,0.55281,nan,0.20689000000000002,nan,nan,0.21489,nan,nan,0.13252,nan,0.10117999999999999,nan,nan,nan,nan,-0.26404,nan,0.11911,nan,nan,-0.40214,-0.45142,0.20019,nan,nan,-0.13940999999999998,nan,0.12175,nan,0.45477,0.41839,nan,-0.43821000000000004,nan,nan,0.7864,0.9485899999999999,nan,nan,-0.036771,-0.43355,nan,nan,nan,2.0344,2.5225,nan,0.56697,nan,0.7226199999999999,0.78755,nan,-1.8497,-2.7983,-2.299,nan,0.16505,1.0727,nan,0.56006,nan,nan,-2.2814,-1.5762,-0.57292,nan,nan,nan,nan,1.3828,nan,2.3802,nan,1.3233,nan,nan,-2.0811,nan,nan,nan,nan,nan,nan,nan,-0.72811,nan,nan,nan,1.7406,nan,2.4404,2.1325,nan,nan,-0.44,-0.8379,nan,nan,nan,-0.9486700000000001,-1.2109,nan
4.0,0.91701,nan,0.76845,-0.054204999999999996,-0.66455,nan,-1.4225,-0.7602399999999999,nan,0.56634,nan,nan,1.4704,nan,0.39441,-0.79323,nan,nan,nan,nan,nan,nan,nan,0.37786,nan,nan,-0.21061999999999997,nan,nan,nan,-0.24802,-0.25734,nan,nan,nan,nan,-0.33498,0.8975299999999999,1.5378,nan,0.35549000000000003,-0.42358999999999997,nan,nan,nan,nan,nan,0.59296,nan,nan,nan,nan,nan,-1.485,-1.3303,-0.40288,1.013,1.585,nan,-0.79585,-1.9966,-1.7055,nan,nan,nan,nan,nan,-0.67974,0.15272,nan,nan,nan,nan,nan,-1.0613,nan,1.5413,nan,0.30963,0.5678300000000001,nan,nan,1.6045,0.80938,0.17991,nan,-2.0489,nan,-2.0973,nan,nan,-0.48555,nan,nan,nan,0.26034,-0.11804,nan,nan,-0.86508,nan,nan,nan,0.43942,nan,nan,nan,nan,nan,nan,-0.91094,-0.6989,nan,nan,-0.40139,-0.35966,nan,nan,nan,0.37267,nan,nan,1.8552,1.1381,nan,nan,nan,-0.77835,-1.0657,-1.3057,-1.2566
