4.0,2.544,nan,nan,nan,1.4989,nan,nan,0.7439100000000001,nan,nan,nan,-0.2415,nan,nan,nan,nan,nan,nan,-1.3136,nan,-1.5219999999999998,nan,-1.2961,nan,nan,nan,nan,-0.13894,nan,nan,nan,0.88335,1.1443,nan,nan,1.5275,nan,nan,0.76749,0.50872,0.25592,0.0042225000000000006,nan,nan,nan,nan,-1.2423,-1.4781,nan,nan,-1.838,-1.5876,-1.253,nan,nan,-0.24655,0.089087,nan,0.63973,0.65157,nan,0.32083,nan,-0.0045509999999999995,nan,nan,-0.11260999999999999,0.14037,nan,nan,nan,-0.2283,-0.37046,nan,-0.085088,-0.19475,-0.36339,nan,nan,0.23244,nan,nan,0.15323,nan,nan,nan,0.6125,nan,0.23258,-0.071836,-0.39216,nan,-1.0319,-1.351,-1.5846,nan,nan,-1.4274,nan,-0.93419,nan,nan,-0.18259,nan,nan,nan,nan,1.0856,nan,nan,nan,1.0590000000000002,0.79372,nan,nan,0.015499,nan,nan,-0.72434,-0.9579700000000001,nan,nan,nan,-1.1799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.67356,0.9030799999999999,nan,nan,nan,1.8348,nan,nan,nan
1.0,2.4839,2.2763,2.0675,1.9219,nan,1.5084,nan,1.0903,0.8827299999999999,0.6723,nan,0.25451999999999997,nan,-0.15619,-0.20899,-0.39491,-0.59416,nan,-0.9746,-1.1282,nan,nan,nan,-1.4765,nan,nan,nan,-1.1041,-1.2081,nan,nan,-1.4104,-1.3337,nan,nan,nan,-0.8024899999999999,nan,-0.45725,-0.25953000000000004,-0.054255,nan,0.33845,nan,nan,0.8025800000000001,0.925,1.0186,nan,nan,nan,nan,nan,nan,0.07939299999999999,nan,-0.1631,nan,nan,-0.4448,-0.51553,nan,nan,-0.44013,nan,nan,nan,nan,nan,nan,nan,1.1632,1.2201,1.2448,1.2577,nan,nan,nan,nan,nan,0.1324,nan,-0.27856,nan,nan,-0.5212,nan,nan,nan,nan,nan,nan,0.18753,nan,nan,0.59746,nan,0.8775,0.8605299999999999,nan,0.56517,nan,nan,0.061689,nan,-0.31681,-0.49146000000000006,nan,nan,nan,nan,nan,nan,nan,-1.3468,nan,-1.1451,nan,-1.2579,-1.4085,nan,nan,nan,-1.2137,nan,-0.96014,nan,nan,-0.38549,-0.20526999999999998,-0.11699000000000001,nan,nan,0.50551,0.71339,0.91586,nan,nan,1.5322,nan,nan,nan,2.3612,nan
4.0,2.6033,nan,nan,1.8256,1.5677,nan,nan,nan,nan,nan,nan,-0.076146,-0.07734500000000001,nan,-0.55385,nan,nan,nan,-1.3417,nan,nan,-1.5398,nan,nan,nan,-0.72419,nan,nan,nan,0.22906999999999997,nan,0.72739,nan,nan,nan,1.4297,nan,0.9748700000000001,0.72411,0.47393,nan,-0.026501,-0.27701,nan,nan,-1.011,nan,nan,-1.724,nan,nan,nan,nan,-1.2428,nan,-0.5804600000000001,nan,nan,nan,0.12946,0.2272,0.34162,nan,nan,0.6038,0.47066,nan,nan,nan,-0.15569000000000002,-0.25551,nan,0.14595999999999998,nan,0.17576,-0.081247,-0.33595,nan,nan,nan,-0.31743000000000005,nan,0.027555,nan,nan,nan,nan,nan,nan,nan,0.33892,0.059411,nan,nan,nan,-1.1503,nan,-1.5648,nan,nan,-1.1598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1228,nan,0.63477,nan,0.12493,nan,nan,-0.59859,nan,-1.0367,nan,-1.1117,nan,-0.92716,nan,-0.63539,nan,nan,-0.06403099999999999,0.011087,nan,nan,nan,nan,nan,1.1717,nan,1.6636,nan,nan,2.4053,2.6053
6.0,2.7573,2.5767,nan,2.1516,nan,nan,nan,1.3095,nan,0.89149,0.68316,0.48283999999999994,nan,nan,nan,nan,nan,-0.6269100000000001,nan,nan,-1.1813,nan,-1.466,-1.5089,-1.4969,nan,-1.4122,nan,nan,nan,nan,nan,-0.51602,-0.30551999999999996,nan,0.04362,nan,nan,0.22451999999999997,nan,0.062473,-0.09763200000000001,nan,nan,nan,nan,nan,nan,-0.82291,-0.66911,nan,-0.14668,nan,0.39611999999999997,nan,0.7499100000000001,0.81105,0.76422,0.71207,nan,0.65765,0.63866,nan,nan,0.27132,nan,nan,nan,nan,nan,nan,nan,-0.62842,-0.6516,nan,nan,nan,nan,nan,nan,nan,nan,0.60695,nan,nan,nan,nan,nan,0.7246100000000001,nan,nan,nan,nan,-0.42481,-0.54122,-0.68193,-0.79595,nan,-0.5606300000000001,-0.42846000000000006,-0.29259,-0.14690999999999999,nan,nan,nan,nan,nan,nan,nan,-0.5050600000000001,-0.6833199999999999,nan,-1.0242,-1.159,-1.2775,nan,nan,nan,nan,-1.5143,-1.4652,nan,nan,-1.0089,nan,nan,nan,nan,-0.080204,nan,0.2337,nan,nan,nan,nan,nan,1.3633,1.5663,1.7699,1.9739,nan,nan,nan,nan
5.0,0.91606,nan,nan,nan,0.13438,nan,nan,-0.4096,-0.57445,nan,nan,nan,nan,nan,-1.8307,nan,nan,nan,-1.3328,nan,nan,nan,-0.42518,nan,nan,nan,nan,0.017601,nan,nan,nan,nan,nan,nan,-0.24166999999999997,-0.34359,nan,nan,nan,-0.68493,-0.7186600000000001,nan,nan,nan,nan,nan,-0.33631,nan,0.040873,0.22369,nan,nan,nan,nan,1.1221,1.169,nan,nan,1.7643,nan,nan,nan,nan,nan,2.4548,2.2121,nan,nan,1.5091,1.2878,nan,nan,0.92075,nan,nan,nan,nan,nan,nan,-0.5241399999999999,-0.65558,-0.7119300000000001,-0.7293,nan,nan,-0.6813,nan,nan,nan,-0.36019,-0.25139,nan,nan,nan,nan,-0.11324000000000001,nan,-0.079787,nan,nan,nan,-0.42077,nan,nan,nan,nan,nan,-1.6086,nan,nan,nan,-1.6553,-1.5052,-1.3377,nan,-0.9717399999999999,-0.76477,nan,nan,nan,-0.054443,nan,0.3016,0.4939,nan,nan,nan,nan,0.57648,nan,nan,nan,nan,0.98774,1.1334,nan,nan,nan,0.5173399999999999,nan,0.65864,nan,nan,nan
2.0,2.6561,2.3881,nan,1.8497,nan,nan,nan,nan,0.75067,nan,nan,nan,0.22509,nan,nan,-0.33168000000000003,nan,nan,-1.0784,nan,nan,-1.5841,-1.6671,-1.7011,nan,nan,nan,nan,nan,nan,-1.3969999999999998,-1.2216,-1.0158,-0.81735,-0.6534399999999999,nan,-0.65089,nan,nan,nan,0.041223,0.22912,0.35625999999999997,nan,0.55916,0.68215,0.81803,nan,nan,nan,nan,nan,nan,0.6549,0.60401,0.40424,0.16635999999999998,-0.006732899999999999,-0.22974,nan,nan,-0.72355,-0.85572,nan,nan,-0.81912,nan,nan,nan,nan,nan,nan,0.29885,0.55353,0.84499,nan,nan,nan,nan,nan,nan,0.25333,nan,-0.23834,-0.47698999999999997,-0.71849,nan,-0.87929,nan,-0.6029899999999999,nan,-0.27794,-0.057522000000000004,nan,nan,0.55758,nan,0.3768,nan,0.8337100000000001,1.0412,0.8929799999999999,nan,nan,0.5005,nan,nan,nan,nan,-0.16477,-0.43478999999999995,-0.53804,nan,nan,nan,nan,nan,nan,nan,-1.252,-1.5051,nan,nan,nan,nan,nan,nan,nan,nan,-0.045449,nan,0.18434,nan,0.40835,0.63666,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.0,2.7168,nan,nan,nan,1.9136,1.7112,nan,1.3046,1.1036,0.8995799999999999,0.69586,nan,0.337,0.17465999999999998,nan,-0.14056,-0.2968,-0.4842,nan,-0.85085,-1.0290000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.62926,-0.44001,nan,nan,nan,nan,nan,nan,nan,-0.034593,nan,nan,nan,nan,nan,-0.76053,-0.76044,nan,-0.39795,nan,nan,nan,0.55899,nan,0.75815,nan,nan,0.6552899999999999,0.63626,0.62731,nan,0.3834,nan,nan,nan,-0.45618000000000003,nan,nan,-0.62346,nan,nan,nan,-0.43118999999999996,-0.5724899999999999,-0.3551,nan,nan,0.28448,nan,0.62517,0.64041,nan,nan,0.7242,0.76122,nan,nan,0.43316000000000004,0.19025999999999998,-0.089009,nan,-0.44372,nan,nan,-0.58512,nan,nan,nan,nan,0.13172,0.22918000000000002,nan,nan,nan,nan,-0.18324000000000001,nan,-0.60564,nan,nan,nan,-1.2778,nan,nan,nan,nan,nan,-1.4188,nan,nan,nan,-0.711,nan,nan,nan,nan,nan,nan,nan,nan,0.9362299999999999,nan,1.3506,nan,1.7672,nan,2.1859,nan,nan,2.7148
6.0,2.6823,nan,nan,2.0925,1.8907,nan,nan,1.2872,nan,nan,nan,0.48931,nan,nan,nan,nan,nan,-0.56288,-0.74903,nan,-1.0991,-1.281,-1.4497,-1.5912,-1.6282,-1.6418,-1.6039,nan,-1.4593,nan,-1.1648,nan,nan,-0.6271399999999999,nan,-0.20275,-0.021691,nan,nan,nan,nan,nan,-0.007034899999999999,-0.14978,-0.2785,nan,nan,nan,nan,nan,-0.7352,nan,nan,nan,0.17324,nan,nan,nan,nan,nan,0.69003,0.67043,nan,nan,nan,nan,nan,0.079708,-0.16810999999999998,nan,-0.49723999999999996,nan,-0.58203,nan,-0.50697,-0.43858,nan,nan,-0.068827,nan,nan,0.57767,0.61653,nan,nan,nan,nan,nan,nan,0.56613,nan,nan,nan,-0.30398000000000003,-0.41246000000000005,-0.56363,nan,-0.54576,nan,nan,nan,nan,0.12754000000000001,0.19080999999999998,nan,nan,-0.019605,-0.16885999999999998,-0.36791,nan,nan,nan,nan,nan,-1.3572,-1.4565,-1.5199,nan,-1.5712,-1.5461,nan,nan,nan,nan,-0.7780100000000001,nan,-0.42086,nan,nan,nan,0.22794,0.38952,nan,nan,0.95905,1.1572,1.3558,nan,1.7522,1.9501,2.1499,nan,nan,nan
1.0,2.4838,2.2688,2.0626,1.8713,nan,1.4608,1.2592,nan,nan,nan,nan,nan,0.090741,nan,nan,-0.32211,nan,nan,nan,nan,nan,-1.2435,-1.314,nan,nan,nan,nan,-0.88602,nan,-1.0523,nan,-1.2056,-1.1947,nan,nan,-0.9475299999999999,nan,nan,-0.40026999999999996,nan,nan,nan,nan,0.49745,nan,nan,0.78983,nan,nan,0.35685,0.2265,nan,nan,-0.13976,nan,-0.34338,-0.42545,-0.49478,-0.5503,-0.44531000000000004,nan,-0.09854700000000001,0.077912,nan,nan,nan,nan,0.89297,nan,0.84657,0.99092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.37725,-0.56871,nan,nan,-0.51267,-0.4517,nan,nan,-0.18818,-0.078497,nan,nan,0.26596,0.30796999999999997,nan,nan,nan,nan,-0.4116,-0.56779,-0.70217,nan,-0.9753,nan,-1.2046,nan,-1.37,-1.4228,-1.4349,nan,nan,nan,-1.114,nan,nan,nan,nan,-1.2198,nan,nan,-0.8216399999999999,nan,nan,-0.31305,nan,nan,0.1831,nan,0.5633,0.74745,nan,nan,nan,nan,nan,1.8648,nan,nan,nan,nan
2.0,2.5467,nan,nan,nan,nan,nan,nan,nan,0.67847,0.55345,0.3001,nan,0.088628,nan,nan,-0.27635,nan,-0.7437199999999999,nan,nan,-0.68618,-0.93994,-1.1079999999999999,nan,-1.4212,nan,nan,nan,nan,-1.1157,nan,-1.1805,nan,nan,nan,nan,nan,-0.52551,-0.45585,-0.4328,nan,nan,nan,0.26039,0.38311999999999996,nan,nan,0.68966,0.79805,nan,nan,0.33329000000000003,0.44637,0.38919000000000004,0.16894,nan,nan,nan,-0.61741,nan,-0.8556299999999999,-0.7054199999999999,nan,nan,-0.081515,nan,0.13622,nan,nan,0.86001,1.1177,nan,1.6383,nan,2.0276,nan,nan,1.2735,nan,nan,nan,nan,0.059689,nan,-0.48151000000000005,-0.7431,nan,nan,nan,-0.61346,nan,-0.10880999999999999,0.16004000000000002,0.019606000000000002,nan,0.08318400000000001,0.022216,nan,0.35641999999999996,nan,0.42791999999999997,0.30285,0.17892,nan,-0.0056812,-0.22633000000000003,nan,-0.39659,nan,nan,-0.6633399999999999,nan,nan,nan,nan,nan,-1.3574,nan,nan,-1.4461,-1.5727,-1.5377,-1.4624,nan,nan,-0.9819,nan,nan,-0.15942,nan,0.096134,0.091763,0.3289,nan,0.66478,nan,nan,nan,nan,1.7088,1.9592,nan,2.4498,nan
