2.0,-0.47718999999999995,nan,0.0036951999999999996,1.4464,nan,1.2059,nan,nan,-0.9580299999999999,nan,2.4082,2.8891,1.2059,-0.71768,nan,-1.9198,-0.71768,-0.23675,-0.47718999999999995,-0.47718999999999995,-0.47718999999999995,-0.47718999999999995,-0.47718999999999995,-0.47718999999999995,nan,nan,0.72504,0.4846,0.0036951999999999996,nan,nan,nan,nan,-0.23675,nan,0.0036951999999999996,0.24415,nan,nan,nan,0.0036951999999999996,nan,-0.47718999999999995,-0.47718999999999995,nan,nan,nan,0.24415,0.96549,2.1677,2.4082,nan,nan,-0.71768,-1.439,nan,-0.47718999999999995,-0.23675,nan,-0.47718999999999995,nan,nan,0.0036951999999999996,0.4846,nan
2.0,-0.77065,-1.2791,-0.26209,1.5178,2.2806,nan,nan,-1.5334,nan,1.0092,2.5348,2.7891,1.7719999999999998,nan,-1.5334,-2.0419,nan,-0.51635,-0.26209,-0.26209,nan,nan,nan,nan,-0.26209,-0.0078248,nan,0.24645,0.24645,0.24645,-0.0078248,-0.26209,-0.51635,-0.26209,-0.0078248,nan,0.24645,-0.0078248,-0.26209,-0.0078248,nan,-0.26209,-0.77065,-0.77065,-0.26209,nan,nan,0.50071,nan,nan,2.2806,1.2635,nan,nan,nan,-1.2791,-0.77065,-0.26209,-0.0078248,nan,nan,-0.26209,nan,nan,0.50071
1.0,-0.6914600000000001,0.037369,0.28031,nan,0.5232399999999999,nan,0.5232399999999999,nan,0.28031,-0.6914600000000001,-0.44848999999999994,nan,1.7379,nan,-2.392,-1.906,nan,1.252,2.2238,1.9808,1.0091,nan,0.037369,nan,nan,-0.44848999999999994,nan,-0.93429,-0.6914600000000001,nan,nan,nan,-0.6914600000000001,-0.44848999999999994,nan,nan,0.28031,nan,nan,nan,nan,nan,-1.1773,nan,0.28031,nan,nan,nan,0.037369,0.76617,nan,1.9808,1.0091,-1.906,nan,nan,nan,nan,nan,nan,-0.93429,-0.44848999999999994,0.5232399999999999,nan,-0.20556
1.0,0.022305000000000002,nan,nan,nan,nan,1.1501,nan,0.8278399999999999,0.18342,nan,-0.7832100000000001,0.34453,nan,nan,nan,nan,-0.46103999999999995,-0.46103999999999995,-0.29991,nan,nan,nan,-0.7832100000000001,-0.29991,0.022305000000000002,0.18342,0.022305000000000002,nan,0.022305000000000002,0.18342,0.022305000000000002,0.022305000000000002,-0.29991,nan,0.022305000000000002,nan,-0.1388,0.022305000000000002,nan,nan,0.34453,0.022305000000000002,-0.62208,-1.5888,-1.1055,nan,-0.46103999999999995,0.34453,1.6334,2.9222,nan,2.6,-0.7832100000000001,-2.0721,-2.2332,nan,0.18342,nan,nan,nan,-0.46103999999999995,-0.62208,nan,nan,0.34453
1.0,0.026081,0.026081,0.30868,0.30868,-0.53909,nan,-0.8217200000000001,nan,nan,nan,nan,1.1564,1.1564,0.026081,nan,-0.2565,-0.2565,nan,nan,nan,-0.2565,-0.53909,nan,nan,nan,-0.53909,0.026081,nan,0.30868,0.30868,0.026081,0.026081,-0.2565,0.026081,nan,0.30868,nan,nan,-0.2565,nan,nan,nan,nan,-1.1042,nan,nan,nan,-0.2565,nan,3.4171,3.6997,nan,nan,-1.3868,nan,0.026081,0.026081,-0.2565,-0.2565,nan,0.30868,nan,nan,nan,nan
2.0,-0.12247000000000001,nan,0.37505,0.1263,nan,0.1263,0.1263,-0.12247000000000001,-0.8687799999999999,-0.61998,nan,0.6238100000000001,nan,nan,nan,-0.37123,nan,-1.1174,0.6238100000000001,1.8676,2.1164,1.1213,nan,nan,-1.8638,nan,nan,-0.61998,nan,nan,nan,nan,nan,-0.37123,0.37505,nan,0.6238100000000001,nan,nan,-0.12247000000000001,-0.37123,-0.12247000000000001,nan,0.1263,0.37505,nan,nan,0.37505,-0.37123,-0.8687799999999999,-0.61998,nan,-0.37123,nan,-1.8638,-0.61998,0.37505,nan,2.1164,2.1164,1.6188,nan,nan,-1.1174,nan
2.0,-0.335,0.016207,0.016207,nan,nan,0.71863,0.71863,nan,-0.6862,-0.335,nan,1.0698,1.0698,nan,0.36743000000000003,nan,nan,nan,nan,-0.6862,-0.335,-0.6862,nan,0.016207,0.016207,nan,0.016207,nan,0.016207,0.016207,-0.335,-0.335,-0.335,0.016207,0.016207,0.016207,-0.335,0.016207,nan,-0.335,-0.335,nan,-1.0375,nan,1.0698,nan,-2.0911,nan,1.7722,4.2307,3.5283,2.1234,-0.335,nan,-1.7398,-1.0375,-0.335,0.016207,0.016207,nan,-0.335,0.016207,0.36743000000000003,0.71863,nan
2.0,-0.19349,0.058044000000000005,nan,1.5673,nan,1.3157,nan,nan,-1.7028,0.56112,nan,nan,0.81266,nan,-1.4512,-1.4512,-0.9480299999999999,-0.6966,-0.6966,-0.6966,-0.9480299999999999,nan,-0.19349,0.058044000000000005,nan,0.058044000000000005,nan,0.30959000000000003,nan,0.058044000000000005,0.058044000000000005,-0.19349,nan,nan,0.058044000000000005,-0.19349,0.058044000000000005,nan,0.058044000000000005,-0.19349,-1.1996,nan,nan,nan,1.5673,nan,-0.19349,nan,nan,1.8188,1.5673,0.81266,nan,-1.4512,-1.9542,-1.1996,nan,nan,0.058044000000000005,nan,-0.19349,nan,nan,0.30959000000000003,0.30959000000000003
2.0,-0.82536,nan,-0.54879,nan,2.2164,nan,nan,-0.54879,-1.6549,nan,0.83383,2.4930000000000003,2.2164,0.5573100000000001,nan,nan,-1.6549,-1.1018,-0.54879,-0.54879,-0.27226999999999996,nan,0.0042513,nan,-0.27226999999999996,nan,nan,nan,0.0042513,0.0042513,0.0042513,nan,nan,-0.27226999999999996,-0.27226999999999996,nan,nan,0.0042513,0.0042513,nan,nan,-0.27226999999999996,-0.27226999999999996,-0.54879,-0.27226999999999996,0.5573100000000001,0.28079,nan,0.5573100000000001,nan,nan,nan,nan,nan,nan,-1.6549,-1.3783,nan,0.0042513,0.28079,nan,nan,-0.27226999999999996,0.0042513,0.5573100000000001
1.0,-0.17112,0.21243,0.020648,0.21243,0.020648,-0.17112,0.020648,0.020648,0.21243,-0.36289,nan,nan,1.3631,nan,nan,-1.8971,-2.0888,nan,nan,1.5548,1.5548,nan,nan,nan,0.020648,nan,nan,-0.93819,-0.93819,nan,-0.5547,-0.36289,-0.5547,-0.17112,nan,nan,0.21243,nan,nan,nan,0.020648,0.020648,0.020648,0.020648,nan,0.020648,-0.17112,-0.17112,-0.17112,nan,0.020648,nan,nan,-0.93819,-0.36289,nan,-0.36289,nan,1.7466,2.8972,nan,1.3631,-1.7053,-2.2806,-1.8971
