25.0,1.7266,1.7289,1.7117,1.6529,nan,nan,nan,nan,1.2559,nan,1.0416,nan,0.8348,0.72907,nan,0.5260100000000001,nan,nan,nan,0.13709000000000002,0.042121,-0.04973,nan,-0.22443000000000002,-0.30555,nan,-0.46853999999999996,-0.53867,nan,-0.67899,nan,nan,nan,nan,nan,nan,-1.0617,nan,nan,nan,nan,nan,-1.2185,nan,nan,-1.2391,nan,nan,nan,nan,-1.1721,nan,nan,nan,nan,nan,nan,-0.8798,-0.8334799999999999,-0.7767,nan,nan,-0.55917,nan,nan,-0.3239,-0.24201,-0.15278,nan,0.035668,nan,0.22605999999999998,nan,nan,nan,0.62645,nan,nan,0.9444,nan,1.1409,1.2519,nan,nan,1.5384,1.6327,nan,nan,nan,nan,nan,nan,1.6362,nan,1.4585,nan,1.2381,1.1319,nan,0.9317700000000001,0.83565,0.72955,nan,0.52571,nan,nan,nan,0.14110999999999999,0.051370000000000006,-0.040355,nan,nan,-0.31501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0098,-1.0687,nan,nan,nan,-1.1777,-1.204,-1.2233,nan,nan,-1.2158,nan,-1.2137,nan,nan,nan,-1.1356,-1.0938,nan,nan,-0.96659,nan,nan,nan,nan,-0.69025,nan,-0.53706,nan,-0.38700999999999997,-0.29682,nan,-0.13085,nan,0.057395,0.1526,0.24750999999999998,nan,nan,0.55075,0.64718,nan,nan,nan,nan,nan,nan,1.347,nan,nan,nan,nan,1.6988
22.0,1.598,1.5994,1.5705,nan,nan,nan,nan,1.3053,nan,1.1167,1.024,0.9259799999999999,0.82811,0.73922,nan,0.55643,0.46295,nan,nan,0.18583,0.095532,nan,nan,-0.16555,-0.24349,-0.33543,nan,nan,nan,nan,nan,nan,-0.84298,-0.9173,-0.9879700000000001,-1.055,-1.0968,-1.1471,nan,-1.2432,nan,nan,nan,nan,-1.3769,-1.3879,-1.3769,-1.3571,nan,nan,-1.2577,nan,nan,nan,-1.072,nan,-0.9489299999999999,nan,-0.7901699999999999,nan,nan,-0.59163,-0.5213899999999999,-0.43063,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45238,0.54911,nan,nan,nan,nan,nan,nan,1.2424,1.344,1.4418,nan,1.6241,nan,nan,nan,nan,nan,1.6385,1.5737,1.4786,1.3769,1.2766,1.177,nan,nan,nan,nan,nan,nan,nan,nan,0.30859000000000003,nan,0.12268,nan,nan,-0.13751,nan,-0.31556,nan,nan,nan,-0.6028600000000001,nan,-0.73761,nan,-0.88526,nan,nan,-1.063,nan,-1.1658,nan,nan,-1.2738,nan,nan,-1.2867,nan,nan,nan,-1.2581,-1.2314,-1.1973,-1.1563,nan,nan,nan,nan,-0.89507,-0.8478100000000001,-0.77254,nan,nan,-0.5512199999999999,nan,nan,nan,nan,nan,-0.076913,nan,nan,0.1859,nan,0.38121,nan,nan,0.6509699999999999,nan,nan,nan,nan,nan,nan,nan,1.4029,1.4809999999999999,nan,1.5642,nan,nan
28.0,1.7011,nan,nan,1.5468,nan,1.3912,nan,1.2373,nan,nan,0.98454,nan,nan,nan,nan,nan,nan,nan,0.32892,nan,nan,nan,-0.0023120000000000003,-0.08605800000000001,nan,nan,-0.33229000000000003,-0.41343,-0.49281,nan,-0.65558,nan,-0.81585,nan,nan,nan,-1.1066,-1.1605,-1.2295,nan,nan,nan,-1.4503,nan,-1.4974,-1.4972,-1.4803,nan,-1.4181,nan,-1.2924,-1.2271,nan,nan,nan,nan,nan,-0.78957,-0.70928,-0.6281800000000001,-0.54655,-0.46867,nan,-0.30301,-0.22063000000000002,nan,nan,nan,0.11219000000000001,nan,0.27813000000000004,0.36025999999999997,nan,nan,0.61236,0.67994,nan,nan,nan,nan,nan,nan,1.2548,nan,nan,nan,nan,1.6492,1.67,1.6537,nan,nan,nan,nan,nan,nan,nan,nan,0.99097,nan,nan,nan,nan,0.56999,nan,nan,0.3337,nan,nan,0.08340700000000001,nan,nan,nan,nan,-0.32761,-0.41026999999999997,nan,nan,nan,nan,-0.81135,nan,nan,nan,nan,-1.182,-1.2501,nan,nan,nan,-1.4409,nan,-1.4827,-1.4804,nan,nan,-1.3865,-1.3337,nan,-1.2091,-1.1403,nan,nan,-0.9392299999999999,nan,nan,nan,nan,-0.54657,nan,-0.40169,nan,nan,-0.15622,nan,nan,0.092161,nan,0.25801999999999997,0.3425,nan,nan,0.5939300000000001,0.67535,0.76012,nan,nan,nan,nan,1.1826,1.2663,1.3506,nan,1.5197,nan,1.6702
21.0,1.7223,nan,1.6569,1.6063,1.5118,nan,1.3137,nan,nan,1.0151,nan,nan,0.74045,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.088978,-0.1794,nan,nan,nan,-0.50636,-0.57124,-0.6541899999999999,nan,nan,nan,-0.9352600000000001,-0.98426,nan,nan,-1.1553,nan,-1.2363,nan,nan,nan,nan,-1.3219,nan,-1.3145,nan,-1.2586,-1.232,-1.1979,-1.1447,nan,nan,nan,-0.92056,nan,-0.79337,-0.72206,nan,-0.57123,nan,-0.42425,-0.33798,nan,-0.17282,-0.09073200000000001,nan,nan,0.17013,nan,nan,nan,nan,nan,nan,0.76872,0.8591700000000001,0.9532799999999999,1.0496,nan,nan,1.3474,nan,nan,1.6405,1.6871,nan,nan,nan,nan,1.5883,nan,1.4064,1.3072,nan,nan,1.0231,0.9282600000000001,nan,nan,nan,nan,nan,nan,nan,nan,0.17447000000000001,0.086635,nan,-0.087286,nan,-0.26229,nan,-0.43265,nan,nan,nan,nan,-0.8330200000000001,-0.90985,nan,-1.0443,nan,nan,-1.2178,-1.2684,nan,-1.3307,-1.3599,nan,nan,nan,nan,-1.3677,-1.3429,nan,nan,-1.2402,nan,nan,-1.0778,nan,-0.94463,nan,nan,-0.7164,nan,nan,-0.48841,nan,nan,-0.24673,nan,nan,nan,nan,nan,nan,0.36405,0.45174,0.53393,0.61327,0.69933,nan,0.87571,nan,1.0656,nan,nan,1.3643,nan,1.5473,nan,1.695,nan
15.0,1.7263,nan,1.5731,1.4963,nan,1.3324,nan,nan,1.0734,nan,0.90085,nan,nan,0.64413,0.55821,nan,0.39966999999999997,0.32502,nan,0.1555,0.071187,-0.012764,-0.09512899999999999,nan,nan,-0.34394,nan,-0.50568,-0.58521,-0.66519,-0.7448100000000001,nan,nan,-0.9717,-1.0413,nan,-1.1686,nan,-1.2871,nan,nan,-1.4243,-1.4398,-1.4522,-1.4511,nan,nan,-1.3712,nan,nan,-1.2161,-1.1504,nan,-1.0126,-0.9395,nan,nan,-0.70927,nan,nan,nan,-0.38871999999999995,nan,nan,-0.14467,nan,nan,nan,nan,nan,nan,0.43338999999999994,0.51831,nan,nan,nan,nan,0.9438700000000001,nan,1.1049,nan,nan,nan,nan,1.5266,nan,nan,1.7471,nan,nan,nan,1.4539,nan,nan,nan,nan,1.0209,nan,0.85845,0.77291,nan,0.6117199999999999,nan,0.45147,nan,0.28226999999999997,nan,0.12272999999999999,0.038367,nan,nan,nan,-0.2946,nan,-0.44546,nan,nan,nan,-0.75489,nan,nan,-0.97236,-1.0475,nan,nan,-1.242,-1.2876,nan,nan,-1.415,nan,nan,-1.4509999999999998,nan,nan,-1.3709,nan,-1.2689,-1.2155,nan,nan,-1.0138,-0.93885,nan,nan,nan,-0.63175,-0.55361,-0.47101000000000004,-0.39104,nan,-0.2287,-0.14647000000000002,nan,nan,0.10512,nan,0.27319,0.3577,nan,0.52753,nan,0.68682,nan,nan,nan,1.0284,nan,1.1996,nan,nan,nan,1.5351,nan,nan,1.739
2.0,1.7790000000000001,nan,1.7031,nan,nan,1.3687,1.2448,nan,nan,nan,0.78577,0.67866,0.57965,nan,nan,nan,0.27374,nan,nan,nan,nan,-0.15473,-0.23034000000000002,-0.30765,-0.39814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0754,-1.1159999999999999,-1.1562,nan,-1.1748,-1.1939,-1.1845,-1.21,nan,-1.1965,-1.1787,-1.1537,nan,nan,-1.0545,nan,nan,-0.9075,nan,nan,nan,-0.7146600000000001,nan,-0.5818800000000001,-0.50451,-0.42491999999999996,-0.35291,nan,nan,nan,nan,0.031993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1143,nan,nan,1.4855,nan,1.7075,1.7808,1.8258,1.8009,1.8003,nan,1.7557,nan,nan,nan,nan,nan,1.0626,nan,nan,0.73153,nan,0.53784,0.4587,nan,nan,nan,nan,nan,nan,-0.16447,nan,nan,-0.42311000000000004,-0.51108,nan,-0.66859,-0.73238,-0.79883,nan,nan,nan,-1.0607,-1.0938,nan,-1.1833,-1.2327,nan,-1.3116,-1.3235,-1.3193,-1.3533,nan,nan,-1.3131,-1.2839,nan,nan,nan,-1.1775,-1.1061,nan,nan,-0.9608700000000001,nan,-0.83978,nan,nan,nan,-0.56657,nan,nan,-0.32761999999999997,-0.24394000000000002,nan,nan,nan,0.10701,nan,0.2763,nan,nan,nan,0.63435,0.72239,nan,nan,nan,1.1657,1.2857,nan,nan,nan,1.7136,nan,1.7836,nan
18.0,1.7996,1.7427,nan,nan,1.5324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35544000000000003,nan,nan,nan,-0.025124,-0.11015,nan,nan,-0.34217,-0.41698,nan,nan,nan,nan,nan,nan,nan,-0.8903200000000001,nan,nan,-1.0246,nan,nan,nan,-1.1415,-1.1722,-1.1958,nan,nan,-1.2238,-1.2187,-1.2058,nan,-1.1592,nan,nan,nan,-1.0228,-0.97593,-0.93504,-0.8803799999999999,-0.82537,nan,-0.6992,-0.6393,nan,nan,-0.46253999999999995,nan,nan,nan,-0.14912999999999998,-0.070017,nan,nan,nan,0.2806,0.38492,nan,nan,nan,0.7846,nan,nan,nan,nan,1.3262,nan,nan,1.6637,1.7719,nan,nan,nan,nan,1.7393,nan,nan,nan,1.3429,nan,nan,1.0083,nan,nan,0.68992,0.58253,0.48299,nan,nan,nan,0.09444,nan,-0.09362100000000001,nan,nan,-0.32804,nan,nan,-0.56902,-0.64141,nan,-0.77574,nan,nan,-0.93895,nan,nan,-1.0824,-1.1044,nan,nan,-1.193,nan,-1.2419,-1.2559,-1.2619,nan,nan,nan,nan,nan,-1.1449,-1.1367,nan,-1.0311,nan,nan,nan,nan,nan,nan,nan,nan,-0.52556,-0.44133999999999995,nan,-0.28413,nan,-0.12784,-0.033326999999999996,0.0511,nan,0.24239000000000002,0.33459,nan,nan,0.6359600000000001,nan,nan,nan,nan,nan,1.2829,1.3911,1.4976,nan,1.6739,nan,nan,nan
21.0,1.7491,nan,1.6594,nan,1.4573,1.3552,nan,nan,nan,0.96099,nan,0.77125,nan,nan,0.5130899999999999,nan,0.34525,nan,nan,0.10073,0.014955000000000001,nan,nan,nan,-0.29855,nan,-0.45705,nan,nan,nan,-0.76188,nan,nan,nan,-1.0198,nan,nan,nan,nan,-1.2517,-1.2698,nan,nan,-1.3159999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.99735,-0.9533,-0.8874700000000001,nan,-0.74342,-0.67278,nan,nan,nan,-0.3683,nan,nan,nan,nan,0.040192,nan,nan,0.28163,nan,0.4501,nan,nan,0.70208,0.79081,0.88618,nan,nan,nan,nan,1.3788,1.4819,1.58,nan,nan,nan,nan,1.7166,nan,nan,nan,1.3782,nan,nan,nan,0.9691,0.88533,nan,nan,0.6177600000000001,nan,nan,0.37698000000000004,nan,0.20424,nan,nan,-0.060964,nan,nan,nan,nan,nan,nan,nan,nan,-0.80557,nan,nan,-1.0155,nan,-1.1351,-1.194,nan,-1.2819,nan,-1.3368,nan,nan,-1.3859,-1.3844,nan,nan,-1.327,-1.3044,-1.2613,nan,nan,-1.1065,nan,nan,nan,-0.8396600000000001,nan,-0.68604,nan,-0.5229,-0.43642,-0.37081,-0.28048,nan,nan,nan,nan,nan,nan,nan,0.41631,nan,nan,nan,nan,0.8408,nan,1.0333,nan,nan,1.3245,nan,nan,nan,nan,nan,nan
36.0,1.3477,nan,1.1288,1.0219,nan,nan,nan,0.65884,nan,nan,nan,nan,nan,nan,0.061179,nan,nan,nan,nan,nan,nan,-0.40593,nan,-0.50825,nan,nan,nan,nan,-0.7409,-0.77749,nan,-0.84985,-0.8527,nan,nan,nan,-0.9008,nan,nan,-0.9527899999999999,nan,nan,nan,nan,nan,nan,-0.85624,nan,nan,-0.75684,nan,nan,-0.63365,nan,-0.52691,nan,nan,-0.36536,nan,-0.24825999999999998,nan,-0.10019,nan,0.04713,0.11324000000000001,nan,0.25487,nan,nan,nan,0.59226,0.68515,0.77912,nan,nan,nan,1.1868,nan,1.4057,1.5166,1.6053,nan,nan,nan,nan,nan,nan,nan,nan,1.3823,nan,nan,nan,0.9863700000000001,nan,0.78378,nan,nan,nan,0.39424000000000003,nan,0.19162,0.098615,nan,nan,nan,-0.28598,nan,nan,-0.5566800000000001,-0.66481,nan,-0.8269799999999999,nan,-0.99623,nan,nan,-1.227,nan,nan,nan,nan,nan,nan,-1.5816,-1.6016,nan,nan,nan,-1.5871,nan,-1.5245,nan,nan,-1.3734,-1.3106,-1.2649,nan,nan,nan,nan,nan,nan,nan,-0.59329,nan,nan,nan,nan,nan,nan,0.07583200000000001,0.16587000000000002,nan,nan,0.46428,0.56835,0.6641699999999999,0.76118,0.8656200000000001,0.9635,nan,nan,nan,nan,nan,1.5621,nan,nan,1.7488,nan,1.7514,nan,nan,1.5455,nan
11.0,1.6956,nan,1.5959999999999999,1.507,nan,nan,nan,nan,1.1217,nan,0.96599,0.8901899999999999,0.80547,nan,nan,nan,0.46784,nan,0.29736999999999997,nan,nan,nan,nan,-0.12582000000000002,nan,nan,-0.36344,nan,nan,nan,-0.66242,nan,nan,-0.8725299999999999,nan,-1.0098,nan,-1.1408,nan,nan,nan,nan,-1.3742,-1.4004,nan,-1.4163,nan,nan,-1.369,-1.3344,nan,nan,nan,nan,nan,-1.0067,nan,-0.86325,nan,-0.7078899999999999,nan,-0.5495,-0.46498999999999996,-0.37919,-0.29170999999999997,-0.20515999999999998,nan,nan,0.064026,nan,nan,0.32913000000000003,nan,nan,0.6038600000000001,nan,nan,nan,0.96431,nan,nan,nan,nan,nan,1.5052,1.5978,nan,nan,nan,nan,nan,1.5407,nan,1.3534,nan,1.1675,nan,nan,nan,0.80396,nan,nan,0.53518,0.45173,0.36082,nan,nan,0.095185,0.014155000000000001,-0.076641,nan,nan,nan,nan,-0.50742,-0.5909800000000001,nan,nan,-0.8297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.3992,-1.4085,nan,nan,nan,-1.3355,-1.2928,nan,nan,-1.1305,nan,-1.0049,nan,nan,nan,nan,-0.6455,nan,nan,nan,-0.35093,nan,nan,-0.11355,nan,0.048225,nan,nan,nan,0.37990999999999997,nan,0.54694,nan,nan,nan,nan,0.96301,nan,1.1159999999999999,nan,nan,nan,1.4093,nan,nan,1.6625,nan
