2.0,0.24911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.44218,nan,nan,nan,nan,0.15257,nan,nan,nan,nan,nan,nan,nan,nan,-0.059803999999999996,nan,-0.13702999999999999,nan,-0.21425999999999998,nan,nan,nan,-0.6004,nan,-2.7628,nan,-3.1103,nan,-2.6083,-2.0677,nan,nan,nan,nan,nan,-0.46525,nan,nan,nan,0.28772,nan,nan,nan,0.63525,nan,nan,nan,nan,nan,nan,0.8862399999999999,nan,nan,nan,nan,nan,1.1372,nan,1.1372,nan,1.0021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,0.68835,nan,nan,nan,0.68835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.095692,nan,nan,-0.022838999999999998,nan,nan,nan,nan,nan,nan,nan,-0.80514,-2.1801,-3.0098,nan,nan,nan,-2.5831,nan,-2.0853,-1.8482,-1.4689,nan,nan,nan,nan,-0.33102,-0.14137,nan,nan,nan,nan,0.33275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.66464,0.71205,nan,nan,nan,nan,0.9017,nan,nan,nan,nan,nan,0.45128,0.40387,nan,0.21422,nan,nan,0.1431
1.0,-0.11165,nan,nan,nan,nan,nan,nan,nan,0.21399,0.23904,nan,nan,nan,0.0010692,nan,-0.07407899999999999,nan,nan,nan,-0.1868,-0.32456999999999997,nan,nan,nan,-0.31205,-0.287,nan,nan,nan,0.36429,nan,nan,nan,-2.5164,nan,nan,nan,-2.0655,-1.9778,nan,nan,nan,nan,nan,-0.67527,nan,-0.14923,nan,nan,nan,nan,nan,nan,nan,nan,0.8652799999999999,nan,0.9654799999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.80265,0.68993,nan,nan,nan,nan,nan,0.063693,nan,nan
2.0,-0.49172,nan,nan,-0.43738,nan,nan,nan,nan,nan,-0.11133,nan,nan,nan,nan,nan,nan,nan,-0.31058,nan,-0.3287,nan,nan,-0.36491999999999997,nan,nan,-0.31058,nan,nan,nan,-0.14756,-0.29247,nan,nan,nan,nan,nan,nan,nan,nan,-1.4880000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.68567,nan,nan,nan,0.8668,nan,0.9754799999999999,nan,nan,1.1385,1.2109999999999999,nan,1.3378,nan,nan,1.4464,nan,nan,nan,nan,1.1385,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39585,nan,nan
1.0,-0.3477,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.014152000000000001,-0.035759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42257,nan,nan,nan,nan,nan,-1.7203,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.3834,nan,-0.77195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.96246,nan,nan,nan,1.2619,nan,1.3617,1.3742,1.4241,nan,1.4865,nan,nan,nan,nan,1.1122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,0.015378999999999999,0.0406,nan,-0.009842299999999998,nan,nan,nan,nan,0.21715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.060284000000000004,nan,nan,nan,nan,nan,-0.21161,-0.19899999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.71603,-0.33771,nan,nan,nan,nan,0.57024,nan,nan,nan,nan,nan,nan,nan,nan,0.93594,nan,1.062,nan,nan,nan,nan,1.3269,nan,nan,nan,nan,nan,nan,nan,nan,0.58285,nan,nan,nan
1.0,-0.34443,nan,nan,nan,nan,-0.35907,-0.35907,nan,nan,-0.11017,nan,nan,nan,0.036246,nan,nan,nan,-0.24194000000000002,nan,nan,nan,-0.40299,nan,nan,nan,nan,nan,nan,nan,-0.44692,-0.43227,nan,0.16802,-0.59333,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.4279,-1.1497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.78295,nan,nan,0.98793,1.149,nan,nan,1.3393,1.3686,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0026,0.88544,nan,nan,nan,nan,nan,nan
2.0,0.22125,nan,nan,nan,nan,nan,nan,0.36205,nan,0.28159,nan,nan,nan,nan,0.12068,nan,nan,nan,0.020114,nan,nan,nan,nan,nan,nan,nan,-0.12068,0.040228,nan,nan,nan,nan,-3.0372,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.36205,nan,-0.06034199999999999,nan,nan,nan,0.68387,nan,0.74421,nan,nan,nan,nan,nan,nan,nan,1.0861,nan,nan,1.2471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.0608e-10,nan,nan,nan,nan,-0.24136999999999997,nan,-0.30171
2.0,-0.56844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.22359,-0.28107,-0.26191,nan,-0.28107,nan,-0.24275,nan,nan,nan,nan,nan,nan,nan,-0.20443,nan,nan,nan,nan,nan,-2.3502,nan,-1.7946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92591,nan,0.9833799999999999,nan,1.0983,1.1366,nan,nan,nan,1.3091,1.3474,nan,nan,1.3282,nan,nan,nan,nan,nan,nan,0.73432,nan,nan,0.52358,nan
1.0,0.059847000000000004,nan,nan,nan,nan,nan,nan,nan,nan,0.21775999999999998,nan,nan,nan,0.13273,0.059847000000000004,0.0477,nan,nan,nan,nan,nan,-0.1831,-0.1831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.023406,nan,0.39997,nan,nan,nan,nan,nan,nan,0.6915,nan,0.81297,nan,nan,nan,nan,nan,1.1045,nan,nan,1.1895,nan,nan,1.1531,nan,nan,nan,0.7279399999999999,0.6307699999999999,nan,nan,nan,nan,nan,nan,nan,-0.049477999999999994
