1.0,-0.21603000000000003,nan,nan,nan,nan,nan,-0.16032000000000002,-0.19932,nan,nan,nan,-0.20489000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.20489000000000002,nan,nan,nan,nan,nan,nan,nan,0.034652999999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14918,nan,1.3103,nan,nan,nan,nan,-4.6949,nan,nan,nan,-0.26059,nan,nan,-0.0043419,nan,nan,nan,nan,nan,nan,0.26861999999999997,nan,0.29648,nan,0.6028600000000001,nan,nan,1.1209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.073648,0.084789,nan,nan,0.11821,nan,nan,nan,nan,nan,-0.048907,nan,nan,nan,nan,nan,nan,nan,-0.17146,nan,-0.19932,nan,nan,nan,nan,-0.26616,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.29959,nan,-0.29402
1.0,0.0099134,nan,nan,nan,nan,0.0099134,-0.021440999999999998,nan,nan,nan,nan,nan,-0.013602000000000001,-0.07631,nan,nan,-0.084149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.19389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.42,nan,nan,nan,nan,nan,nan,nan,-0.005763600000000001,nan,nan,nan,nan,nan,0.15884,nan,nan,nan,nan,0.67619,nan,nan,nan,nan,nan,nan,nan,nan,0.76241,nan,nan,nan,nan,nan,nan,nan,0.049106,nan,nan,nan,nan,0.11965,0.14317,nan,nan,0.072621,nan,nan,0.10397999999999999,nan,nan,nan,nan,-0.013602000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.052795,-0.037118,nan,nan,nan,nan,nan,0.0020749,nan,nan,nan,nan
1.0,0.07303899999999999,0.032244999999999996,0.040404,0.048563,0.032244999999999996,0.052641999999999994,nan,nan,nan,nan,nan,nan,nan,nan,-0.008548700000000001,nan,nan,-0.045263,nan,-0.057501,-0.061581,nan,nan,-0.057501,nan,nan,nan,nan,nan,nan,-0.09829500000000001,-0.09829500000000001,nan,nan,0.048563,nan,nan,nan,nan,nan,nan,nan,nan,-0.26555,nan,nan,nan,nan,nan,-0.27371,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.37161,nan,nan,nan,nan,0.0036894,0.048563,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8154899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.4513,nan,nan,nan,nan,nan,-0.033025,-0.11460999999999999,nan,nan,nan,nan,-0.13093,nan,nan,-0.10645,nan,nan,nan,-0.09829500000000001,nan,nan,nan,nan,nan,nan,nan,-0.27779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.38793,nan,nan,nan,nan,nan
2.0,1.9088,nan,nan,nan,nan,0.3502,nan,nan,0.37835,nan,nan,nan,nan,0.31266,nan,nan,0.30327,nan,nan,0.20004,nan,nan,nan,0.25635,nan,0.18127000000000001,nan,nan,0.18127000000000001,nan,nan,nan,0.1625,nan,nan,0.05927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.012347,nan,nan,nan,nan,nan,nan,0.0029618,nan,nan,0.4722,nan,nan,nan,-4.2483,nan,nan,nan,-0.18473,nan,nan,nan,nan,0.12495999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3731,nan,nan,nan,0.20004,nan,nan,nan,0.05927,-0.072116,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021731,nan,nan,nan,-0.072116,nan,nan,nan,-0.034577,nan,-0.12842,nan,nan,nan,nan,nan,nan,-0.09088500000000001,nan,nan,-0.10027,nan,nan,nan,nan,nan,0.33143,nan,nan,nan,nan
2.0,-0.48046000000000005,-0.47018000000000004,nan,nan,-0.42904,-0.44961,-0.37761999999999996,-0.31592,nan,-0.31592,nan,nan,nan,nan,-0.28507,-0.28507,nan,nan,nan,nan,nan,nan,-0.13080999999999998,nan,-0.07939600000000001,nan,nan,nan,nan,0.033725,0.044008,nan,nan,0.28053,nan,nan,nan,nan,nan,nan,nan,nan,0.15713,0.14685,nan,0.21883000000000002,nan,nan,nan,nan,nan,1.4015,-2.6195,nan,nan,-3.9358,nan,-1.2929,nan,0.15713,nan,0.45536000000000004,nan,nan,nan,0.55819,nan,nan,0.6199,nan,nan,0.7433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13656,nan,0.22910999999999998,nan,nan,nan,nan,nan,nan,nan,nan,0.12628,nan,nan,nan,0.044008,0.05429199999999999,nan,nan,nan,0.0028734000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.11025,nan,nan,-0.11025,nan,nan,-0.40847,nan,nan,nan,-0.36734,nan,nan
1.0,0.33531,nan,0.29816,nan,nan,nan,0.24243,nan,0.15884,nan,nan,nan,nan,nan,nan,nan,nan,0.22386,nan,nan,nan,nan,nan,0.14027,nan,nan,nan,nan,nan,0.08454400000000001,nan,nan,nan,0.31673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.10121000000000001,nan,nan,nan,-0.026907,0.00095607,nan,nan,nan,-1.9216,nan,nan,nan,-2.5531,nan,nan,-0.15693,nan,nan,nan,nan,nan,nan,0.21456999999999998,0.21456999999999998,nan,0.32602,nan,nan,0.38175,nan,nan,0.66037,nan,nan,1.1619,nan,1.6449,nan,2.0814,2.2485,nan,1.9049,1.422,nan,nan,nan,0.056680999999999995,nan,nan,nan,nan,-0.20337,nan,nan,nan,nan,nan,-0.073344,-0.064057,-0.064057,nan,nan,nan,nan,nan,nan,-0.15693,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.28696,nan,nan,nan,nan,nan,nan,nan,-0.35197,-0.32411,-0.31482,nan,nan,nan,nan
2.0,0.24689,nan,0.27225,nan,nan,nan,nan,nan,0.18603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018682,0.013609999999999999,0.05418099999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.062459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9609999999999999,nan,-6.3915,-5.4076,nan,nan,nan,nan,-0.2501,nan,nan,nan,nan,nan,nan,nan,nan,0.14039000000000001,nan,nan,0.52581,nan,0.94166,1.1648,nan,1.4741,nan,nan,nan,nan,nan,nan,nan,0.21645999999999999,nan,nan,nan,nan,nan,nan,-0.021889,nan,0.018682,nan,nan,0.033895999999999996,0.023753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1081,-0.12839,nan,nan,-0.12839,-0.1081,-0.15880999999999998,nan,nan,nan,nan,0.0085392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,-0.53259,nan,nan,-0.48285,-0.45798,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42482,-0.44969,-0.40824,nan,nan,nan,nan,nan,-0.40824,nan,nan,nan,nan,nan,nan,-0.40824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3585,nan,nan,nan,nan,nan,nan,nan,nan,-1.0051,nan,nan,nan,nan,nan,nan,-0.49113999999999997,nan,nan,-0.0020116,0.022859,0.097472,0.13063,nan,0.18867,nan,nan,nan,nan,nan,0.52028,nan,nan,0.96796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43738,0.45396000000000003,0.46225,nan,nan,nan,0.54515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64463,nan,nan,nan,nan,0.9513799999999999,nan,0.83531,nan,nan,nan,nan
1.0,0.1623,nan,nan,nan,nan,0.11188,nan,0.14549,nan,nan,nan,nan,0.07826699999999999,nan,nan,nan,nan,nan,nan,nan,0.011040000000000001,nan,0.022244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1623,nan,nan,nan,nan,nan,-0.19624,nan,-0.25787,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0979,nan,nan,-3.2495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.055858000000000005,nan,nan,0.072665,nan,nan,nan,nan,nan,nan,0.59368,nan,nan,nan,nan,1.7926,nan,nan,nan,2.1567,nan,1.5741,1.0923,0.6833100000000001,nan,0.11748,-0.028176,nan,nan,-0.12340999999999999,nan,nan,nan,-0.10661,nan,nan,-0.022574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.36991999999999997,nan,nan,nan,nan,nan,nan,nan,-0.44273999999999997,nan,nan,nan,nan,nan
2.0,0.21070999999999998,nan,nan,nan,nan,nan,0.22641999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.069339,nan,nan,nan,0.074576,nan,nan,nan,nan,0.30496,0.34685,nan,0.19501,nan,nan,nan,nan,-0.10869000000000001,nan,nan,-0.066798,-0.087743,nan,nan,nan,nan,0.68196,nan,nan,nan,nan,nan,nan,-2.6848,nan,nan,-0.28670999999999996,nan,nan,nan,nan,nan,0.069339,nan,nan,nan,0.29449000000000003,nan,nan,nan,nan,1.0642,nan,nan,nan,nan,nan,nan,1.0014,nan,nan,nan,nan,nan,0.0065066,nan,nan,nan,-0.051089999999999997,-0.061562,nan,-0.040618,nan,nan,0.048395,nan,nan,nan,nan,nan,nan,nan,-0.15058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.24481999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.40191,nan
